Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,2.2e-05,18.034151,[23  5] ; [36 62],[13.11111111 14.88888889] ; [45.88888889 52.11111111],1
v3,1,0.397265,0.716589,[11 15] ; [31 62],[ 9.17647059 16.82352941] ; [32.82352941 60.17647059],0
a3,1,0.403376,0.69824,[21  7] ; [64 32],[19.19354839  8.80645161] ; [65.80645161 30.19354839],0
a6,1,0.440299,0.595503,[18 10] ; [55 43],[16.22222222 11.77777778] ; [56.77777778 41.22222222],0
n4,1,0.490656,0.475088,[16 12] ; [63 35],[17.55555556 10.44444444] ; [61.44444444 36.55555556],0
p9,1,0.511936,0.430108,[15 12] ; [45 48],[13.5 13.5] ; [46.5 46.5],0
b1,1,0.535679,0.383607,[15 13] ; [46 52],[13.55555556 14.44444444] ; [47.44444444 50.55555556],0
d5,1,0.544454,0.367347,[20  8] ; [64 34],[18.66666667  9.33333333] ; [65.33333333 32.66666667],0
d3,1,0.597441,0.278873,[17 11] ; [54 44],[15.77777778 12.22222222] ; [55.22222222 42.77777778],0
a8,1,0.625213,0.238609,[ 1 25] ; [ 6 88],[ 1.51666667 24.48333333] ; [ 5.48333333 88.51666667],0
n5,1,0.625265,0.238537,[16 12] ; [61 37],[17.11111111 10.88888889] ; [59.88888889 38.11111111],0
b4,1,0.626496,0.236842,[18 10] ; [58 40],[16.88888889 11.11111111] ; [59.11111111 38.88888889],0
b2,1,0.771468,0.084364,[ 8 11] ; [28 33],[ 8.55 10.45] ; [27.45 33.55],0
b3,1,0.771468,0.084364,[ 8 11] ; [28 33],[ 8.55 10.45] ; [27.45 33.55],0
u1,1,0.848006,0.036735,[ 5 23] ; [16 82],[ 4.66666667 23.33333333] ; [16.33333333 81.66666667],0
n1,1,0.854372,0.033688,[5 5] ; [22 25],[4.73684211 5.26315789] ; [22.26315789 24.73684211],0
a2,1,0.866815,0.028125,[ 7 21] ; [23 75],[ 6.66666667 21.33333333] ; [23.33333333 74.66666667],0
a7,1,0.884299,0.021176,[17 11] ; [58 40],[16.66666667 11.33333333] ; [58.33333333 39.66666667],0
u4,1,0.902925,0.014876,[ 1 27] ; [ 4 94],[ 1.11111111 26.88888889] ; [ 3.88888889 94.11111111],0
n2,1,0.905263,0.014165,[7 4] ; [29 18],[6.82758621 4.17241379] ; [29.17241379 17.82758621],0
d1,1,0.924116,0.009073,[14 14] ; [48 50],[13.77777778 14.22222222] ; [48.22222222 49.77777778],0
u3,1,0.951203,0.003745,[3 4] ; [15 19],[3.07317073 3.92682927] ; [14.92682927 19.07317073],0
