Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,3e-06,21.582384,[91 61] ; [ 53 105],[70.60645161 81.39354839] ; [73.39354839 84.60645161],1
p6,1,0.338629,0.915615,[55 97] ; [ 51 113],[ 50.98734177 101.01265823] ; [ 55.01265823 108.98734177],0
p5,1,0.389695,0.739895,[ 19 138] ; [ 15 149],[ 16.62928349 140.37071651] ; [ 17.37071651 146.62928349],0
u2,1,0.47392,0.512821,[28 24] ; [37 41],[26. 26.] ; [39. 39.],0
b1,1,0.504987,0.44444,[59 98] ; [68 97],[61.92236025 95.07763975] ; [65.07763975 99.92236025],0
n2,1,0.512176,0.429618,[25  7] ; [38 15],[23.71764706  8.28235294] ; [39.28235294 13.71764706],0
s2,1,0.55844,0.342412,[67 88] ; [66 99],[64.421875 90.578125] ; [68.578125 96.421875],0
d2,1,0.624578,0.239485,[ 19 138] ; [ 23 142],[ 20.47826087 136.52173913] ; [ 21.52173913 143.47826087],0
n6,1,0.639004,0.220047,[126  30] ; [129  35],[124.3125  31.6875] ; [130.6875  33.3125],0
s5,1,0.658503,0.195348,[ 44 108] ; [ 43 118],[ 42.24920128 109.75079872] ; [ 44.75079872 116.24920128],0
p7,1,0.664963,0.187551,[104  51] ; [103  56],[102.18152866  52.81847134] ; [104.81847134  54.18152866],0
d3,1,0.681543,0.168394,[71 86] ; [70 93],[69.178125 87.821875] ; [71.821875 91.178125],0
b4,1,0.694384,0.15438,[90 67] ; [91 74],[88.2515528 68.7484472] ; [92.7484472 72.2515528],0
n3,1,0.739897,0.110217,[24  8] ; [38 15],[23.34117647  8.65882353] ; [38.65882353 14.34117647],0
a7,1,0.749501,0.101951,[102  54] ; [110  54],[103.35  52.65] ; [108.65  55.35],0
p8,1,0.854801,0.033487,[80 74] ; [83 80],[79.18611987 74.81388013] ; [83.81388013 79.18611987],0
p11,1,0.874499,0.024947,[122  35] ; [127  38],[121.4068323  35.5931677] ; [127.5931677  37.4068323],0
v4,1,0.878433,0.023396,[143  11] ; [153  11],[143.34591195  10.65408805] ; [152.65408805  11.34591195],0
a6,1,0.884692,0.021032,[92 65] ; [98 67],[92.63975155 64.36024845] ; [97.36024845 67.63975155],0
s3,1,0.919604,0.010187,[79 76] ; [84 79],[79.44968553 75.55031447] ; [83.55031447 79.44968553],0
