Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,1.8e-05,18.395684,[19 20] ; [74 13],[28.78571429 10.21428571] ; [64.21428571 22.78571429],1
p3,1,0.095557,2.77818,[ 9 29] ; [34 53],[13.072 24.928] ; [29.928 57.072],0
a6,1,0.109996,2.55428,[23 15] ; [65 22],[26.752 11.248] ; [61.248 25.752],0
d4,1,0.138012,2.199989,[27 11] ; [72 15],[30.096  7.904] ; [68.904 18.096],0
p5,1,0.148559,2.08699,[ 1 36] ; [ 9 77],[ 3.00813008 33.99186992] ; [ 6.99186992 79.00813008],0
s7,1,0.164567,1.931752,[12 23] ; [40 43],[15.42372881 19.57627119] ; [36.57627119 46.42372881],0
p12,1,0.181494,1.78535,[ 1 38] ; [ 8 79],[ 2.78571429 36.21428571] ; [ 6.21428571 80.78571429],0
n2,1,0.187842,1.734462,[14  9] ; [24  7],[16.18518519  6.81481481] ; [21.81481481  9.18518519],0
s1,1,0.228502,1.450164,[ 4 35] ; [ 4 83],[ 2.47619048 36.52380952] ; [ 5.52380952 81.47619048],0
n3,1,0.233085,1.421936,[11 10] ; [20  9],[13.02  7.98] ; [17.98 11.02],0
a3,1,0.24137,1.372577,[32  6] ; [65 22],[29.488  8.512] ; [67.512 19.488],0
d3,1,0.266412,1.235128,[20 18] ; [55 32],[22.8 15.2] ; [52.2 34.8],0
s2,1,0.267027,1.231955,[14 25] ; [40 46],[16.848 22.152] ; [37.152 48.848],0
b4,1,0.301059,1.069496,[19 20] ; [51 36],[21.66666667 17.33333333] ; [48.33333333 38.66666667],0
a1,1,0.306793,1.04443,[ 6 33] ; [ 8 79],[ 4.33333333 34.66666667] ; [ 9.66666667 77.33333333],0
v1,1,0.351534,0.867913,[13 26] ; [35 48],[15.3442623 23.6557377] ; [32.6557377 50.3442623],0
s4,1,0.448456,0.574552,[ 6 33] ; [18 67],[ 7.5483871 31.4516129] ; [16.4516129 68.5483871],0
d2,1,0.458016,0.550739,[21 17] ; [53 32],[22.86178862 15.13821138] ; [51.13821138 33.86178862],0
s3,1,0.46109,0.543248,[20 19] ; [38 48],[18.096 20.904] ; [39.904 46.096],0
a4,1,0.528365,0.397535,[25 14] ; [50 36],[23.4 15.6] ; [51.6 34.4],0
u3,1,0.589876,0.290538,[3 4] ; [12 10],[3.62068966 3.37931034] ; [11.37931034 10.62068966],0
v2,1,0.604455,0.268329,[17 19] ; [44 40],[18.3 17.7] ; [42.7 41.3],0
p8,1,0.610102,0.260027,[ 8 30] ; [22 65],[ 9.12 28.88] ; [20.88 66.12],0
a2,1,0.625897,0.237666,[10 29] ; [26 61],[11.14285714 27.85714286] ; [24.85714286 62.14285714],0
p7,1,0.657778,0.196234,[10 28] ; [26 60],[11.03225806 26.96774194] ; [24.96774194 61.03225806],0
p1,1,0.682694,0.167109,[ 5 34] ; [ 9 78],[ 4.33333333 34.66666667] ; [ 9.66666667 77.33333333],0
v3,1,0.717716,0.130691,[12 23] ; [31 51],[12.86324786 22.13675214] ; [30.13675214 51.86324786],0
b1,1,0.734083,0.115396,[21 18] ; [44 43],[20.11904762 18.88095238] ; [44.88095238 42.11904762],0
b2,1,0.756501,0.096149,[ 9 14] ; [27 36],[ 9.62790698 13.37209302] ; [26.37209302 36.62790698],0
b3,1,0.756501,0.096149,[ 9 14] ; [27 36],[ 9.62790698 13.37209302] ; [26.37209302 36.62790698],0
a8,1,0.766835,0.087922,[ 5 34] ; [ 9 73],[ 4.51239669 34.48760331] ; [ 9.48760331 72.51239669],0
u2,1,0.823218,0.049911,[3 4] ; [ 8 13],[2.75 4.25] ; [ 8.25 12.75],0
a7,1,0.877615,0.023714,[25 14] ; [57 30],[25.38095238 13.61904762] ; [56.61904762 30.38095238],0
d5,1,0.921707,0.00966,[30  8] ; [68 19],[29.792  8.208] ; [68.208 18.792],0
n1,1,0.930971,0.007504,[10 12] ; [14 16],[10.15384615 11.84615385] ; [13.84615385 16.15384615],0
