Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s4,1,0.003999,8.284091,[17 16] ; [10 38],[11. 22.] ; [16. 32.],0
p12,1,0.787273,0.072821,[ 1 32] ; [ 1 47],[ 0.81481481 32.18518519] ; [ 1.18518519 46.81481481],0
r3,1,0.790169,0.070804,[32  1] ; [46  2],[31.77777778  1.22222222] ; [46.22222222  1.77777778],0
a1,1,0.790169,0.070804,[ 1 32] ; [ 2 46],[ 1.22222222 31.77777778] ; [ 1.77777778 46.22222222],0
v2,1,0.791982,0.069557,[17 16] ; [24 20],[17.57142857 15.42857143] ; [23.42857143 20.57142857],0
v1,1,0.803484,0.061921,[16 17] ; [21 25],[15.4556962 17.5443038] ; [21.5443038 24.4556962],0
r4,1,0.810446,0.057528,[29  4] ; [43  5],[29.33333333  3.66666667] ; [42.66666667  5.33333333],0
a3,1,0.818604,0.052597,[24  9] ; [36 12],[24.44444444  8.55555556] ; [35.55555556 12.44444444],0
a2,1,0.856124,0.032873,[ 7 26] ; [11 37],[ 7.33333333 25.66666667] ; [10.66666667 37.33333333],0
p9,1,0.873606,0.025307,[25  7] ; [36 11],[24.70886076  7.29113924] ; [36.29113924 10.70886076],0
d2,1,0.893391,0.01796,[17 16] ; [24 24],[16.7037037 16.2962963] ; [24.2962963 23.7037037],0
p5,1,0.953239,0.003439,[ 2 31] ; [ 3 44],[ 2.0625 30.9375] ; [ 2.9375 44.0625],0
p8,1,1.0,0.0,[14 18] ; [21 27],[14. 18.] ; [21. 27.],0
