Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,50.377512,[ 28 135] ; [90 74],[ 58.81957187 104.18042813] ; [ 59.18042813 104.81957187],1
a6,1,0.283631,1.149611,[110  53] ; [121  45],[114.44680851  48.55319149] ; [116.55319149  49.44680851],0
a4,1,0.315122,1.009086,[62 98] ; [73 92],[66.46153846 93.53846154] ; [68.53846154 96.46153846],0
d2,1,0.425206,0.635883,[70 91] ; [79 86],[73.58588957 87.41411043] ; [75.41411043 89.58588957],0
p5,1,0.452371,0.564705,[ 17 144] ; [ 22 144],[ 19.20183486 141.79816514] ; [ 19.79816514 146.20183486],0
s4,1,0.53948,0.376505,[ 19 142] ; [ 16 149],[ 17.28527607 143.71472393] ; [ 17.71472393 147.28527607],0
u4,1,0.572647,0.318274,[  1 162] ; [  2 164],[  1.48632219 161.51367781] ; [  1.51367781 164.48632219],0
b2,1,0.572905,0.317846,[34 62] ; [42 65],[35.9408867 60.0591133] ; [40.0591133 66.9408867],0
b3,1,0.572905,0.317846,[34 62] ; [42 65],[35.9408867 60.0591133] ; [40.0591133 66.9408867],0
b5,1,0.598391,0.277429,[96 67] ; [93 73],[93.63829787 69.36170213] ; [95.36170213 70.63829787],0
p12,1,0.634833,0.225563,[  7 154] ; [  9 155],[  7.92615385 153.07384615] ; [  8.07384615 155.92615385],0
a8,1,0.849335,0.036087,[ 20 130] ; [ 18 125],[ 19.45392491 130.54607509] ; [ 18.54607509 124.45392491],0
a1,1,0.968259,0.001583,[  9 154] ; [  9 157],[  8.91793313 154.08206687] ; [  9.08206687 156.91793313],0
b4,1,0.974606,0.001013,[93 70] ; [95 71],[93.14285714 69.85714286] ; [94.85714286 71.14285714],0
