Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,1e-06,23.370021,[84  7] ; [22 17],[74.2 16.8] ; [31.8  7.2],1
s2,1,0.589869,0.290549,[42 49] ; [16 23],[40.6 50.4] ; [17.4 21.6],0
s8,1,0.598443,0.277351,[32 58] ; [12 27],[30.69767442 59.30232558] ; [13.30232558 25.69767442],0
s5,1,0.621401,0.243904,[27 61] ; [10 28],[25.84126984 62.15873016] ; [11.15873016 26.84126984],0
n6,1,0.622672,0.24213,[61 28] ; [25 14],[59.796875 29.203125] ; [26.203125 12.796875],0
s4,1,0.62857,0.234004,[22 69] ; [11 28],[23.1 67.9] ; [ 9.9 29.1],0
a8,1,0.650647,0.205085,[ 6 76] ; [ 2 37],[ 5.4214876 76.5785124] ; [ 2.5785124 36.4214876],0
u3,1,0.680824,0.1692,[14 11] ; [11 11],[13.29787234 11.70212766] ; [11.70212766 10.29787234],0
b5,1,0.694026,0.154762,[55 36] ; [25 14],[56. 35.] ; [24. 15.],0
p1,1,0.728531,0.120465,[ 6 83] ; [ 2 37],[ 5.5625 83.4375] ; [ 2.4375 36.5625],0
p3,1,0.730346,0.118794,[45 46] ; [18 21],[44.1 46.9] ; [18.9 20.1],0
p5,1,0.775213,0.081546,[ 6 85] ; [ 2 36],[ 5.64341085 85.35658915] ; [ 2.35658915 35.64341085],0
b3,1,0.784573,0.074728,[13 33] ; [ 5 15],[12.54545455 33.45454545] ; [ 5.45454545 14.54545455],0
b2,1,0.784573,0.074728,[13 33] ; [ 5 15],[12.54545455 33.45454545] ; [ 5.45454545 14.54545455],0
p8,1,0.810007,0.0578,[53 38] ; [23 15],[53.6124031 37.3875969] ; [22.3875969 15.6124031],0
s1,1,0.824583,0.049131,[ 3 88] ; [ 1 38],[ 2.8 88.2] ; [ 1.2 37.8],0
u2,1,0.86283,0.02985,[16 10] ; [13  9],[15.70833333 10.29166667] ; [13.29166667  8.70833333],0
d2,1,0.873958,0.025165,[34 57] ; [14 25],[33.6 57.4] ; [14.4 24.6],0
