Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.003309,8.628881,[16 19] ; [18 73],[ 9.44444444 25.55555556] ; [24.55555556 66.44444444],0
p1,1,0.372583,0.795031,[ 3 33] ; [ 4 88],[ 1.96875 34.03125] ; [ 5.03125 86.96875],0
p9,1,0.39146,0.734403,[19 17] ; [39 49],[16.83870968 19.16129032] ; [41.16129032 46.83870968],0
u2,1,0.397498,0.715883,[5 7] ; [13 32],[3.78947368 8.21052632] ; [14.21052632 30.78947368],0
b5,1,0.427296,0.630161,[25 11] ; [57 35],[23.0625 12.9375] ; [58.9375 33.0625],0
a4,1,0.444672,0.584198,[11 25] ; [34 56],[12.85714286 23.14285714] ; [32.14285714 57.85714286],0
d1,1,0.446765,0.578845,[13 23] ; [40 52],[14.90625 21.09375] ; [38.09375 53.90625],0
s3,1,0.50668,0.440917,[11 24] ; [34 56],[12.6 22.4] ; [32.4 57.6],0
a7,1,0.52734,0.399514,[22 14] ; [61 30],[23.52755906 12.47244094] ; [59.47244094 31.52755906],0
s4,1,0.536059,0.382894,[ 5 31] ; [17 75],[ 6.1875 29.8125] ; [15.8125 76.1875],0
s8,1,0.537012,0.381105,[ 4 32] ; [ 7 84],[ 3.11811024 32.88188976] ; [ 7.88188976 83.11811024],0
d4,1,0.541973,0.371896,[27  9] ; [64 28],[25.59375 10.40625] ; [65.40625 26.59375],0
u1,1,0.542452,0.371014,[ 3 33] ; [ 5 87],[ 2.25 33.75] ; [ 5.75 86.25],0
p6,1,0.555133,0.348201,[ 4 31] ; [14 76],[ 5.04 29.96] ; [12.96 77.04],0
d5,1,0.561736,0.336708,[23 13] ; [63 28],[24.37795276 11.62204724] ; [61.62204724 29.37795276],0
n3,1,0.609199,0.261343,[8 4] ; [21 15],[7.25 4.75] ; [21.75 14.25],0
p10,1,0.640079,0.218639,[16 19] ; [37 53],[14.84 20.16] ; [38.16 51.84],0
d2,1,0.646804,0.209953,[15 21] ; [42 49],[16.15748031 19.84251969] ; [40.84251969 50.15748031],0
s2,1,0.691922,0.157012,[ 9 27] ; [20 72],[ 8.15625 27.84375] ; [20.84375 71.15625],0
n6,1,0.717576,0.130827,[22 14] ; [53 39],[21.09375 14.90625] ; [53.90625 38.09375],0
a8,1,0.761795,0.091884,[ 3 32] ; [ 6 80],[ 2.60330579 32.39669421] ; [ 6.39669421 79.60330579],0
n5,1,0.766302,0.088337,[21 15] ; [51 41],[20.25 15.75] ; [51.75 40.25],0
s1,1,0.771322,0.084475,[ 2 34] ; [ 4 88],[ 1.6875 34.3125] ; [ 4.3125 87.6875],0
p7,1,0.802879,0.062312,[16 18] ; [41 51],[15.38095238 18.61904762] ; [41.61904762 50.38095238],0
r3,1,0.860157,0.031037,[26 10] ; [65 27],[25.59375 10.40625] ; [65.40625 26.59375],0
v1,1,0.873544,0.025331,[12 24] ; [29 62],[11.62204724 24.37795276] ; [29.37795276 61.62204724],0
a1,1,0.890754,0.018865,[ 3 33] ; [ 7 85],[ 2.8125 33.1875] ; [ 7.1875 84.8125],0
a6,1,0.901781,0.01523,[20 16] ; [50 42],[19.6875 16.3125] ; [50.3125 41.6875],0
p2,1,0.917591,0.010706,[19 16] ; [49 43],[18.74015748 16.25984252] ; [49.25984252 42.74015748],0
a2,1,0.922168,0.009546,[ 6 30] ; [16 76],[ 6.1875 29.8125] ; [15.8125 76.1875],0
s5,1,0.979769,0.000643,[ 6 30] ; [15 74],[ 6.048 29.952] ; [14.952 74.048],0
p3,1,1.0,0.0,[10 25] ; [26 65],[10. 25.] ; [26. 65.],0
b2,1,1.0,0.0,[ 5 10] ; [17 34],[ 5. 10.] ; [17. 34.],0
b3,1,1.0,0.0,[ 5 10] ; [17 34],[ 5. 10.] ; [17. 34.],0
