Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.006441,7.422489,[ 7 18] ; [54 38],[13.03418803 11.96581197] ; [47.96581197 44.03418803],0
s6,1,0.329719,0.95,[14 10] ; [62 28],[16.  8.] ; [60. 30.],0
v3,1,0.342764,0.900066,[ 9 15] ; [44 47],[11.06086957 12.93913043] ; [41.93913043 49.06086957],0
r2,1,0.379757,0.771488,[22  3] ; [84  6],[23.04347826  1.95652174] ; [82.95652174  7.04347826],0
b1,1,0.405221,0.692779,[ 7 18] ; [34 58],[ 8.76068376 16.23931624] ; [32.23931624 59.76068376],0
n4,1,0.481885,0.494595,[17  8] ; [69 23],[18.37606838  6.62393162] ; [67.62393162 24.37606838],0
s3,1,0.506596,0.441093,[15  9] ; [50 41],[13.56521739 10.43478261] ; [51.43478261 39.56521739],0
s2,1,0.537499,0.380194,[13 12] ; [41 50],[11.63793103 13.36206897] ; [42.36206897 48.63793103],0
d2,1,0.537872,0.379498,[ 6 19] ; [17 75],[ 4.91452991 20.08547009] ; [18.08547009 73.91452991],0
s4,1,0.565324,0.33057,[ 5 20] ; [14 78],[ 4.05982906 20.94017094] ; [14.94017094 77.05982906],0
n2,1,0.573714,0.316507,[3 2] ; [16  6],[3.51851852 1.48148148] ; [15.48148148  6.51851852],0
n6,1,0.590817,0.289071,[18  7] ; [71 21],[19.01709402  5.98290598] ; [69.98290598 22.01709402],0
r1,1,0.595674,0.28157,[16  9] ; [64 28],[17.09401709  7.90598291] ; [62.90598291 29.09401709],0
v2,1,0.600266,0.274595,[14 11] ; [55 34],[15.13157895  9.86842105] ; [53.86842105 35.13157895],0
r4,1,0.663375,0.18945,[20  5] ; [77 15],[20.72649573  4.27350427] ; [76.27350427 15.72649573],0
u3,1,0.811598,0.056818,[10  6] ; [26 18],[9.6 6.4] ; [26.4 17.6],0
a4,1,0.822418,0.050372,[ 6 18] ; [21 71],[ 5.5862069 18.4137931] ; [21.4137931 70.5862069],0
u2,1,0.835939,0.042887,[10  6] ; [25 17],[9.65517241 6.34482759] ; [25.34482759 16.65517241],0
a1,1,0.85688,0.032525,[ 1 24] ; [ 3 89],[ 0.85470085 24.14529915] ; [ 3.14529915 88.85470085],0
n3,1,0.89466,0.017532,[4 1] ; [17  5],[3.88888889 1.11111111] ; [17.11111111  4.88888889],0
s8,1,0.929906,0.007738,[ 9 16] ; [34 58],[ 9.18803419 15.81196581] ; [33.81196581 58.18803419],0
b2,1,0.950486,0.003856,[ 5 11] ; [17 36],[ 5.10144928 10.89855072] ; [16.89855072 36.10144928],0
b3,1,0.950486,0.003856,[ 5 11] ; [17 36],[ 5.10144928 10.89855072] ; [16.89855072 36.10144928],0
p11,1,0.979494,0.000661,[18  7] ; [66 26],[17.94871795  7.05128205] ; [66.05128205 25.94871795],0
