Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.00035,12.779895,[14  2] ; [ 8 18],[8.38095238 7.61904762] ; [13.61904762 12.38095238],1
p5,1,0.233081,1.421958,[ 4 12] ; [ 3 24],[ 2.60465116 13.39534884] ; [ 4.39534884 22.60465116],0
p1,1,0.273769,1.197762,[ 2 14] ; [ 1 26],[ 1.11627907 14.88372093] ; [ 1.88372093 25.11627907],0
u1,1,0.273769,1.197762,[ 2 14] ; [ 1 26],[ 1.11627907 14.88372093] ; [ 1.88372093 25.11627907],0
a5,1,0.277613,1.17874,[11  5] ; [14 13],[9.30232558 6.69767442] ; [15.69767442 11.30232558],0
d1,1,0.324343,0.971352,[9 7] ; [11 16],[7.44186047 8.55813953] ; [12.55813953 14.44186047],0
a4,1,0.347695,0.881851,[7 9] ; [ 8 19],[ 5.58139535 10.41860465] ; [ 9.41860465 17.58139535],0
u3,1,0.374857,0.7875,[3 2] ; [ 6 10],[2.14285714 2.85714286] ; [6.85714286 9.14285714],0
d3,1,0.392344,0.731665,[11  5] ; [15 12],[9.6744186 6.3255814] ; [16.3255814 10.6744186],0
r4,1,0.415529,0.662926,[ 4 12] ; [10 17],[ 5.20930233 10.79069767] ; [ 8.79069767 18.20930233],0
n2,1,0.446798,0.578763,[5 3] ; [3 4],[4.26666667 3.73333333] ; [3.73333333 3.26666667],0
p7,1,0.454107,0.560381,[9 7] ; [12 15],[7.81395349 8.18604651] ; [13.18604651 13.81395349],0
s8,1,0.511939,0.430102,[ 5 11] ; [ 6 21],[ 4.09302326 11.90697674] ; [ 6.90697674 20.09302326],0
a7,1,0.533712,0.387319,[11  5] ; [16 11],[10.04651163  5.95348837] ; [16.95348837 10.04651163],0
p3,1,0.542385,0.371137,[7 8] ; [10 17],[6.07142857 8.92857143] ; [10.92857143 16.07142857],0
b1,1,0.554536,0.349253,[8 8] ; [16 11],[8.93023256 7.06976744] ; [15.06976744 11.93023256],0
b5,1,0.554536,0.349253,[8 8] ; [16 11],[8.93023256 7.06976744] ; [15.06976744 11.93023256],0
n1,1,0.604773,0.267857,[2 6] ; [1 6],[1.6 6.4] ; [1.4 5.6],0
p10,1,0.611202,0.258429,[9 6] ; [14 13],[8.21428571 6.78571429] ; [14.78571429 12.21428571],0
u2,1,0.626928,0.23625,[4 1] ; [11  5],[3.57142857 1.42857143] ; [11.42857143  4.57142857],0
r1,1,0.655469,0.199074,[ 6 10] ; [12 15],[6.69767442 9.30232558] ; [11.30232558 15.69767442],0
a1,1,0.701537,0.146878,[ 1 15] ; [ 1 26],[ 0.74418605 15.25581395] ; [ 1.25581395 25.74418605],0
s1,1,0.701537,0.146878,[ 1 15] ; [ 1 26],[ 0.74418605 15.25581395] ; [ 1.25581395 25.74418605],0
s4,1,0.735466,0.114152,[ 3 13] ; [ 4 23],[ 2.60465116 13.39534884] ; [ 4.39534884 22.60465116],0
p9,1,0.742635,0.107824,[10  5] ; [16 10],[9.51219512 5.48780488] ; [16.48780488  9.51219512],0
n6,1,0.781702,0.076786,[10  6] ; [18  9],[10.41860465  5.58139535] ; [17.58139535  9.41860465],0
n4,1,0.781702,0.076786,[10  6] ; [18  9],[10.41860465  5.58139535] ; [17.58139535  9.41860465],0
d2,1,0.84669,0.037382,[7 9] ; [11 16],[6.69767442 9.30232558] ; [11.30232558 15.69767442],0
s3,1,0.865053,0.028881,[ 5 10] ; [ 8 18],[ 4.75609756 10.24390244] ; [ 8.24390244 17.75609756],0
b2,1,0.867695,0.027751,[4 7] ; [ 6 12],[3.79310345 7.20689655] ; [ 6.20689655 11.79310345],0
b3,1,0.867695,0.027751,[4 7] ; [ 6 12],[3.79310345 7.20689655] ; [ 6.20689655 11.79310345],0
v4,1,0.887933,0.019858,[11  5] ; [18  9],[10.79069767  5.20930233] ; [18.20930233  8.79069767],0
r3,1,0.946372,0.004524,[12  4] ; [20  7],[11.90697674  4.09302326] ; [20.09302326  6.90697674],0
n5,1,0.975781,0.000922,[10  6] ; [17 10],[10.04651163  5.95348837] ; [16.95348837 10.04651163],0
