Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,1.1e-05,19.325926,[101  69] ; [98 19],[117.87456446  52.12543554] ; [81.12543554 35.87456446],1
s2,1,0.104874,2.629818,[ 57 114] ; [50 67],[ 63.53125 107.46875] ; [43.46875 73.53125],0
v1,1,0.106164,2.610417,[80 88] ; [66 49],[86.67137809 81.32862191] ; [59.32862191 55.67137809],0
r4,1,0.125636,2.34561,[147  25] ; [107  10],[151.16955017  20.83044983] ; [102.83044983  14.16955017],0
s3,1,0.144631,2.127982,[71 96] ; [60 57],[77.03169014 89.96830986] ; [53.96830986 63.03169014],0
p2,1,0.164156,1.935514,[149  22] ; [108   9],[152.59375  18.40625] ; [104.40625  12.59375],0
a4,1,0.168442,1.896752,[ 59 111] ; [50 67],[ 64.56445993 105.43554007] ; [44.43554007 72.56445993],0
a3,1,0.171374,1.870885,[106  65] ; [81 35],[111.41811847  59.58188153] ; [75.58188153 40.41811847],0
n3,1,0.19389,1.687806,[19 15] ; [12  4],[21.08 12.92] ; [9.92 6.08],0
p1,1,0.212133,1.556807,[ 13 158] ; [ 14 103],[ 16.03125 154.96875] ; [ 10.96875 106.03125],0
d3,1,0.228314,1.451335,[115  57] ; [86 31],[119.62629758  52.37370242] ; [81.37370242 35.62629758],0
v3,1,0.241035,1.37453,[ 57 109] ; [47 67],[ 61.65714286 104.34285714] ; [42.34285714 71.65714286],0
a8,1,0.244259,1.355845,[ 17 135] ; [17 88],[ 20.10894942 131.89105058] ; [13.89105058 91.10894942],0
u1,1,0.298495,1.080907,[ 18 154] ; [ 17 100],[ 20.83044983 151.16955017] ; [ 14.16955017 102.83044983],0
s4,1,0.30264,1.062526,[ 17 154] ; [16 99],[ 19.73076923 151.26923077] ; [ 13.26923077 101.73076923],0
v4,1,0.346469,0.886348,[161  10] ; [113   4],[162.6875   8.3125] ; [111.3125   5.6875],0
a1,1,0.349382,0.8757,[  4 168] ; [  5 112],[  5.35640138 166.64359862] ; [  3.64359862 113.35640138],0
n1,1,0.353749,0.859963,[10 23] ; [7 9],[11.44897959 21.55102041] ; [ 5.55102041 10.44897959],0
a7,1,0.370908,0.800621,[127  45] ; [91 25],[130.19444444  41.80555556] ; [87.80555556 28.19444444],0
a6,1,0.390227,0.738236,[120  52] ; [76 41],[116.65051903  55.34948097] ; [79.34948097 37.65051903],0
r2,1,0.399284,0.710482,[154  15] ; [107   7],[155.86219081  13.13780919] ; [105.13780919   8.86219081],0
r3,1,0.413262,0.669397,[159  13] ; [111   6],[160.69204152  11.30795848] ; [109.30795848   7.69204152],0
p9,1,0.426204,0.633144,[140  29] ; [101  16],[142.40909091  26.59090909] ; [98.59090909 18.40909091],0
p11,1,0.477477,0.504621,[140  32] ; [99 18],[142.24221453  29.75778547] ; [96.75778547 20.24221453],0
a2,1,0.480158,0.498505,[ 31 141] ; [25 92],[ 33.32871972 138.67128028] ; [22.67128028 94.32871972],0
a5,1,0.525353,0.403371,[125  47] ; [81 36],[122.60207612  49.39792388] ; [83.39792388 33.60207612],0
d5,1,0.581461,0.303878,[132  40] ; [93 24],[133.9100346  38.0899654] ; [91.0899654 25.9100346],0
n2,1,0.596628,0.280112,[23 11] ; [12  4],[23.8 10.2] ; [11.2  4.8],0
r1,1,0.600938,0.273583,[133  38] ; [94 23],[134.78125  36.21875] ; [92.21875 24.78125],0
b5,1,0.705184,0.143135,[105  67] ; [74 43],[106.53287197  65.46712803] ; [72.46712803 44.53287197],0
u2,1,0.72969,0.119397,[39 27] ; [20 16],[38.17647059 27.82352941] ; [20.82352941 15.17647059],0
v2,1,0.794936,0.067551,[88 75] ; [65 52],[89.06785714 73.93214286] ; [63.93214286 53.06785714],0
s1,1,0.802515,0.062547,[  5 166] ; [  4 112],[  5.36236934 165.63763066] ; [  3.63763066 112.36236934],0
p10,1,0.819352,0.052157,[141  29] ; [95 21],[140.27972028  29.72027972] ; [95.72027972 20.27972028],0
b4,1,0.851781,0.034912,[96 76] ; [64 53],[95.22491349 76.77508651] ; [64.77508651 52.22491349],0
u3,1,0.949838,0.003958,[33 32] ; [18 17],[33.15 31.85] ; [17.85 17.15],0
