Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.00081,11.218421,[45 12] ; [13 17],[38. 19.] ; [20. 10.],1
d3,1,0.292781,1.10679,[36 21] ; [23  8],[38.21590909 18.78409091] ; [20.78409091 10.21590909],0
n4,1,0.335519,0.927478,[31 26] ; [14 18],[28.82022472 28.17977528] ; [16.17977528 15.82022472],0
s4,1,0.338393,0.916511,[11 46] ; [ 9 23],[12.80898876 44.19101124] ; [ 7.19101124 24.80898876],0
a7,1,0.403819,0.696925,[36 21] ; [23  9],[37.78651685 19.21348315] ; [21.21348315 10.78651685],0
b1,1,0.42128,0.64674,[27 30] ; [18 14],[28.82022472 28.17977528] ; [16.17977528 15.82022472],0
s2,1,0.457711,0.551486,[31 26] ; [20 12],[32.66292135 24.33707865] ; [18.33707865 13.66292135],0
p1,1,0.457854,0.551135,[ 3 54] ; [ 3 29],[ 3.84269663 53.15730337] ; [ 2.15730337 29.84269663],0
d5,1,0.464302,0.535503,[42 15] ; [25  6],[43.39772727 13.60227273] ; [23.60227273  7.39772727],0
b2,1,0.46915,0.523977,[12 26] ; [ 4 14],[10.85714286 27.14285714] ; [ 5.14285714 12.85714286],0
b3,1,0.46915,0.523977,[12 26] ; [ 4 14],[10.85714286 27.14285714] ; [ 5.14285714 12.85714286],0
b4,1,0.472459,0.516219,[33 24] ; [16 16],[31.38202247 25.61797753] ; [17.61797753 14.38202247],0
u1,1,0.498504,0.45812,[ 6 51] ; [ 2 30],[ 5.12359551 51.87640449] ; [ 2.87640449 29.12359551],0
s7,1,0.532802,0.389044,[25 31] ; [16 15],[26.3908046 29.6091954] ; [14.6091954 16.3908046],0
a4,1,0.534683,0.385483,[16 41] ; [11 21],[17.29213483 39.70786517] ; [ 9.70786517 22.29213483],0
p3,1,0.550435,0.356538,[23 34] ; [15 17],[24.33707865 32.66292135] ; [13.66292135 18.33707865],0
s3,1,0.570114,0.322491,[40 16] ; [21 11],[38.81818182 17.18181818] ; [22.18181818  9.81818182],0
a8,1,0.573915,0.316176,[ 6 45] ; [ 5 26],[ 6.84146341 44.15853659] ; [ 4.15853659 26.84146341],0
r1,1,0.608815,0.261905,[41 15] ; [25  7],[42. 14.] ; [24.  8.],0
s5,1,0.62018,0.245614,[17 39] ; [10 18],[18. 38.] ; [ 9. 19.],0
a6,1,0.709699,0.138578,[39 18] ; [20 11],[38.21590909 18.78409091] ; [20.78409091 10.21590909],0
p4,1,0.742431,0.108001,[30 27] ; [18 14],[30.74157303 26.25842697] ; [17.25842697 14.74157303],0
d1,1,0.783761,0.075307,[32 25] ; [17 15],[31.38202247 25.61797753] ; [17.61797753 14.38202247],0
p6,1,0.789517,0.071256,[15 40] ; [ 9 21],[15.52941176 39.47058824] ; [ 8.47058824 21.52941176],0
r3,1,0.818055,0.052922,[54  3] ; [29  2],[53.76136364  3.23863636] ; [29.23863636  1.76136364],0
p5,1,0.83362,0.044126,[ 3 53] ; [ 2 29],[ 3.2183908 52.7816092] ; [ 1.7816092 29.2183908],0
d4,1,0.8504,0.035573,[45 12] ; [25  6],[45.34090909 11.65909091] ; [24.65909091  6.34090909],0
d2,1,0.885169,0.020857,[23 34] ; [13 18],[23.31818182 33.68181818] ; [12.68181818 18.31818182],0
a3,1,0.918628,0.010437,[35 22] ; [20 12],[35.2247191 21.7752809] ; [19.7752809 12.2247191],0
r4,1,0.927608,0.008255,[45 12] ; [25  7],[44.83146067 12.16853933] ; [25.16853933  6.83146067],0
s1,1,0.932569,0.007159,[ 2 54] ; [ 1 30],[ 1.93103448 54.06896552] ; [ 1.06896552 29.93103448],0
a5,1,0.946007,0.004586,[37 20] ; [21 11],[37.14606742 19.85393258] ; [20.85393258 11.14606742],0
v1,1,1.0,0.0,[27 27] ; [16 16],[27. 27.] ; [16. 16.],0
u3,1,1.0,0.0,[16  6] ; [8 3],[16.  6.] ; [8. 3.],0
