Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,32.400505,[123  24] ; [61 58],[101.68421053  45.31578947] ; [82.31578947 36.68421053],1
d3,1,0.272617,1.203532,[112  35] ; [85 36],[108.05597015  38.94402985] ; [88.94402985 32.05597015],0
p3,1,0.310308,1.029363,[101  46] ; [76 45],[97.0858209 49.9141791] ; [79.9141791 41.0858209],0
p10,1,0.336801,0.92257,[135  12] ; [106  14],[132.68539326  14.31460674] ; [108.31460674  11.68539326],0
u3,1,0.344561,0.893389,[19 16] ; [21 11],[20.89552239 14.10447761] ; [19.10447761 12.89552239],0
p9,1,0.347229,0.883556,[138   9] ; [109  11],[135.98876404  11.01123596] ; [111.01123596   8.98876404],0
s1,1,0.376521,0.782029,[  5 143] ; [  2 119],[  3.85130112 144.14869888] ; [  3.14869888 117.85130112],0
d2,1,0.390209,0.738292,[77 70] ; [57 64],[73.5 73.5] ; [60.5 60.5],0
a4,1,0.500612,0.453639,[71 76] ; [53 67],[68.26966292 78.73033708] ; [55.73033708 64.26966292],0
r2,1,0.511472,0.431055,[141   5] ; [113   6],[139.93962264   6.06037736] ; [114.06037736   4.93962264],0
u1,1,0.533882,0.386997,[ 25 123] ; [24 97],[ 26.95910781 121.04089219] ; [22.04089219 98.95910781],0
a3,1,0.53963,0.376226,[113  33] ; [89 31],[110.87218045  35.12781955] ; [91.12781955 28.87218045],0
u2,1,0.558067,0.343062,[20 15] ; [16 16],[18.80597015 16.19402985] ; [17.19402985 14.80597015],0
a2,1,0.630718,0.231088,[ 38 110] ; [28 93],[ 36.31226766 111.68773234] ; [29.68773234 91.31226766],0
p6,1,0.633944,0.226751,[81 65] ; [62 56],[79.08333333 66.91666667] ; [63.91666667 54.08333333],0
a6,1,0.661432,0.191789,[94 52] ; [81 40],[95.6928839 50.3071161] ; [79.3071161 41.6928839],0
n2,1,0.674103,0.17684,[19  3] ; [19  2],[19.44186047  2.55813953] ; [18.55813953  2.44186047],0
d4,1,0.678328,0.172014,[128  18] ; [104  17],[126.86142322  19.13857678] ; [105.13857678  15.86142322],0
r3,1,0.720696,0.127826,[142   6] ; [115   6],[141.39776952   6.60223048] ; [115.60223048   5.39776952],0
a8,1,0.725385,0.123391,[ 20 112] ; [18 89],[ 20.9874477 111.0125523] ; [17.0125523 89.9874477],0
d5,1,0.725414,0.123364,[123  23] ; [100  21],[121.94007491  24.05992509] ; [101.05992509  19.94007491],0
b2,1,0.767268,0.087586,[44 52] ; [34 44],[43.03448276 52.96551724] ; [34.96551724 43.03448276],0
b3,1,0.767268,0.087586,[44 52] ; [34 44],[43.03448276 52.96551724] ; [34.96551724 43.03448276],0
v4,1,0.770363,0.085206,[143   4] ; [116   4],[142.59550562   4.40449438] ; [116.40449438   3.59550562],0
s6,1,0.790744,0.070408,[101  40] ; [87 32],[101.95384615  39.04615385] ; [86.04615385 32.95384615],0
b1,1,0.866021,0.028465,[56 92] ; [47 74],[56.66914498 91.33085502] ; [46.33085502 74.66914498],0
r1,1,0.869424,0.027024,[126  21] ; [102  18],[125.52808989  21.47191011] ; [102.47191011  17.52808989],0
n3,1,0.898705,0.016204,[15  7] ; [14  6],[15.19047619  6.80952381] ; [13.80952381  6.19047619],0
b4,1,0.90484,0.014292,[87 61] ; [72 49],[87.4795539 60.5204461] ; [71.5204461 49.4795539],0
a5,1,0.985162,0.000346,[120  28] ; [98 23],[119.94052045  28.05947955] ; [98.05947955 22.94052045],0
