Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,9.8e-05,15.165976,[22 26] ; [ 8 55],[12.97297297 35.02702703] ; [17.02702703 45.97297297],1
p3,1,0.032727,4.560019,[19 29] ; [14 52],[13.89473684 34.10526316] ; [19.10526316 46.89473684],0
p4,1,0.032945,4.548649,[21 25] ; [17 48],[15.74774775 30.25225225] ; [22.25225225 42.74774775],0
p6,1,0.037463,4.329229,[11 35] ; [ 6 58],[ 7.10909091 38.89090909] ; [ 9.89090909 54.10909091],0
p5,1,0.040242,4.20764,[ 5 44] ; [ 1 64],[ 2.57894737 46.42105263] ; [ 3.42105263 61.57894737],0
n4,1,0.065882,3.38274,[37 12] ; [39 27],[32.3826087 16.6173913] ; [43.6173913 22.3826087],0
a5,1,0.072563,3.224078,[32 17] ; [32 34],[27.26956522 21.73043478] ; [36.73043478 29.26956522],0
a1,1,0.117889,2.445151,[ 1 48] ; [ 6 60],[ 2.9826087 46.0173913] ; [ 4.0173913 61.9826087],0
r2,1,0.119308,2.42638,[41  6] ; [49 16],[37.76785714  9.23214286] ; [52.23214286 12.76785714],0
s8,1,0.140285,2.174833,[11 38] ; [ 8 58],[ 8.09565217 40.90434783] ; [10.90434783 55.09565217],0
d2,1,0.18869,1.72782,[26 23] ; [26 38],[22.54867257 26.45132743] ; [29.45132743 34.54867257],0
n1,1,0.210414,1.568574,[6 8] ; [ 7 22],[4.23255814 9.76744186] ; [ 8.76744186 20.23255814],0
n6,1,0.211857,1.558688,[37 12] ; [42 23],[33.95614035 15.04385965] ; [45.04385965 19.95614035],0
d4,1,0.228204,1.45202,[35 14] ; [40 26],[31.95652174 17.04347826] ; [43.04347826 22.95652174],0
b2,1,0.260065,1.268411,[17 16] ; [17 27],[14.57142857 18.42857143] ; [19.42857143 24.57142857],0
b3,1,0.260065,1.268411,[17 16] ; [17 27],[14.57142857 18.42857143] ; [19.42857143 24.57142857],0
n2,1,0.336219,0.924795,[11  4] ; [17 12],[9.54545455 5.45454545] ; [18.45454545 10.54545455],0
n5,1,0.349046,0.876923,[35 14] ; [41 24],[32.66666667 16.33333333] ; [43.33333333 21.66666667],0
s3,1,0.369447,0.805524,[12 36] ; [21 43],[14.14285714 33.85714286] ; [18.85714286 45.14285714],0
a6,1,0.44894,0.573327,[22 27] ; [25 41],[20.02608696 28.97391304] ; [26.97391304 39.02608696],0
b5,1,0.511286,0.431433,[20 29] ; [31 35],[21.73043478 27.26956522] ; [29.26956522 36.73043478],0
s2,1,0.512228,0.429513,[ 9 40] ; [ 9 56],[ 7.73684211 41.26315789] ; [10.26315789 54.73684211],0
u2,1,0.528592,0.397098,[5 5] ; [12 19],[4.14634146 5.85365854] ; [12.85365854 18.14634146],0
s1,1,0.636983,0.22271,[ 2 47] ; [ 4 62],[ 2.55652174 46.44347826] ; [ 3.44347826 62.55652174],0
a8,1,0.683099,0.166659,[ 4 43] ; [ 4 58],[ 3.44954128 43.55045872] ; [ 4.55045872 57.44954128],0
u3,1,0.758635,0.094417,[3 8] ; [10 21],[3.4047619 7.5952381] ; [ 9.5952381 21.4047619],0
u1,1,0.760918,0.092583,[ 2 47] ; [ 2 64],[ 1.70434783 47.29565217] ; [ 2.29565217 63.70434783],0
p1,1,0.761944,0.091766,[ 3 46] ; [ 5 61],[ 3.40869565 45.59130435] ; [ 4.59130435 61.40869565],0
b1,1,0.825556,0.048578,[22 27] ; [31 35],[22.5826087 26.4173913] ; [30.4173913 35.5826087],0
s4,1,0.861406,0.03048,[ 4 45] ; [ 6 60],[ 4.26086957 44.73913043] ; [ 5.73913043 60.26086957],0
d3,1,0.890316,0.019018,[15 34] ; [21 45],[15.33913043 33.66086957] ; [20.66086957 45.33913043],0
a2,1,0.903999,0.014547,[ 2 47] ; [ 3 63],[ 2.13043478 46.86956522] ; [ 2.86956522 63.13043478],0
b4,1,0.958138,0.002755,[25 24] ; [34 32],[25.13913043 23.86086957] ; [33.86086957 32.13913043],0
s7,1,0.965002,0.001925,[10 35] ; [14 48],[10.09345794 34.90654206] ; [13.90654206 48.09345794],0
a4,1,0.983531,0.000426,[18 31] ; [24 41],[18.05263158 30.94736842] ; [23.94736842 41.05263158],0
