Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,6e-06,20.487473,[25 28] ; [62 11],[36.5952381 16.4047619] ; [50.4047619 22.5952381],1
s4,1,0.294102,1.10075,[11 42] ; [10 63],[ 8.83333333 44.16666667] ; [12.16666667 60.83333333],0
d3,1,0.345926,0.888347,[26 27] ; [42 31],[28.6031746 24.3968254] ; [39.3968254 33.6031746],0
p4,1,0.347874,0.881197,[14 39] ; [25 48],[16.4047619 36.5952381] ; [22.5952381 50.4047619],0
v1,1,0.358073,0.844639,[15 38] ; [26 46],[17.384 35.616] ; [23.616 48.384],0
p5,1,0.41635,0.660596,[ 3 50] ; [ 2 70],[ 2.12 50.88] ; [ 2.88 69.12],0
n4,1,0.510994,0.432032,[30 23] ; [37 36],[28.18253968 24.81746032] ; [38.81746032 34.18253968],0
p1,1,0.519546,0.414795,[ 4 49] ; [ 8 65],[ 5.04761905 47.95238095] ; [ 6.95238095 66.04761905],0
p8,1,0.525854,0.402397,[11 41] ; [12 60],[ 9.64516129 42.35483871] ; [13.35483871 58.64516129],0
s5,1,0.5262,0.401724,[ 9 42] ; [15 52],[10.37288136 40.62711864] ; [13.62711864 53.37288136],0
n1,1,0.547774,0.361321,[ 6 11] ; [12 15],[ 6.95454545 10.04545455] ; [11.04545455 15.95454545],0
a3,1,0.549799,0.357678,[20 33] ; [31 41],[21.624 31.376] ; [29.376 42.624],0
a8,1,0.586292,0.296172,[ 5 44] ; [ 5 63],[ 4.18803419 44.81196581] ; [ 5.81196581 62.18803419],0
n3,1,0.598469,0.277311,[10  7] ; [18  9],[10.81818182  6.18181818] ; [17.18181818  9.81818182],0
b5,1,0.609755,0.260532,[34 19] ; [50 23],[35.33333333 17.66666667] ; [48.66666667 24.33333333],0
p10,1,0.639407,0.219519,[28 23] ; [42 29],[29.26229508 21.73770492] ; [40.73770492 30.26229508],0
n5,1,0.679634,0.170539,[31 22] ; [40 33],[29.86507937 23.13492063] ; [41.13492063 31.86507937],0
v3,1,0.697685,0.150892,[13 40] ; [18 47],[13.92372881 39.07627119] ; [17.07627119 47.92372881],0
p12,1,0.699438,0.149057,[ 3 50] ; [ 3 69],[ 2.544 50.456] ; [ 3.456 68.544],0
b4,1,0.728302,0.120676,[34 19] ; [49 24],[34.91269841 18.08730159] ; [48.08730159 24.91269841],0
n6,1,0.732048,0.11724,[37 16] ; [53 20],[37.85714286 15.14285714] ; [52.14285714 20.85714286],0
u1,1,0.743845,0.106776,[ 2 51] ; [ 2 71],[ 1.68253968 51.31746032] ; [ 2.31746032 70.68253968],0
d2,1,0.760275,0.093098,[12 41] ; [18 54],[12.72 40.28] ; [17.28 54.72],0
p9,1,0.835557,0.04309,[34 16] ; [47 24],[33.47107438 16.52892562] ; [47.52892562 23.47107438],0
n2,1,0.941395,0.005405,[10  7] ; [15 11],[9.88372093 7.11627907] ; [15.11627907 10.88372093],0
b1,1,0.990657,0.000137,[21 32] ; [29 44],[21.03174603 31.96825397] ; [28.96825397 44.03174603],0
p11,1,0.993112,7.5e-05,[29 24] ; [40 33],[29.02380952 23.97619048] ; [39.97619048 33.02380952],0
