Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,2.3e-05,17.954382,[23 21] ; [ 8 51],[13.24271845 30.75728155] ; [17.75728155 41.24271845],1
v3,1,0.465784,0.53196,[15 28] ; [16 41],[13.33 29.67] ; [17.67 39.33],0
b4,1,0.475533,0.50909,[23 21] ; [35 24],[24.77669903 19.22330097] ; [33.22330097 25.77669903],0
a6,1,0.47665,0.506518,[24 20] ; [28 31],[22.21359223 21.78640777] ; [29.78640777 29.21359223],0
s5,1,0.512581,0.428794,[ 8 35] ; [ 8 50],[ 6.81188119 36.18811881] ; [ 9.18811881 48.81188119],0
u2,1,0.51654,0.420797,[11 11] ; [14 20],[ 9.82142857 12.17857143] ; [15.17857143 18.82142857],0
n6,1,0.592178,0.286956,[25 19] ; [36 22],[26.31372549 17.68627451] ; [34.68627451 23.31372549],0
p6,1,0.605916,0.266164,[11 33] ; [12 46],[ 9.92156863 34.07843137] ; [13.07843137 44.92156863],0
a8,1,0.651572,0.203923,[ 5 37] ; [ 5 50],[ 4.32989691 37.67010309] ; [ 5.67010309 49.32989691],0
n2,1,0.660768,0.192593,[11  4] ; [16  8],[10.38461538  4.61538462] ; [16.61538462  7.38461538],0
b1,1,0.666491,0.185735,[25 19] ; [31 28],[23.9223301 20.0776699] ; [32.0776699 26.9223301],0
b5,1,0.666491,0.185735,[25 19] ; [31 28],[23.9223301 20.0776699] ; [32.0776699 26.9223301],0
d5,1,0.710084,0.138193,[20 24] ; [29 30],[20.93203883 23.06796117] ; [28.06796117 30.93203883],0
u1,1,0.738752,0.111226,[ 1 43] ; [ 2 57],[ 1.2815534 42.7184466] ; [ 1.7184466 57.2815534],0
d4,1,0.75405,0.098159,[21 23] ; [30 29],[21.78640777 22.21359223] ; [29.21359223 29.78640777],0
a2,1,0.763956,0.090174,[ 2 42] ; [ 2 57],[ 1.70873786 42.29126214] ; [ 2.29126214 56.70873786],0
a7,1,0.820108,0.051713,[23 21] ; [29 29],[22.43137255 21.56862745] ; [29.56862745 28.43137255],0
a4,1,0.827541,0.047461,[ 8 35] ; [12 47],[ 8.43137255 34.56862745] ; [11.56862745 47.43137255],0
n4,1,0.871182,0.026295,[28 16] ; [36 22],[27.60784314 16.39215686] ; [36.39215686 21.60784314],0
n3,1,0.904273,0.014464,[10  4] ; [16  7],[9.83783784 4.16216216] ; [16.16216216  6.83783784],0
n5,1,0.91233,0.012122,[24 20] ; [31 27],[23.7254902 20.2745098] ; [31.2745098 26.7254902],0
n1,1,0.970496,0.001368,[6 8] ; [10 13],[6.05405405 7.94594595] ; [ 9.94594595 13.05405405],0
p1,1,0.987629,0.00024,[ 3 41] ; [ 4 54],[ 3.01960784 40.98039216] ; [ 3.98039216 54.01960784],0
