Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,1.9e-05,18.276944,[13 58] ; [14  7],[20.83695652 50.16304348] ; [ 6.16304348 14.83695652],1
v2,1,0.801359,0.063297,[19 51] ; [ 6 14],[19.44444444 50.55555556] ; [ 5.55555556 14.44444444],0
d2,1,0.815153,0.054655,[28 42] ; [ 9 12],[28.46153846 41.53846154] ; [ 8.53846154 12.46153846],0
n5,1,0.841156,0.040166,[45 25] ; [14  7],[45.38461538 24.61538462] ; [13.61538462  7.38461538],0
p4,1,0.873881,0.025196,[25 46] ; [ 7 14],[24.69565217 46.30434783] ; [ 7.30434783 13.69565217],0
u1,1,0.887175,0.02013,[ 4 68] ; [ 1 20],[ 3.87096774 68.12903226] ; [ 1.12903226 19.87096774],0
s1,1,0.887175,0.02013,[ 4 68] ; [ 1 20],[ 3.87096774 68.12903226] ; [ 1.12903226 19.87096774],0
a3,1,0.892586,0.018234,[36 35] ; [11 10],[36.27173913 34.72826087] ; [10.72826087 10.27173913],0
p9,1,0.894232,0.017676,[34 35] ; [10 11],[33.73333333 35.26666667] ; [10.26666667 10.73333333],0
n6,1,0.907315,0.013555,[41 29] ; [12  9],[40.76923077 29.23076923] ; [12.23076923  8.76923077],0
r2,1,0.914798,0.011446,[39 30] ; [11  8],[39.20454545 29.79545455] ; [10.79545455  8.20454545],0
p3,1,0.98498,0.000354,[17 55] ; [ 5 16],[17.03225806 54.96774194] ; [ 4.96774194 16.03225806],0
d4,1,0.995563,3.1e-05,[44 27] ; [13  8],[43.98913043 27.01086957] ; [13.01086957  7.98913043],0
