Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,50.492321,[120   4] ; [43 33],[101.06  22.94] ; [61.94 14.06],1
p6,1,0.289413,1.122352,[ 22 103] ; [ 9 66],[ 19.375 105.625] ; [11.625 63.375],0
d5,1,0.326534,0.962597,[88 38] ; [48 28],[84.83168317 41.16831683] ; [51.16831683 24.83168317],0
n5,1,0.339284,0.913134,[77 47] ; [42 34],[73.78 50.22] ; [45.22 30.78],0
a5,1,0.356736,0.849351,[77 49] ; [42 35],[73.86206897 52.13793103] ; [45.13793103 31.86206897],0
s2,1,0.356933,0.848654,[26 99] ; [12 65],[ 23.51485149 101.48514851] ; [14.48514851 62.51485149],0
a2,1,0.367413,0.812395,[ 17 109] ; [14 63],[ 19.24137931 106.75862069] ; [11.75862069 65.24137931],0
p3,1,0.409209,0.681099,[33 93] ; [16 60],[30.56435644 95.43564356] ; [18.43564356 57.56435644],0
b5,1,0.441154,0.593278,[65 61] ; [44 33],[67.65517241 58.34482759] ; [41.34482759 35.65517241],0
u1,1,0.646526,0.210308,[ 14 112] ; [ 7 70],[ 13.03448276 112.96551724] ; [ 7.96551724 69.03448276],0
a6,1,0.692864,0.156003,[82 44] ; [48 29],[80.68965517 45.31034483] ; [49.31034483 27.68965517],0
a4,1,0.717032,0.131355,[53 73] ; [30 46],[51.77227723 74.22772277] ; [31.22772277 44.77227723],0
p1,1,0.724885,0.12386,[  8 117] ; [ 4 73],[  7.42574257 117.57425743] ; [ 4.57425743 72.42574257],0
p12,1,0.728076,0.120885,[  1 124] ; [ 1 76],[  1.23762376 123.76237624] ; [ 0.76237624 76.23762376],0
s3,1,0.791924,0.069597,[37 89] ; [21 55],[36.17821782 89.82178218] ; [21.82178218 54.17821782],0
d2,1,0.803512,0.061904,[50 74] ; [32 44],[50.84 73.16] ; [31.16 44.84],0
n1,1,0.808596,0.058679,[14 26] ; [10 21],[13.52112676 26.47887324] ; [10.47887324 20.52112676],0
b2,1,0.917263,0.010792,[34 43] ; [19 25],[33.72727273 43.27272727] ; [19.27272727 24.72727273],0
b3,1,0.917263,0.010792,[34 43] ; [19 25],[33.72727273 43.27272727] ; [19.27272727 24.72727273],0
