Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,38.645087,[67  6] ; [ 9 19],[54.93069307 18.06930693] ; [21.06930693  6.93069307],1
a1,1,0.309793,1.031558,[ 2 71] ; [ 2 26],[ 2.89108911 70.10891089] ; [ 1.10891089 26.89108911],0
u3,1,0.319435,0.991259,[17  5] ; [8 5],[15.71428571  6.28571429] ; [9.28571429 3.71428571],0
n3,1,0.386476,0.75,[11  7] ; [7 2],[12.  6.] ; [6. 3.],0
b1,1,0.407911,0.684882,[35 38] ; [16 12],[36.86138614 36.13861386] ; [14.13861386 13.86138614],0
a2,1,0.468991,0.524351,[12 61] ; [ 3 25],[10.84158416 62.15841584] ; [ 4.15841584 23.84158416],0
a8,1,0.566252,0.328995,[ 5 62] ; [ 3 24],[ 5.70212766 61.29787234] ; [ 2.29787234 24.70212766],0
n1,1,0.620079,0.245756,[ 5 13] ; [3 5],[ 5.53846154 12.46153846] ; [2.46153846 5.53846154],0
v1,1,0.625487,0.238231,[34 37] ; [11 15],[32.93814433 38.06185567] ; [12.06185567 13.93814433],0
n5,1,0.657829,0.196172,[32 39] ; [14 14],[32.98989899 38.01010101] ; [13.01010101 14.98989899],0
n2,1,0.701671,0.146739,[15  3] ; [8 1],[15.33333333  2.66666667] ; [7.66666667 1.33333333],0
b4,1,0.719195,0.129266,[42 31] ; [15 13],[41.1980198 31.8019802] ; [15.8019802 12.1980198],0
b5,1,0.8062,0.060187,[45 28] ; [18 10],[45.53465347 27.46534653] ; [17.46534653 10.53465347],0
p9,1,0.822396,0.050385,[64  9] ; [25  3],[64.32673267  8.67326733] ; [24.67326733  3.32673267],0
s3,1,0.841796,0.039839,[39 32] ; [16 12],[39.44444444 31.55555556] ; [15.55555556 12.44444444],0
u1,1,0.85771,0.032145,[ 6 67] ; [ 2 26],[ 5.78217822 67.21782178] ; [ 2.21782178 25.78217822],0
s7,1,0.863871,0.029395,[28 40] ; [11 17],[27.625 40.375] ; [11.375 16.625],0
b3,1,0.864782,0.028999,[10 29] ; [ 5 13],[10.26315789 28.73684211] ; [ 4.73684211 13.26315789],0
b2,1,0.864782,0.028999,[10 29] ; [ 5 13],[10.26315789 28.73684211] ; [ 4.73684211 13.26315789],0
s8,1,0.868293,0.027498,[30 43] ; [11 17],[29.63366337 43.36633663] ; [11.36633663 16.63366337],0
s1,1,0.881696,0.022147,[ 3 68] ; [ 1 27],[ 2.86868687 68.13131313] ; [ 1.13131313 26.86868687],0
s5,1,0.946641,0.004479,[16 54] ; [ 6 21],[15.87628866 54.12371134] ; [ 6.12371134 20.87628866],0
p6,1,0.953574,0.003389,[18 53] ; [ 7 20],[18.1122449 52.8877551] ; [ 6.8877551 20.1122449],0
p5,1,0.972147,0.001219,[ 5 67] ; [ 2 26],[ 5.04 66.96] ; [ 1.96 26.04],0
d2,1,0.992667,8.4e-05,[26 47] ; [10 18],[26.01980198 46.98019802] ; [ 9.98019802 18.01980198],0
