Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,0.0,33.25643,[64 64] ; [158 482],[37. 91.] ; [185. 455.],1
a4,1,0.554664,0.349028,[57 80] ; [291 365],[60.12105927 76.87894073] ; [287.87894073 368.12105927],0
n1,1,0.556408,0.345962,[12 27] ; [53 95],[13.55614973 25.44385027] ; [51.44385027 96.55614973],0
v4,1,0.605276,0.267111,[130   6] ; [618  36],[128.76962025   7.23037975] ; [619.23037975  34.76962025],0
p7,1,0.646061,0.210903,[84 50] ; [390 254],[81.64010283 52.35989717] ; [392.35989717 251.64010283],0
n2,1,0.648582,0.207692,[30  9] ; [110  40],[28.88888889 10.11111111] ; [111.11111111  38.88888889],0
n3,1,0.677061,0.173453,[30  9] ; [109  39],[28.98930481 10.01069519] ; [110.01069519  37.98930481],0
p4,1,0.705065,0.143256,[77 60] ; [356 298],[74.99494311 62.00505689] ; [358.00505689 295.99494311],0
u1,1,0.729393,0.11967,[ 25 112] ; [112 546],[ 23.60880503 113.39119497] ; [113.39119497 544.60880503],0
r4,1,0.7297,0.119388,[123  14] ; [597  61],[124.0754717  12.9245283] ; [595.9245283  62.0754717],0
n6,1,0.847103,0.037178,[112  24] ; [534 120],[111.21012658  24.78987342] ; [534.78987342 119.21012658],0
b5,1,0.853063,0.034303,[84 53] ; [409 249],[84.9572327 52.0427673] ; [408.0427673 249.9572327],0
d5,1,0.862206,0.030126,[109  27] ; [530 126],[109.72727273  26.27272727] ; [529.27272727 126.72727273],0
r2,1,0.892381,0.018304,[129   8] ; [613  36],[129.3307888   7.6692112] ; [612.6692112  36.3307888],0
s1,1,0.926493,0.008512,[  4 132] ; [ 20 627],[  4.16858238 131.83141762] ; [ 19.83141762 627.16858238],0
p8,1,0.987206,0.000257,[64 70] ; [309 339],[63.91560102 70.08439898] ; [309.08439898 338.91560102],0
