Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,2e-06,23.089903,[ 6 39] ; [62 50],[19.49044586 25.50955414] ; [48.50955414 63.49044586],1
n4,1,0.129402,2.29966,[31 14] ; [89 22],[34.61538462 10.38461538] ; [85.38461538 25.61538462],0
p6,1,0.13392,2.246469,[11 32] ; [43 69],[14.98064516 28.01935484] ; [39.01935484 72.98064516],0
s6,1,0.13766,2.203929,[27 18] ; [78 30],[30.88235294 14.11764706] ; [74.11764706 33.88235294],0
a8,1,0.161278,1.962198,[ 8 31] ; [12 93],[ 5.41666667 33.58333333] ; [14.58333333 90.41666667],0
r2,1,0.170676,1.876992,[41  4] ; [108   4],[42.70700637  2.29299363] ; [106.29299363   5.70700637],0
n1,1,0.199256,1.647821,[7 3] ; [12 14],[5.27777778 4.72222222] ; [13.72222222 12.27777778],0
b2,1,0.201732,1.629789,[ 9 20] ; [34 42],[11.87619048 17.12380952] ; [31.12380952 44.87619048],0
b3,1,0.201732,1.629789,[ 9 20] ; [34 42],[11.87619048 17.12380952] ; [31.12380952 44.87619048],0
s4,1,0.219561,1.507239,[ 7 38] ; [27 83],[ 9.87096774 35.12903226] ; [24.12903226 85.87096774],0
r3,1,0.317346,0.999852,[38  7] ; [100  11],[39.80769231  5.19230769] ; [98.19230769 12.80769231],0
d4,1,0.333655,0.93466,[32 13] ; [87 24],[34.32692308 10.67307692] ; [84.67307692 26.32692308],0
p2,1,0.362135,0.830477,[34 11] ; [91 20],[36.05769231  8.94230769] ; [88.94230769 22.05769231],0
u3,1,0.365258,0.819734,[17  7] ; [14 10],[15.5  8.5] ; [15.5  8.5],0
a7,1,0.369305,0.806002,[28 17] ; [78 34],[30.38216561 14.61783439] ; [75.61783439 36.38216561],0
n2,1,0.37456,0.78848,[9 1] ; [20  6],[8.05555556 1.94444444] ; [20.94444444  5.05555556],0
p7,1,0.431718,0.618198,[25 19] ; [70 40],[27.14285714 16.85714286] ; [67.85714286 42.14285714],0
s5,1,0.543715,0.368698,[15 27] ; [44 63],[16.63087248 25.36912752] ; [42.36912752 64.63087248],0
p5,1,0.557439,0.344158,[ 5 38] ; [17 94],[ 6.14285714 36.85714286] ; [15.85714286 95.14285714],0
v4,1,0.568117,0.325843,[41  4] ; [104   7],[41.82692308  3.17307692] ; [103.17307692   7.82692308],0
s1,1,0.574711,0.314863,[ 3 41] ; [  5 104],[ 2.30065359 41.69934641] ; [  5.69934641 103.30065359],0
p3,1,0.633774,0.226977,[20 25] ; [54 57],[21.34615385 23.65384615] ; [52.65384615 58.34615385],0
p10,1,0.658209,0.195707,[35 10] ; [89 21],[36.  9.] ; [88. 22.],0
a1,1,0.659885,0.193663,[ 2 43] ; [  7 105],[ 2.57961783 42.42038217] ; [  6.42038217 105.57961783],0
s2,1,0.664251,0.188401,[22 23] ; [58 52],[23.22580645 21.77419355] ; [56.77419355 53.22580645],0
p1,1,0.732454,0.116871,[ 4 41] ; [ 12 100],[ 4.58598726 40.41401274] ; [ 11.41401274 100.58598726],0
n3,1,0.73549,0.11413,[7 3] ; [16  9],[6.57142857 3.42857143] ; [16.42857143  8.57142857],0
b1,1,0.78202,0.076556,[21 24] ; [55 57],[21.78343949 23.21656051] ; [54.21656051 57.78343949],0
p9,1,0.81258,0.056216,[37  8] ; [93 18],[37.5  7.5] ; [92.5 18.5],0
v3,1,0.840401,0.040554,[13 31] ; [31 80],[12.49032258 31.50967742] ; [31.50967742 79.49032258],0
b5,1,0.851803,0.034901,[27 18] ; [69 43],[27.51592357 17.48407643] ; [68.48407643 43.51592357],0
p12,1,0.904899,0.014274,[ 3 42] ; [  8 103],[ 3.17307692 41.82692308] ; [  7.82692308 103.17307692],0
s7,1,0.958234,0.002743,[19 23] ; [48 57],[19.14285714 22.85714286] ; [47.85714286 57.14285714],0
s3,1,0.959007,0.002642,[25 19] ; [62 48],[24.85714286 19.14285714] ; [62.14285714 47.85714286],0
