Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n6,1,0.000183,14.001293,[ 4 13] ; [12  1],[9.06666667 7.93333333] ; [6.93333333 6.06666667],1
r4,1,0.576086,0.312605,[8 9] ; [8 6],[8.77419355 8.22580645] ; [7.22580645 6.77419355],0
n2,1,0.576999,0.311111,[5 4] ; [2 3],[4.5 4.5] ; [2.5 2.5],0
s3,1,0.623233,0.241349,[ 7 10] ; [7 7],[7.67741935 9.32258065] ; [6.32258065 7.67741935],0
a1,1,0.664901,0.187625,[ 2 15] ; [ 1 13],[ 1.64516129 15.35483871] ; [ 1.35483871 12.64516129],0
d5,1,0.690279,0.158784,[11  6] ; [10  4],[11.51612903  5.48387097] ; [9.48387097 4.51612903],0
b3,1,0.697161,0.151442,[3 6] ; [5 7],[3.42857143 5.57142857] ; [4.57142857 7.42857143],0
b2,1,0.697161,0.151442,[3 6] ; [5 7],[3.42857143 5.57142857] ; [4.57142857 7.42857143],0
u2,1,0.740144,0.11,[3 3] ; [2 3],[2.72727273 3.27272727] ; [2.27272727 2.72727273],0
d4,1,0.790848,0.070336,[14  3] ; [11  3],[13.70967742  3.29032258] ; [11.29032258  2.70967742],0
a3,1,0.795809,0.066964,[11  5] ; [9 5],[10.66666667  5.33333333] ; [9.33333333 4.66666667],0
v3,1,0.800093,0.064124,[ 3 14] ; [ 2 12],[ 2.74193548 14.25806452] ; [ 2.25806452 11.74193548],0
a8,1,0.822729,0.050192,[ 2 14] ; [ 2 11],[ 2.20689655 13.79310345] ; [ 1.79310345 11.20689655],0
s4,1,0.834941,0.043417,[ 2 15] ; [ 2 12],[ 2.19354839 14.80645161] ; [ 1.80645161 12.19354839],0
d2,1,0.87046,0.026593,[8 9] ; [7 7],[8.22580645 8.77419355] ; [6.77419355 7.22580645],0
n1,1,0.872081,0.025926,[4 5] ; [2 3],[3.85714286 5.14285714] ; [2.14285714 2.85714286],0
p1,1,0.886948,0.020212,[ 1 16] ; [ 1 13],[ 1.09677419 15.90322581] ; [ 0.90322581 13.09677419],0
b5,1,0.924813,0.008906,[ 7 10] ; [6 8],[7.12903226 9.87096774] ; [5.87096774 8.12903226],0
s2,1,0.959089,0.002631,[ 5 12] ; [ 4 10],[ 4.93548387 12.06451613] ; [4.06451613 9.93548387],0
d1,1,0.980588,0.000592,[ 6 11] ; [5 9],[ 6.03225806 10.96774194] ; [4.96774194 9.03225806],0
