Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.0,32.58427,[78  9] ; [11 18],[66.75 20.25] ; [22.25  6.75],1
a6,1,0.210339,1.569093,[57 31] ; [15 14],[54.15384615 33.84615385] ; [17.84615385 11.15384615],0
p3,1,0.232292,1.426771,[25 63] ; [ 5 24],[22.56410256 65.43589744] ; [ 7.43589744 21.56410256],0
a3,1,0.267507,1.229487,[61 28] ; [16 12],[58.57264957 30.42735043] ; [18.42735043  9.57264957],0
v1,1,0.273156,1.200828,[37 50] ; [ 9 20],[34.5 52.5] ; [11.5 17.5],0
a8,1,0.384598,0.755952,[11 72] ; [ 2 26],[ 9.72072072 73.27927928] ; [ 3.27927928 24.72072072],0
b4,1,0.395632,0.721561,[54 35] ; [15 14],[52.04237288 36.95762712] ; [16.95762712 12.04237288],0
n4,1,0.443399,0.587469,[48 41] ; [18 11],[49.77966102 39.22033898] ; [16.22033898 12.77966102],0
s1,1,0.499455,0.456094,[ 6 81] ; [ 1 28],[ 5.25 81.75] ; [ 1.75 27.25],0
p1,1,0.536506,0.382053,[ 6 82] ; [ 3 26],[ 6.76923077 81.23076923] ; [ 2.23076923 26.76923077],0
s5,1,0.563486,0.333703,[15 66] ; [ 4 25],[13.99090909 67.00909091] ; [ 5.00909091 23.99090909],0
a2,1,0.601945,0.272073,[16 73] ; [ 4 25],[15.08474576 73.91525424] ; [ 4.91525424 24.08474576],0
a4,1,0.677754,0.172666,[36 53] ; [13 16],[36.95762712 52.04237288] ; [12.04237288 16.95762712],0
n1,1,0.69217,0.156746,[13 25] ; [6 9],[13.62264151 24.37735849] ; [5.37735849 9.62264151],0
s4,1,0.696925,0.151691,[15 74] ; [ 4 25],[14.33050847 74.66949153] ; [ 4.66949153 24.33050847],0
d2,1,0.864875,0.028958,[38 50] ; [12 17],[37.60683761 50.39316239] ; [12.39316239 16.60683761],0
v3,1,0.949482,0.004014,[17 63] ; [ 6 23],[16.88073394 63.11926606] ; [ 6.11926606 22.88073394],0
