Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,47.489307,[113  28] ; [ 6 27],[96.43103448 44.56896552] ; [22.56896552 10.43103448],1
s1,1,0.382876,0.761447,[  7 130] ; [ 3 30],[  8.05882353 128.94117647] ; [ 1.94117647 31.05882353],0
b1,1,0.454891,0.558435,[71 70] ; [19 14],[72.93103448 68.06896552] ; [17.06896552 15.93103448],0
s5,1,0.561777,0.336637,[ 26 107] ; [ 5 28],[ 24.8373494 108.1626506] ; [ 6.1626506 26.8373494],0
a4,1,0.561937,0.336362,[48 93] ; [13 20],[49.43103448 91.56896552] ; [11.56896552 21.43103448],0
a8,1,0.569196,0.32403,[ 12 119] ; [ 4 28],[ 12.85889571 118.14110429] ; [ 3.14110429 28.85889571],0
n4,1,0.664616,0.187965,[71 70] ; [18 15],[72.12068966 68.87931034] ; [16.87931034 16.12068966],0
s4,1,0.795292,0.067311,[ 24 117] ; [ 5 28],[ 23.5 117.5] ; [ 5.5 27.5],0
b4,1,0.946662,0.004475,[76 65] ; [18 15],[76.17241379 64.82758621] ; [17.82758621 15.17241379],0
a2,1,0.970159,0.001399,[ 21 120] ; [ 5 28],[ 21.06896552 119.93103448] ; [ 4.93103448 28.06896552],0
n5,1,0.998183,5e-06,[59 80] ; [14 19],[58.99418605 80.00581395] ; [14.00581395 18.99418605],0
