Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d5,1,0.0,43.074281,[108  20] ; [ 9 24],[93.01863354 34.98136646] ; [23.98136646  9.01863354],1
n1,1,0.563386,0.333875,[ 8 33] ; [ 4 11],[ 8.78571429 32.21428571] ; [ 3.21428571 11.78571429],0
p5,1,0.565444,0.330366,[  7 121] ; [ 1 32],[  6.36024845 121.63975155] ; [ 1.63975155 31.36024845],0
u3,1,0.570275,0.322222,[19 21] ; [10  8],[20. 20.] ; [9. 9.],0
r4,1,0.577627,0.310086,[99 29] ; [24  9],[97.78881988 30.21118012] ; [25.21118012  7.78881988],0
s6,1,0.61805,0.248618,[44 82] ; [10 23],[42.79245283 83.20754717] ; [11.20754717 21.79245283],0
p6,1,0.656736,0.197512,[25 96] ; [ 8 25],[25.92857143 95.07142857] ; [ 7.07142857 25.92857143],0
a8,1,0.660993,0.192319,[  8 109] ; [ 3 30],[  8.58 108.42] ; [ 2.42 30.58],0
u2,1,0.663719,0.189037,[22 18] ; [11  7],[22.75862069 17.24137931] ; [10.24137931  7.75862069],0
s8,1,0.684202,0.165434,[ 23 104] ; [ 7 26],[ 23.8125 103.1875] ; [ 6.1875 26.8125],0
s3,1,0.69654,0.152097,[27 97] ; [ 8 24],[27.82051282 96.17948718] ; [ 7.17948718 24.82051282],0
p7,1,0.699645,0.148841,[65 63] ; [18 15],[65.98757764 62.01242236] ; [17.01242236 15.98757764],0
r2,1,0.735964,0.113706,[108  16] ; [28  5],[107.41401274  16.58598726] ; [28.58598726  4.41401274],0
r3,1,0.743283,0.107262,[115  13] ; [29  4],[114.48447205  13.51552795] ; [29.51552795  3.48447205],0
b2,1,0.771007,0.084715,[26 48] ; [ 6 13],[25.46236559 48.53763441] ; [ 6.53763441 12.46236559],0
b3,1,0.771007,0.084715,[26 48] ; [ 6 13],[25.46236559 48.53763441] ; [ 6.53763441 12.46236559],0
p3,1,0.787184,0.072883,[43 84] ; [12 21],[43.65625 83.34375] ; [11.34375 21.65625],0
a1,1,0.821258,0.051043,[  3 125] ; [ 1 32],[  3.18012422 124.81987578] ; [ 0.81987578 32.18012422],0
v3,1,0.849123,0.03619,[32 88] ; [ 8 24],[31.57894737 88.42105263] ; [ 8.42105263 23.57894737],0
n6,1,0.85136,0.035112,[76 52] ; [19 14],[75.52795031 52.47204969] ; [19.47204969 13.52795031],0
s4,1,0.855271,0.033269,[ 13 115] ; [ 3 30],[ 12.72049689 115.27950311] ; [ 3.27950311 29.72049689],0
p10,1,0.902643,0.014963,[69 58] ; [17 15],[68.6918239 58.3081761] ; [17.3081761 14.6918239],0
p11,1,0.954728,0.003223,[86 42] ; [22 11],[85.86335404 42.13664596] ; [22.13664596 10.86335404],0
v1,1,0.99788,7e-06,[43 82] ; [11 21],[42.99363057 82.00636943] ; [11.00636943 20.99363057],0
