Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,33.329393,[82 29] ; [ 3 22],[69.375 41.625] ; [15.625  9.375],1
a7,1,0.457433,0.552168,[71 40] ; [14 11],[69.375 41.625] ; [15.625  9.375],0
s7,1,0.461516,0.542217,[22 81] ; [ 3 18],[20.76612903 82.23387097] ; [ 4.23387097 16.76612903],0
p1,1,0.471105,0.519382,[  9 101] ; [ 1 24],[  8.14814815 101.85185185] ; [ 1.85185185 23.14814815],0
p4,1,0.493834,0.468162,[38 70] ; [ 7 18],[36.54135338 71.45864662] ; [ 8.45864662 16.54135338],0
p8,1,0.497668,0.459906,[34 72] ; [ 6 18],[32.61538462 73.38461538] ; [ 7.38461538 16.61538462],0
a2,1,0.530191,0.394026,[19 92] ; [ 3 22],[17.95588235 93.04411765] ; [ 4.04411765 20.95588235],0
a3,1,0.546246,0.364086,[72 39] ; [14 10],[70.71111111 40.28888889] ; [15.28888889  8.71111111],0
p6,1,0.613833,0.254631,[17 86] ; [ 5 19],[17.84251969 85.15748031] ; [ 4.15748031 19.84251969],0
b3,1,0.637504,0.222021,[14 40] ; [ 3 12],[13.30434783 40.69565217] ; [ 3.69565217 11.30434783],0
b2,1,0.637504,0.222021,[14 40] ; [ 3 12],[13.30434783 40.69565217] ; [ 3.69565217 11.30434783],0
n5,1,0.6575,0.196575,[47 62] ; [12 13],[47.99253731 61.00746269] ; [11.00746269 13.99253731],0
v1,1,0.658646,0.195172,[40 69] ; [ 8 17],[39.04477612 69.95522388] ; [ 8.95522388 16.04477612],0
n3,1,0.693023,0.155833,[25 12] ; [8 5],[24.42 12.58] ; [8.58 4.42],0
b4,1,0.726183,0.122646,[62 49] ; [13 12],[61.21323529 49.78676471] ; [13.78676471 11.21323529],0
p11,1,0.734483,0.115035,[53 58] ; [11 14],[52.23529412 58.76470588] ; [11.76470588 13.23529412],0
a4,1,0.736028,0.113649,[44 67] ; [ 9 16],[43.25735294 67.74264706] ; [ 9.74264706 15.25735294],0
s1,1,0.776188,0.080821,[  7 102] ; [ 2 23],[  7.32089552 101.67910448] ; [ 1.67910448 23.32089552],0
v2,1,0.779763,0.078192,[44 60] ; [ 9 14],[43.4015748 60.5984252] ; [ 9.5984252 13.4015748],0
u2,1,0.792669,0.069088,[23 16] ; [6 5],[22.62 16.38] ; [6.38 4.62],0
s5,1,0.858951,0.031581,[14 91] ; [ 3 22],[13.73076923 91.26923077] ; [ 3.26923077 21.73076923],0
n1,1,1.0,0.0,[15 24] ; [5 8],[15. 24.] ; [5. 8.],0
