Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,8.8e-05,15.375838,[74  2] ; [8 4],[70.81818182  5.18181818] ; [11.18181818  0.81818182],1
s3,1,0.528025,0.39819,[45 30] ; [9 4],[46.02272727 28.97727273] ; [7.97727273 5.02272727],0
n5,1,0.589817,0.29063,[67 10] ; [12  1],[67.58888889  9.41111111] ; [11.41111111  1.58888889],0
n3,1,0.605577,0.266667,[8 7] ; [2 3],[7.5 7.5] ; [2.5 2.5],0
p4,1,0.625985,0.237545,[68  9] ; [10  2],[67.48314607  9.51685393] ; [10.51685393  1.48314607],0
u3,1,0.633553,0.227273,[7 2] ; [4 2],[6.6 2.4] ; [4.4 1.6],0
s2,1,0.745143,0.105658,[44 31] ; [7 6],[43.46590909 31.53409091] ; [7.53409091 5.46590909],0
a7,1,0.751677,0.100127,[56 21] ; [10  3],[56.46666667 20.53333333] ; [9.53333333 3.46666667],0
r1,1,0.781738,0.076759,[61 15] ; [10  3],[60.62921348 15.37078652] ; [10.37078652  2.62921348],0
a4,1,0.831109,0.045488,[38 39] ; [6 7],[37.64444444 39.35555556] ; [6.35555556 6.64444444],0
s1,1,0.872663,0.025689,[ 5 72] ; [ 1 12],[ 5.13333333 71.86666667] ; [ 0.86666667 12.13333333],0
v4,1,0.892262,0.018345,[70  5] ; [12  1],[69.88636364  5.11363636] ; [12.11363636  0.88636364],0
b1,1,0.893326,0.017982,[34 43] ; [6 7],[34.22222222 42.77777778] ; [5.77777778 7.22222222],0
a8,1,0.949673,0.003984,[10 58] ; [ 2 11],[10.07407407 57.92592593] ; [ 1.92592593 11.07407407],0
d3,1,0.981147,0.000558,[59 18] ; [10  3],[59.03333333 17.96666667] ; [9.96666667 3.03333333],0
s8,1,0.983388,0.000434,[47 29] ; [8 5],[46.96629213 29.03370787] ; [8.03370787 4.96629213],0
u2,1,1.0,0.0,[6 3] ; [4 2],[6. 3.] ; [4. 2.],0
