Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d5,1,0.0,41.223781,[ 8 22] ; [84 13],[21.73228346  8.26771654] ; [70.26771654 26.73228346],1
p7,1,0.056385,3.64065,[21  9] ; [82 14],[24.52380952  5.47619048] ; [78.47619048 17.52380952],0
s6,1,0.061573,3.494501,[15 13] ; [68 26],[19.04918033  8.95081967] ; [63.95081967 30.04918033],0
s5,1,0.066974,3.355677,[ 8 21] ; [44 50],[12.2601626 16.7398374] ; [39.7398374 54.2601626],0
u3,1,0.080766,3.049412,[ 7 17] ; [12 10],[ 9.91304348 14.08695652] ; [ 9.08695652 12.91304348],0
p6,1,0.104119,2.641292,[11 19] ; [51 44],[14.88 15.12] ; [47.12 47.88],0
s2,1,0.10481,2.630777,[11 19] ; [52 45],[14.88188976 15.11811024] ; [48.11811024 48.88188976],0
u2,1,0.126671,2.332838,[11 13] ; [15  7],[13.56521739 10.43478261] ; [12.43478261  9.56521739],0
r3,1,0.127084,2.32777,[26  4] ; [92  5],[27.87401575  2.12598425] ; [90.12598425  6.87401575],0
v2,1,0.177495,1.81847,[12 16] ; [55 41],[15.12903226 12.87096774] ; [51.87096774 44.12903226],0
n6,1,0.191856,1.703306,[23  7] ; [84 13],[25.27559055  4.72440945] ; [81.72440945 15.27559055],0
p10,1,0.191856,1.703306,[23  7] ; [84 13],[25.27559055  4.72440945] ; [81.72440945 15.27559055],0
s1,1,0.20693,1.592778,[ 2 28] ; [ 2 95],[ 0.94488189 29.05511811] ; [ 3.05511811 93.94488189],0
a6,1,0.209935,1.571877,[14 16] ; [33 64],[11.1023622 18.8976378] ; [35.8976378 61.1023622],0
u1,1,0.217736,1.51923,[ 3 27] ; [ 4 93],[ 1.65354331 28.34645669] ; [ 5.34645669 91.65354331],0
p2,1,0.22345,1.482075,[24  6] ; [86 11],[25.98425197  4.01574803] ; [84.01574803 12.98425197],0
n3,1,0.237625,1.394628,[8 3] ; [8 8],[6.51851852 4.48148148] ; [9.48148148 6.51851852],0
n1,1,0.245699,1.347594,[4 7] ; [10  7],[5.5 5.5] ; [8.5 8.5],0
b5,1,0.248461,1.331939,[15 15] ; [37 60],[12.28346457 17.71653543] ; [39.71653543 57.28346457],0
r2,1,0.255759,1.291568,[24  5] ; [85  9],[25.69918699  3.30081301] ; [83.30081301 10.69918699],0
p12,1,0.34749,0.882601,[ 3 27] ; [ 5 91],[ 1.9047619 28.0952381] ; [ 6.0952381 89.9047619],0
p9,1,0.37591,0.784036,[24  6] ; [84 13],[25.51181102  4.48818898] ; [82.48818898 14.51181102],0
s3,1,0.439894,0.59656,[15 14] ; [58 39],[16.8015873 12.1984127] ; [56.1984127 40.8015873],0
a2,1,0.549663,0.357921,[ 1 29] ; [ 6 91],[ 1.65354331 28.34645669] ; [ 5.34645669 91.65354331],0
b4,1,0.555628,0.347331,[17 13] ; [49 48],[15.59055118 14.40944882] ; [50.40944882 46.59055118],0
n4,1,0.565262,0.330674,[23  7] ; [79 18],[24.09448819  5.90551181] ; [77.90551181 19.09448819],0
s4,1,0.567233,0.327335,[ 8 22] ; [21 76],[ 6.8503937 23.1496063] ; [22.1496063 74.8503937],0
n5,1,0.656783,0.197455,[23  7] ; [78 19],[23.85826772  6.14173228] ; [77.14173228 19.85826772],0
v4,1,0.71936,0.129106,[27  2] ; [92  5],[27.38888889  1.61111111] ; [91.61111111  5.38888889],0
b1,1,0.80496,0.060976,[15 15] ; [46 51],[14.40944882 15.59055118] ; [46.59055118 50.40944882],0
a8,1,0.831868,0.045074,[ 3 24] ; [12 83],[ 3.31967213 23.68032787] ; [11.68032787 83.31967213],0
p11,1,0.859922,0.031143,[24  6] ; [79 18],[24.33070866  5.66929134] ; [78.66929134 18.33070866],0
p5,1,0.913468,0.011808,[ 5 25] ; [17 80],[ 5.19685039 24.80314961] ; [16.80314961 80.19685039],0
n2,1,0.954001,0.003327,[7 4] ; [11  6],[7.07142857 3.92857143] ; [10.92857143  6.07142857],0
