Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,26.9695,[ 8 21] ; [53 11],[19.02150538  9.97849462] ; [41.97849462 22.02150538],1
r2,1,0.524506,0.405024,[26  1] ; [63  1],[26.40659341  0.59340659] ; [62.59340659  1.40659341],0
v2,1,0.52998,0.39443,[16 12] ; [31 31],[14.62222222 13.37777778] ; [32.37777778 29.62222222],0
n3,1,0.579997,0.30624,[11  3] ; [9 4],[10.37037037  3.62962963] ; [9.62962963 3.37037037],0
u1,1,0.580664,0.305163,[ 7 22] ; [19 45],[ 8.10752688 20.89247312] ; [17.89247312 46.10752688],0
u3,1,0.582493,0.302222,[4 1] ; [8 4],[3.52941176 1.47058824] ; [8.47058824 3.52941176],0
b3,1,0.7006,0.147849,[ 4 10] ; [13 25],[4.57692308 9.42307692] ; [12.42307692 25.57692308],0
b2,1,0.7006,0.147849,[ 4 10] ; [13 25],[4.57692308 9.42307692] ; [12.42307692 25.57692308],0
u2,1,0.70663,0.141667,[3 2] ; [6 6],[2.64705882 2.35294118] ; [6.35294118 5.64705882],0
a2,1,0.721241,0.127307,[ 8 21] ; [20 44],[ 8.7311828 20.2688172] ; [19.2688172 44.7311828],0
p5,1,0.765602,0.088883,[ 3 26] ; [ 8 56],[ 3.43010753 25.56989247] ; [ 7.56989247 56.43010753],0
n1,1,0.785351,0.074176,[5 9] ; [4 9],[4.66666667 9.33333333] ; [4.33333333 8.66666667],0
v3,1,0.824945,0.048925,[10 18] ; [21 42],[ 9.53846154 18.46153846] ; [21.46153846 41.53846154],0
a8,1,0.838398,0.041593,[ 1 25] ; [ 3 59],[ 1.18181818 24.81818182] ; [ 2.81818182 59.18181818],0
a3,1,0.861572,0.030406,[24  5] ; [52 12],[23.69892473  5.30107527] ; [52.30107527 11.69892473],0
s1,1,0.906408,0.013823,[ 2 27] ; [ 4 60],[ 1.87096774 27.12903226] ; [ 4.12903226 59.87096774],0
p1,1,0.931889,0.007305,[ 3 26] ; [ 7 57],[ 3.11827957 25.88172043] ; [ 6.88172043 57.11827957],0
a1,1,0.934855,0.006681,[ 1 28] ; [ 2 62],[ 0.93548387 28.06451613] ; [ 2.06451613 61.93548387],0
s5,1,0.935984,0.006451,[14 10] ; [35 26],[13.83529412 10.16470588] ; [35.16470588 25.83529412],0
b4,1,0.945348,0.004699,[17 12] ; [38 26],[17.15053763 11.84946237] ; [37.84946237 26.15053763],0
