Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,3e-06,21.701627,[28 19] ; [ 6 40],[17.1827957 29.8172043] ; [16.8172043 29.1827957],1
n4,1,0.220726,1.499642,[28 22] ; [32 15],[30.92783505 19.07216495] ; [29.07216495 17.92783505],0
a4,1,0.245841,1.346783,[16 34] ; [20 26],[18.75 31.25] ; [17.25 28.75],0
u1,1,0.27451,1.194073,[ 5 45] ; [ 2 45],[ 3.60824742 46.39175258] ; [ 3.39175258 43.60824742],0
b3,1,0.316093,1.005044,[ 8 17] ; [14 17],[ 9.82142857 15.17857143] ; [12.17857143 18.82142857],0
b2,1,0.316093,1.005044,[ 8 17] ; [14 17],[ 9.82142857 15.17857143] ; [12.17857143 18.82142857],0
a3,1,0.382339,0.763167,[33 16] ; [27 19],[30.94736842 18.05263158] ; [29.05263158 16.94736842],0
p3,1,0.396369,0.719314,[12 37] ; [ 8 38],[10.31578947 38.68421053] ; [ 9.68421053 36.31578947],0
n1,1,0.401429,0.704042,[ 6 17] ; [ 9 15],[ 7.34042553 15.65957447] ; [ 7.65957447 16.34042553],0
n2,1,0.463705,0.536937,[13 10] ; [11 13],[11.74468085 11.25531915] ; [12.25531915 11.74468085],0
a8,1,0.476861,0.506034,[ 4 46] ; [ 2 43],[ 3.15789474 46.84210526] ; [ 2.84210526 42.15789474],0
a6,1,0.478959,0.501233,[23 27] ; [25 22],[24.74226804 25.25773196] ; [23.25773196 23.74226804],0
v3,1,0.562084,0.336109,[12 38] ; [ 9 38],[10.82474227 39.17525773] ; [10.17525773 36.82474227],0
s1,1,0.595786,0.281399,[ 2 48] ; [ 3 44],[ 2.57731959 47.42268041] ; [ 2.42268041 44.57731959],0
u2,1,0.635256,0.225,[ 6 10] ; [ 6 14],[ 5.33333333 10.66666667] ; [ 6.66666667 13.33333333],0
a2,1,0.667663,0.184348,[ 5 45] ; [ 6 41],[ 5.67010309 44.32989691] ; [ 5.32989691 41.67010309],0
s5,1,0.681816,0.168089,[ 9 40] ; [ 7 39],[ 8.25263158 40.74736842] ; [ 7.74736842 38.25263158],0
d2,1,0.718582,0.129855,[21 29] ; [21 25],[21.875 28.125] ; [20.125 25.875],0
u3,1,0.794944,0.067546,[ 4 13] ; [ 4 16],[ 3.67567568 13.32432432] ; [ 4.32432432 15.67567568],0
p5,1,0.932103,0.007259,[ 2 48] ; [ 2 44],[ 2.08333333 47.91666667] ; [ 1.91666667 44.08333333],0
a5,1,0.936397,0.006368,[27 23] ; [25 22],[26.80412371 23.19587629] ; [25.19587629 21.80412371],0
r2,1,0.974383,0.001031,[27 20] ; [26 19],[27.07608696 19.92391304] ; [25.92391304 19.07608696],0
r1,1,0.98175,0.000523,[15 35] ; [14 33],[14.94845361 35.05154639] ; [14.05154639 32.94845361],0
