Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.000239,13.496796,[ 47 101] ; [17  7],[55.06976744 92.93023256] ; [ 8.93023256 15.06976744],1
u2,1,0.66669,0.185499,[32 20] ; [6 5],[31.36507937 20.63492063] ; [6.63492063 4.36507937],0
v1,1,0.667733,0.184265,[56 86] ; [11 14],[56.97005988 85.02994012] ; [10.02994012 14.97005988],0
r4,1,0.739385,0.110668,[128  20] ; [21  4],[127.46820809  20.53179191] ; [21.53179191  3.46820809],0
d3,1,0.757246,0.095543,[102  46] ; [18  7],[102.65895954  45.34104046] ; [17.34104046  7.65895954],0
p3,1,0.762065,0.09167,[58 90] ; [ 9 16],[57.31791908 90.68208092] ; [ 9.68208092 15.31791908],0
p12,1,0.764664,0.089617,[  8 139] ; [ 1 24],[  7.69186047 139.30813953] ; [ 1.30813953 23.69186047],0
v3,1,0.795171,0.067393,[ 36 105] ; [ 7 18],[ 36.52409639 104.47590361] ; [ 6.47590361 18.52409639],0
b4,1,0.810874,0.057264,[91 57] ; [16  9],[91.53757225 56.46242775] ; [15.46242775  9.53757225],0
b2,1,0.832328,0.044824,[29 56] ; [ 6 13],[28.60576923 56.39423077] ; [ 6.39423077 12.60576923],0
b3,1,0.832328,0.044824,[29 56] ; [ 6 13],[28.60576923 56.39423077] ; [ 6.39423077 12.60576923],0
p1,1,0.842314,0.039575,[ 10 135] ; [ 2 23],[ 10.23529412 134.76470588] ; [ 1.76470588 23.23529412],0
a6,1,0.860691,0.030798,[92 56] ; [16  9],[92.39306358 55.60693642] ; [15.60693642  9.39306358],0
a7,1,0.862988,0.029781,[109  39] ; [18  7],[108.64739884  39.35260116] ; [18.35260116  6.64739884],0
s8,1,0.881012,0.022406,[51 97] ; [ 9 16],[51.32947977 96.67052023] ; [ 8.67052023 16.32947977],0
r1,1,0.9006,0.015601,[110  37] ; [19  6],[110.25  36.75] ; [18.75  6.25],0
p7,1,0.928128,0.008136,[86 59] ; [14 10],[85.79881657 59.20118343] ; [14.20118343  9.79881657],0
a5,1,0.962708,0.002186,[94 54] ; [16  9],[94.10404624 53.89595376] ; [15.89595376  9.10404624],0
n6,1,0.965907,0.001827,[100  48] ; [17  8],[100.09248555  47.90751445] ; [16.90751445  8.09248555],0
a2,1,0.981679,0.000527,[ 18 130] ; [ 3 22],[ 17.96531792 130.03468208] ; [ 3.03468208 21.96531792],0
r3,1,0.989878,0.000161,[142   6] ; [24  1],[142.01156069   5.98843931] ; [23.98843931  1.01156069],0
p4,1,0.993972,5.7e-05,[65 83] ; [11 14],[65.01734104 82.98265896] ; [10.98265896 14.01734104],0
