Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,25.305426,[ 9 26] ; [25  3],[18.88888889 16.11111111] ; [15.11111111 12.88888889],1
a6,1,0.663094,0.189787,[21 16] ; [18 11],[21.86363636 15.13636364] ; [17.13636364 11.86363636],0
p8,1,0.663094,0.189787,[21 16] ; [18 11],[21.86363636 15.13636364] ; [17.13636364 11.86363636],0
s1,1,0.687311,0.162011,[ 2 34] ; [ 1 28],[ 1.66153846 34.33846154] ; [ 1.33846154 27.66153846],0
r3,1,0.695454,0.153244,[32  5] ; [26  3],[32.51515152  4.48484848] ; [25.48484848  3.51515152],0
p5,1,0.712548,0.135746,[ 4 33] ; [ 4 25],[ 4.48484848 32.51515152] ; [ 3.51515152 25.48484848],0
a7,1,0.714437,0.133885,[22 14] ; [19 10],[22.70769231 13.29230769] ; [18.29230769 10.70769231],0
b1,1,0.757547,0.095298,[18 19] ; [13 16],[17.37878788 19.62121212] ; [13.62121212 15.37878788],0
b2,1,0.789034,0.071591,[ 9 11] ; [ 9 13],[ 8.57142857 11.42857143] ; [ 9.42857143 12.57142857],0
b3,1,0.789034,0.071591,[ 9 11] ; [ 9 13],[ 8.57142857 11.42857143] ; [ 9.42857143 12.57142857],0
u2,1,0.806824,0.059792,[11  6] ; [6 4],[10.7037037  6.2962963] ; [6.2962963 3.7037037],0
a4,1,0.814714,0.054919,[13 24] ; [11 18],[13.45454545 23.54545455] ; [10.54545455 18.45454545],0
p2,1,0.860788,0.030755,[30  7] ; [24  5],[30.27272727  6.72727273] ; [23.72727273  5.27272727],0
u3,1,1.0,0.0,[8 8] ; [5 5],[8. 8.] ; [5. 5.],0
