Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,0.009863,6.659451,[10 57] ; [ 9 13],[14.30337079 52.69662921] ; [ 4.69662921 17.30337079],0
p1,1,0.625304,0.238482,[ 5 61] ; [ 1 21],[ 4.5 61.5] ; [ 1.5 20.5],0
r3,1,0.665579,0.186817,[35 31] ; [10 11],[34.13793103 31.86206897] ; [10.86206897 10.13793103],0
d3,1,0.682237,0.167619,[18 48] ; [ 7 15],[18.75 47.25] ; [ 6.25 15.75],0
u2,1,0.682243,0.167611,[16 22] ; [4 4],[16.52173913 21.47826087] ; [3.47826087 4.52173913],0
r2,1,0.696189,0.152467,[32 32] ; [ 9 11],[31.23809524 32.76190476] ; [ 9.76190476 10.23809524],0
n2,1,0.697078,0.151529,[17 10] ; [9 4],[17.55  9.45] ; [8.45 4.55],0
p2,1,0.699104,0.149406,[42 24] ; [15  7],[42.75 23.25] ; [14.25  7.75],0
n1,1,0.719958,0.128533,[12 15] ; [5 8],[11.475 15.525] ; [5.525 7.475],0
p12,1,0.734486,0.115033,[ 2 64] ; [ 1 21],[ 2.25 63.75] ; [ 0.75 21.25],0
b2,1,0.736429,0.11329,[13 26] ; [5 8],[13.5 25.5] ; [4.5 8.5],0
b3,1,0.736429,0.11329,[13 26] ; [5 8],[13.5 25.5] ; [4.5 8.5],0
a7,1,0.763099,0.09085,[28 39] ; [10 12],[28.60674157 38.39325843] ; [ 9.39325843 12.60674157],0
p6,1,0.784886,0.074506,[13 52] ; [ 5 17],[13.44827586 51.55172414] ; [ 4.55172414 17.44827586],0
v2,1,0.798973,0.06486,[17 49] ; [ 6 15],[17.44827586 48.55172414] ; [ 5.55172414 15.44827586],0
a1,1,0.854679,0.033544,[ 7 60] ; [ 2 20],[ 6.7752809 60.2247191] ; [ 2.2247191 19.7752809],0
n4,1,0.858672,0.031707,[38 29] ; [12 10],[37.64044944 29.35955056] ; [12.35955056  9.64044944],0
p4,1,0.861984,0.030224,[23 44] ; [ 8 14],[23.33707865 43.66292135] ; [ 7.66292135 14.33707865],0
s3,1,0.863855,0.029402,[23 42] ; [ 7 14],[22.6744186 42.3255814] ; [ 7.3255814 13.6744186],0
s6,1,0.936218,0.006404,[25 42] ; [ 8 14],[24.84269663 42.15730337] ; [ 8.15730337 13.84269663],0
v1,1,0.966116,0.001805,[21 44] ; [ 7 15],[20.91954023 44.08045977] ; [ 7.08045977 14.91954023],0
s2,1,0.970223,0.001393,[18 49] ; [ 6 16],[18.06741573 48.93258427] ; [ 5.93258427 16.06741573],0
s8,1,0.977056,0.000827,[12 55] ; [ 4 18],[12.04494382 54.95505618] ; [ 3.95505618 18.04494382],0
p5,1,0.989199,0.000183,[ 3 62] ; [ 1 21],[ 2.98850575 62.01149425] ; [ 1.01149425 20.98850575],0
