Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,38.64455,[88  9] ; [ 7 15],[77.43697479 19.56302521] ; [17.56302521  4.43697479],1
a1,1,0.064392,3.420476,[ 6 92] ; [ 4 18],[ 8.16666667 89.83333333] ; [ 1.83333333 20.16666667],0
s8,1,0.064471,3.418472,[27 70] ; [ 2 20],[23.63865546 73.36134454] ; [ 5.36134454 16.63865546],0
u2,1,0.065374,3.39551,[20 18] ; [2 8],[17.41666667 20.58333333] ; [4.58333333 5.41666667],0
v1,1,0.095718,2.775475,[41 57] ; [ 5 17],[37.56666667 60.43333333] ; [ 8.43333333 13.56666667],0
b5,1,0.141541,2.161129,[57 41] ; [ 9 13],[53.9 44.1] ; [12.1  9.9],0
s1,1,0.156099,2.011618,[ 5 91] ; [ 3 19],[ 6.50847458 89.49152542] ; [ 1.49152542 20.50847458],0
a2,1,0.183976,1.765209,[21 77] ; [ 2 20],[18.78333333 79.21666667] ; [ 4.21666667 17.78333333],0
s2,1,0.189339,1.722752,[36 60] ; [ 5 17],[33.3559322 62.6440678] ; [ 7.6440678 14.3559322],0
s5,1,0.202113,1.627037,[20 76] ; [ 2 20],[17.89830508 78.10169492] ; [ 4.10169492 17.89830508],0
b2,1,0.206221,1.59776,[19 43] ; [8 9],[21.18987342 40.81012658] ; [ 5.81012658 11.18987342],0
b3,1,0.206221,1.59776,[19 43] ; [8 9],[21.18987342 40.81012658] ; [ 5.81012658 11.18987342],0
s3,1,0.207315,1.590079,[47 50] ; [ 7 14],[44.38983051 52.61016949] ; [ 9.61016949 11.38983051],0
p3,1,0.231217,1.43336,[35 62] ; [ 5 17],[32.60504202 64.39495798] ; [ 7.39495798 14.60504202],0
p12,1,0.24695,1.340477,[ 1 96] ; [ 1 21],[ 1.6302521 95.3697479] ; [ 0.3697479 21.6302521],0
a6,1,0.249354,1.326917,[62 36] ; [11 11],[59.61666667 38.38333333] ; [13.38333333  8.61666667],0
a4,1,0.280589,1.164233,[40 57] ; [ 6 15],[37.81355932 59.18644068] ; [ 8.18644068 12.81355932],0
d5,1,0.354997,0.855513,[72 26] ; [14  8],[70.23333333 27.76666667] ; [15.76666667  6.23333333],0
d4,1,0.42799,0.628272,[70 27] ; [14  8],[68.47058824 28.52941176] ; [15.52941176  6.47058824],0
p1,1,0.539955,0.375624,[ 9 88] ; [ 3 19],[ 9.78151261 87.21848739] ; [ 2.21848739 19.78151261],0
a8,1,0.548661,0.359721,[ 8 78] ; [ 3 19],[ 8.75925926 77.24074074] ; [ 2.24074074 19.75925926],0
d3,1,0.563341,0.333952,[60 38] ; [12 10],[58.8 39.2] ; [13.2  8.8],0
n1,1,0.717448,0.130951,[12 13] ; [5 7],[11.48648649 13.51351351] ; [5.51351351 6.48648649],0
p5,1,0.775487,0.081342,[ 6 92] ; [ 1 21],[ 5.71666667 92.28333333] ; [ 1.28333333 20.71666667],0
b4,1,0.783342,0.075607,[61 37] ; [13  9],[60.43333333 37.56666667] ; [13.56666667  8.43333333],0
s4,1,0.788761,0.071781,[11 84] ; [ 3 19],[11.36752137 83.63247863] ; [ 2.63247863 19.36752137],0
a3,1,0.863087,0.029738,[58 40] ; [12  9],[57.64705882 40.35294118] ; [12.35294118  8.64705882],0
d2,1,0.876791,0.024037,[48 49] ; [10 11],[47.6779661 49.3220339] ; [10.3220339 10.6779661],0
n5,1,0.943292,0.00506,[72 26] ; [16  6],[71.86666667 26.13333333] ; [16.13333333  5.86666667],0
d1,1,0.968526,0.001557,[45 53] ; [10 12],[44.91666667 53.08333333] ; [10.08333333 11.91666667],0
b1,1,0.993617,6.4e-05,[58 40] ; [13  9],[57.98333333 40.01666667] ; [13.01666667  8.98333333],0
