Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.0,44.889557,[89  3] ; [13 16],[77.55371901 14.44628099] ; [24.44628099  4.55371901],1
d2,1,0.061515,3.496058,[41 49] ; [19 10],[45.37815126 44.62184874] ; [14.62184874 14.37815126],0
s3,1,0.074417,3.182803,[45 45] ; [ 9 20],[40.84033613 49.15966387] ; [13.15966387 15.84033613],0
p1,1,0.079955,3.065817,[ 6 86] ; [ 5 24],[ 8.36363636 83.63636364] ; [ 2.63636364 26.36363636],0
p3,1,0.083589,2.993706,[32 59] ; [ 5 23],[28.29411765 62.70588235] ; [ 8.70588235 19.29411765],0
v3,1,0.088049,2.909678,[36 50] ; [ 7 22],[32.15652174 53.84347826] ; [10.84347826 18.15652174],0
s7,1,0.100947,2.690513,[36 49] ; [ 7 21],[32.34513274 52.65486726] ; [10.65486726 17.34513274],0
p4,1,0.120415,2.411916,[29 61] ; [ 5 24],[25.71428571 64.28571429] ; [ 8.28571429 20.71428571],0
n5,1,0.122304,2.387562,[65 27] ; [16 13],[61.58677686 30.41322314] ; [19.41322314  9.58677686],0
u1,1,0.141621,2.160255,[21 71] ; [ 3 26],[18.24793388 73.75206612] ; [ 5.75206612 23.24793388],0
n4,1,0.184442,1.761465,[66 26] ; [17 12],[63.10743802 28.89256198] ; [19.89256198  9.10743802],0
b4,1,0.184508,1.760932,[54 38] ; [21  8],[57.02479339 34.97520661] ; [17.97520661 11.02479339],0
p6,1,0.194378,1.684118,[20 72] ; [ 3 25],[17.63333333 74.36666667] ; [ 5.36666667 22.63333333],0
v2,1,0.19799,1.657143,[48 39] ; [12 17],[45. 42.] ; [15. 14.],0
s4,1,0.235572,1.406897,[18 72] ; [ 3 26],[15.88235294 74.11764706] ; [ 5.11764706 23.88235294],0
d5,1,0.25579,1.291399,[65 25] ; [24  5],[67.31092437 22.68907563] ; [21.68907563  7.31092437],0
n1,1,0.272269,1.205278,[12 14] ; [ 5 12],[10.27906977 15.72093023] ; [ 6.72093023 10.27906977],0
p7,1,0.299738,1.075358,[32 58] ; [ 7 21],[29.74576271 60.25423729] ; [ 9.25423729 18.74576271],0
a3,1,0.368221,0.80966,[60 31] ; [21  7],[61.94117647 29.05882353] ; [19.05882353  8.94117647],0
a5,1,0.387966,0.745307,[62 30] ; [22  7],[63.8677686 28.1322314] ; [20.1322314  8.8677686],0
a4,1,0.403251,0.698612,[39 52] ; [15 14],[40.95 50.05] ; [13.05 15.95],0
b5,1,0.522323,0.409305,[63 29] ; [18 11],[61.58677686 30.41322314] ; [19.41322314  9.58677686],0
a6,1,0.54338,0.36931,[63 27] ; [22  7],[64.28571429 25.71428571] ; [20.71428571  8.28571429],0
n2,1,0.598469,0.277311,[18  9] ; [10  7],[17.18181818  9.81818182] ; [10.81818182  6.18181818],0
p8,1,0.618171,0.248447,[24 68] ; [ 6 22],[23. 69.] ; [ 7. 21.],0
p5,1,0.626074,0.237422,[ 7 83] ; [ 3 25],[ 7.62711864 82.37288136] ; [ 2.37288136 25.62711864],0
u2,1,0.631391,0.230179,[19 13] ; [4 4],[18.4 13.6] ; [4.6 3.4],0
d3,1,0.650148,0.205713,[63 27] ; [19 10],[62.01680672 27.98319328] ; [19.98319328  9.01680672],0
a8,1,0.725459,0.123322,[10 75] ; [ 4 24],[10.53097345 74.46902655] ; [ 3.46902655 24.53097345],0
b3,1,0.924071,0.009083,[19 39] ; [ 6 13],[18.83116883 39.16883117] ; [ 6.16883117 12.83116883],0
b2,1,0.924071,0.009083,[19 39] ; [ 6 13],[18.83116883 39.16883117] ; [ 6.16883117 12.83116883],0
d4,1,0.935845,0.006479,[72 18] ; [23  6],[71.8487395 18.1512605] ; [23.1512605  5.8487395],0
a2,1,0.965327,0.00189,[25 67] ; [ 8 21],[25.09090909 66.90909091] ; [ 7.90909091 21.09090909],0
b1,1,0.980228,0.000614,[41 51] ; [13 16],[41.05785124 50.94214876] ; [12.94214876 16.05785124],0
d1,1,0.994296,5.1e-05,[54 38] ; [17 12],[53.98347107 38.01652893] ; [17.01652893 11.98347107],0
