Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v1,1,0.000793,11.258629,[34  6] ; [12 14],[27.87878788 12.12121212] ; [18.12121212  7.87878788],1
s4,1,0.346715,0.885445,[ 4 36] ; [ 5 23],[ 5.29411765 34.70588235] ; [ 3.70588235 24.29411765],0
n5,1,0.374258,0.789478,[38  2] ; [25  3],[37.05882353  2.94117647] ; [25.94117647  2.05882353],0
n3,1,0.387094,0.748052,[3 4] ; [7 4],[3.88888889 3.11111111] ; [6.11111111 4.88888889],0
a5,1,0.412172,0.672527,[32  8] ; [20  8],[30.58823529  9.41176471] ; [21.41176471  6.58823529],0
a1,1,0.436817,0.604631,[ 7 33] ; [ 3 25],[ 5.88235294 34.11764706] ; [ 4.11764706 23.88235294],0
p2,1,0.474327,0.511877,[35  5] ; [26  2],[35.88235294  4.11764706] ; [25.11764706  2.88235294],0
a8,1,0.482369,0.493502,[ 4 34] ; [ 4 20],[ 4.90322581 33.09677419] ; [ 3.09677419 20.90322581],0
s3,1,0.48381,0.490264,[32  7] ; [21  7],[30.85074627  8.14925373] ; [22.14925373  5.85074627],0
s8,1,0.48381,0.490264,[32  7] ; [21  7],[30.85074627  8.14925373] ; [22.14925373  5.85074627],0
a3,1,0.493739,0.468367,[34  6] ; [22  6],[32.94117647  7.05882353] ; [23.05882353  4.94117647],0
d2,1,0.495913,0.463671,[19 20] ; [16 12],[20.37313433 18.62686567] ; [14.62686567 13.37313433],0
u4,1,0.498021,0.459152,[ 3 37] ; [ 1 27],[ 2.35294118 37.64705882] ; [ 1.64705882 26.35294118],0
p9,1,0.498021,0.459152,[37  3] ; [27  1],[37.64705882  2.35294118] ; [26.35294118  1.64705882],0
b5,1,0.511714,0.43056,[14 26] ; [12 16],[15.29411765 24.70588235] ; [10.70588235 17.29411765],0
d4,1,0.568253,0.325614,[34  5] ; [23  5],[33.17910448  5.82089552] ; [23.82089552  4.17910448],0
s1,1,0.589307,0.291429,[ 4 36] ; [ 4 24],[ 4.70588235 35.29411765] ; [ 3.29411765 24.70588235],0
n4,1,0.711678,0.136607,[38  2] ; [26  2],[37.64705882  2.35294118] ; [26.35294118  1.64705882],0
s6,1,0.715456,0.132888,[36  4] ; [25  2],[36.41791045  3.58208955] ; [24.58208955  2.41791045],0
p1,1,0.730022,0.119091,[13 27] ; [ 8 20],[12.35294118 27.64705882] ; [ 8.64705882 19.35294118],0
b4,1,0.748132,0.103108,[23 17] ; [15 13],[22.35294118 17.64705882] ; [15.64705882 12.35294118],0
a2,1,0.752844,0.099157,[ 6 34] ; [ 5 23],[ 6.47058824 33.52941176] ; [ 4.52941176 23.47058824],0
d3,1,0.789549,0.071233,[29 10] ; [20  8],[28.52238806 10.47761194] ; [20.47761194  7.52238806],0
v4,1,0.796901,0.066234,[39  1] ; [27  1],[38.82352941  1.17647059] ; [27.17647059  0.82352941],0
r2,1,0.801309,0.063329,[38  2] ; [26  1],[38.20895522  1.79104478] ; [25.79104478  1.20895522],0
a6,1,0.880832,0.022474,[23 16] ; [16 12],[22.70149254 16.29850746] ; [16.29850746 11.70149254],0
b2,1,0.907861,0.013395,[15 16] ; [11 11],[15.20754717 15.79245283] ; [10.79245283 11.20754717],0
b3,1,0.907861,0.013395,[15 16] ; [11 11],[15.20754717 15.79245283] ; [10.79245283 11.20754717],0
n1,1,0.913906,0.011688,[4 3] ; [6 5],[3.88888889 3.11111111] ; [6.11111111 4.88888889],0
r3,1,0.955714,0.003084,[37  3] ; [26  2],[37.05882353  2.94117647] ; [25.94117647  2.05882353],0
u1,1,0.969671,0.001446,[ 7 33] ; [ 5 23],[ 7.05882353 32.94117647] ; [ 4.94117647 23.05882353],0
