Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.000792,11.259144,[31 12] ; [ 8 18],[24.30434783 18.69565217] ; [14.69565217 11.30434783],1
r2,1,0.744383,0.106312,[23 17] ; [16 10],[23.63636364 16.36363636] ; [15.36363636 10.63636364],0
b1,1,0.764469,0.089771,[28 15] ; [16 10],[27.42028986 15.57971014] ; [16.57971014  9.42028986],0
u2,1,0.793475,0.06854,[ 5 12] ; [3 9],[ 4.68965517 12.31034483] ; [3.31034483 8.68965517],0
s8,1,0.818091,0.052901,[ 4 39] ; [ 2 24],[ 3.73913043 39.26086957] ; [ 2.26086957 23.73913043],0
a6,1,0.828808,0.046756,[21 22] ; [12 14],[20.56521739 22.43478261] ; [12.43478261 13.56521739],0
a5,1,0.828808,0.046756,[21 22] ; [12 14],[20.56521739 22.43478261] ; [12.43478261 13.56521739],0
r1,1,0.860556,0.030859,[14 29] ; [ 9 17],[14.33333333 28.66666667] ; [ 8.66666667 17.33333333],0
a8,1,0.868063,0.027596,[ 2 39] ; [ 1 24],[ 1.86363636 39.13636364] ; [ 1.13636364 23.86363636],0
u1,1,0.873751,0.025248,[ 2 41] ; [ 1 25],[ 1.86956522 41.13043478] ; [ 1.13043478 24.86956522],0
d2,1,0.881451,0.02224,[17 25] ; [11 15],[17.29411765 24.70588235] ; [10.70588235 15.29411765],0
b4,1,0.92541,0.008765,[21 22] ; [13 13],[21.1884058 21.8115942] ; [12.8115942 13.1884058],0
s1,1,0.991027,0.000126,[ 5 38] ; [ 3 23],[ 4.98550725 38.01449275] ; [ 3.01449275 22.98550725],0
a2,1,0.991027,0.000126,[ 5 38] ; [ 3 23],[ 4.98550725 38.01449275] ; [ 3.01449275 22.98550725],0
