Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,1e-06,25.001388,[83  3] ; [26 15],[73.81102362 12.18897638] ; [35.18897638  5.81102362],1
d1,1,0.212287,1.555764,[35 51] ; [12 29],[31.82677165 54.17322835] ; [15.17322835 25.82677165],0
p8,1,0.234314,1.414478,[53 32] ; [21 20],[49.92063492 35.07936508] ; [24.07936508 16.92063492],0
n6,1,0.268961,1.222037,[73 12] ; [32  9],[70.83333333 14.16666667] ; [34.16666667  6.83333333],0
p6,1,0.302426,1.063464,[41 43] ; [16 25],[38.304 45.696] ; [18.696 22.304],0
p9,1,0.304846,1.052876,[69 16] ; [30 11],[66.78571429 18.21428571] ; [32.21428571  8.78571429],0
s8,1,0.340012,0.910388,[37 49] ; [14 27],[34.53543307 51.46456693] ; [16.46456693 24.53543307],0
s1,1,0.388303,0.744251,[ 5 79] ; [ 1 40],[ 4.032 79.968] ; [ 1.968 39.032],0
b2,1,0.470711,0.520306,[ 9 37] ; [ 7 19],[10.22222222 35.77777778] ; [ 5.77777778 20.22222222],0
b3,1,0.470711,0.520306,[ 9 37] ; [ 7 19],[10.22222222 35.77777778] ; [ 5.77777778 20.22222222],0
d4,1,0.472786,0.515458,[62 24] ; [27 14],[60.26771654 25.73228346] ; [28.73228346 12.26771654],0
n3,1,0.48338,0.491228,[10  6] ; [9 3],[10.85714286  5.14285714] ; [8.14285714 3.85714286],0
a7,1,0.502282,0.450111,[55 30] ; [24 17],[53.29365079 31.70634921] ; [25.70634921 15.29365079],0
a3,1,0.554366,0.349553,[40 45] ; [17 24],[38.45238095 46.54761905] ; [18.54761905 22.45238095],0
d2,1,0.556847,0.345193,[19 67] ; [11 30],[20.31496063 65.68503937] ; [ 9.68503937 31.31496063],0
a8,1,0.557462,0.344118,[ 9 69] ; [ 6 33],[10. 68.] ; [ 5. 34.],0
p11,1,0.560103,0.339525,[65 21] ; [29 12],[63.65354331 22.34645669] ; [30.34645669 10.65354331],0
u2,1,0.577799,0.309806,[25 20] ; [15  9],[26.08695652 18.91304348] ; [13.91304348 10.08695652],0
p7,1,0.649676,0.206309,[58 25] ; [27 14],[56.89516129 26.10483871] ; [28.10483871 12.89516129],0
v1,1,0.657343,0.196768,[44 39] ; [20 21],[42.83870968 40.16129032] ; [21.16129032 19.83870968],0
n2,1,0.706197,0.142105,[11  4] ; [8 4],[10.55555556  4.44444444] ; [8.44444444 3.55555556],0
v2,1,0.731551,0.117692,[38 45] ; [17 23],[37.11382114 45.88617886] ; [17.88617886 22.11382114],0
a4,1,0.739611,0.110469,[19 67] ; [ 8 33],[18.28346457 67.71653543] ; [ 8.71653543 32.28346457],0
p12,1,0.744424,0.106276,[ 5 81] ; [ 3 38],[ 5.41732283 80.58267717] ; [ 2.58267717 38.41732283],0
b5,1,0.749527,0.101929,[52 34] ; [26 15],[52.81889764 33.18110236] ; [25.18110236 15.81889764],0
p2,1,0.775439,0.081378,[75 11] ; [35  6],[74.48818898 11.51181102] ; [35.51181102  5.48818898],0
s4,1,0.822602,0.050265,[15 69] ; [ 8 33],[15.456 68.544] ; [ 7.544 33.456],0
b4,1,0.867959,0.027639,[49 37] ; [24 17],[49.43307087 36.56692913] ; [23.56692913 17.43307087],0
p5,1,0.924111,0.009074,[17 67] ; [ 8 33],[16.8 67.2] ; [ 8.2 32.8],0
a1,1,0.968604,0.001549,[ 2 84] ; [ 1 40],[ 2.03149606 83.96850394] ; [ 0.96850394 40.03149606],0
