Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,3e-06,22.031386,[40 44] ; [ 22 104],[24.8 59.2] ; [37.2 88.8],1
p12,1,0.579593,0.306893,[ 4 82] ; [  4 122],[ 3.24528302 82.75471698] ; [  4.75471698 121.24528302],0
p1,1,0.639109,0.21991,[ 6 81] ; [ 11 116],[ 6.91121495 80.08878505] ; [ 10.08878505 116.91121495],0
n4,1,0.651533,0.203973,[57 30] ; [80 48],[55.4372093 31.5627907] ; [81.5627907 46.4372093],0
a6,1,0.693267,0.155571,[56 31] ; [79 49],[54.62790698 32.37209302] ; [80.37209302 47.62790698],0
s5,1,0.699605,0.148883,[17 63] ; [ 24 102],[15.9223301 64.0776699] ; [ 25.0776699 100.9223301],0
b3,1,0.720489,0.128024,[19 28] ; [26 44],[18.07692308 28.92307692] ; [26.92307692 43.07692308],0
b2,1,0.720489,0.128024,[19 28] ; [26 44],[18.07692308 28.92307692] ; [26.92307692 43.07692308],0
p3,1,0.775692,0.081189,[ 9 77] ; [ 15 113],[ 9.64485981 76.35514019] ; [ 14.35514019 113.64485981],0
u4,1,0.782536,0.076185,[ 1 86] ; [  1 127],[ 0.80930233 86.19069767] ; [  1.19069767 126.80930233],0
p8,1,0.790264,0.070739,[16 70] ; [ 22 106],[15.27102804 70.72897196] ; [ 22.72897196 105.27102804],0
s4,1,0.849514,0.036001,[15 72] ; [ 23 103],[15.52112676 71.47887324] ; [ 22.47887324 103.52112676],0
b4,1,0.948956,0.004098,[54 33] ; [80 48],[54.22325581 32.77674419] ; [79.77674419 48.22325581],0
a1,1,0.969646,0.001448,[ 6 81] ; [  9 119],[ 6.06976744 80.93023256] ; [  8.93023256 119.06976744],0
a2,1,0.991804,0.000106,[15 72] ; [ 22 106],[14.97209302 72.02790698] ; [ 22.02790698 105.97209302],0
