Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.000269,13.271882,[73  8] ; [25 15],[65.60330579 15.39669421] ; [32.39669421  7.60330579],1
b4,1,0.274061,1.196307,[47 34] ; [19 21],[44.18181818 36.81818182] ; [21.81818182 18.18181818],0
p6,1,0.299738,1.075358,[21 58] ; [ 7 32],[18.74576271 60.25423729] ; [ 9.25423729 29.74576271],0
p2,1,0.390418,0.737639,[55 26] ; [24 16],[52.88429752 28.11570248] ; [26.11570248 13.88429752],0
d3,1,0.390418,0.737639,[26 55] ; [16 24],[28.11570248 52.88429752] ; [13.88429752 26.11570248],0
b1,1,0.403531,0.69778,[34 47] ; [20 20],[36.14876033 44.85123967] ; [17.85123967 22.14876033],0
s2,1,0.423711,0.64,[32 48] ; [13 27],[30. 50.] ; [15. 25.],0
n2,1,0.475407,0.509381,[18  6] ; [11  6],[16.97560976  7.02439024] ; [12.02439024  4.97560976],0
a6,1,0.560885,0.338173,[41 40] ; [18 22],[39.49586777 41.50413223] ; [19.50413223 20.49586777],0
b3,1,0.571608,0.32,[18 27] ; [ 9 18],[16.875 28.125] ; [10.125 16.875],0
b2,1,0.571608,0.32,[18 27] ; [ 9 18],[16.875 28.125] ; [10.125 16.875],0
v1,1,0.598814,0.276788,[22 57] ; [13 27],[23.23529412 55.76470588] ; [11.76470588 28.23529412],0
s1,1,0.640429,0.218182,[ 6 74] ; [ 4 36],[ 6.66666667 73.33333333] ; [ 3.33333333 36.66666667],0
r1,1,0.654196,0.200651,[44 37] ; [20 20],[42.84297521 38.15702479] ; [21.15702479 18.84297521],0
a8,1,0.67689,0.173648,[ 8 68] ; [ 5 33],[ 8.66666667 67.33333333] ; [ 4.33333333 33.66666667],0
n1,1,0.679665,0.170503,[ 8 15] ; [ 7 10],[ 8.625 14.375] ; [ 6.375 10.625],0
d2,1,0.733229,0.116167,[18 63] ; [10 30],[18.74380165 62.25619835] ; [ 9.25619835 30.74380165],0
d1,1,0.736102,0.113582,[ 3 78] ; [ 2 38],[ 3.34710744 77.65289256] ; [ 1.65289256 38.34710744],0
d4,1,0.7492,0.102205,[38 43] ; [20 20],[38.82644628 42.17355372] ; [19.17355372 20.82644628],0
s4,1,0.766357,0.088294,[16 65] ; [ 7 33],[15.39669421 65.60330579] ; [ 7.60330579 32.39669421],0
v3,1,0.793716,0.068376,[14 67] ; [ 6 33],[13.5 67.5] ; [ 6.5 32.5],0
u3,1,0.80199,0.062887,[19 26] ; [10 12],[19.47761194 25.52238806] ; [ 9.52238806 12.47761194],0
p3,1,0.807971,0.059071,[24 57] ; [11 29],[23.42975207 57.57024793] ; [11.57024793 28.42975207],0
n3,1,0.817941,0.052989,[15  8] ; [11  5],[15.33333333  7.66666667] ; [10.66666667  5.33333333],0
a3,1,0.849267,0.03612,[35 44] ; [18 21],[35.48305085 43.51694915] ; [17.51694915 21.48305085],0
a2,1,0.985431,0.000333,[ 6 75] ; [ 3 37],[ 6.02479339 74.97520661] ; [ 2.97520661 37.02479339],0
u1,1,0.991805,0.000105,[ 2 79] ; [ 1 39],[ 2.00826446 78.99173554] ; [ 0.99173554 39.00826446],0
p7,1,0.991863,0.000104,[39 41] ; [18 19],[38.97435897 41.02564103] ; [18.02564103 18.97435897],0
