Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.001275,10.378556,[18 11] ; [99 14],[23.8943662  5.1056338] ; [93.1056338 19.8943662],0
a1,1,0.172114,1.864432,[ 4 25] ; [  7 106],[ 2.24647887 26.75352113] ; [  8.75352113 104.24647887],0
r1,1,0.219442,1.508014,[20  9] ; [90 23],[22.46478873  6.53521127] ; [87.53521127 25.46478873],0
s8,1,0.220881,1.498642,[12 16] ; [63 50],[14.89361702 13.10638298] ; [60.10638298 52.89361702],0
a6,1,0.224216,1.477185,[ 8 21] ; [45 68],[10.82394366 18.17605634] ; [42.17605634 70.82394366],0
n1,1,0.230139,1.44,[7 8] ; [14  7],[8.75 6.25] ; [12.25  8.75],0
n5,1,0.251379,1.315626,[20  8] ; [91 21],[22.2  5.8] ; [88.8 23.2],0
r2,1,0.266052,1.236989,[25  4] ; [102   8],[26.49640288  2.50359712] ; [100.50359712   9.49640288],0
v3,1,0.271897,1.20715,[11 17] ; [56 54],[13.5942029 14.4057971] ; [53.4057971 56.5942029],0
s5,1,0.290707,1.116343,[ 9 18] ; [49 61],[11.43065693 15.56934307] ; [46.56934307 63.43065693],0
v2,1,0.340224,0.909587,[16 13] ; [70 38],[18.20437956 10.79562044] ; [67.79562044 40.20437956],0
n2,1,0.354777,0.856298,[11  4] ; [18  3],[12.08333333  2.91666667] ; [16.91666667  4.08333333],0
a8,1,0.358966,0.841508,[ 2 27] ; [14 93],[ 3.41176471 25.58823529] ; [12.58823529 94.41176471],0
b5,1,0.38369,0.758845,[17 12] ; [56 57],[14.9084507 14.0915493] ; [58.0915493 54.9084507],0
u2,1,0.387556,0.746596,[4 7] ; [12 11],[5.17647059 5.82352941] ; [10.82352941 12.17647059],0
p1,1,0.46821,0.526198,[ 1 28] ; [  8 104],[ 1.85106383 27.14893617] ; [  7.14893617 104.85106383],0
s3,1,0.505468,0.443436,[16 13] ; [70 43],[17.56338028 11.43661972] ; [68.43661972 44.56338028],0
a4,1,0.55168,0.354315,[15 14] ; [51 61],[13.57446809 15.42553191] ; [52.42553191 59.57446809],0
n3,1,0.558185,0.342857,[12  3] ; [15  6],[11.25  3.75] ; [15.75  5.25],0
p5,1,0.599384,0.275925,[ 3 25] ; [16 94],[ 3.85507246 24.14492754] ; [15.14492754 94.85507246],0
s4,1,0.616589,0.250691,[ 4 25] ; [20 93],[ 4.90140845 24.09859155] ; [19.09859155 93.90140845],0
s7,1,0.648166,0.208221,[13 13] ; [61 50],[14.04379562 11.95620438] ; [59.95620438 51.04379562],0
d1,1,0.64938,0.206682,[13 16] ; [56 57],[14.0915493 14.9084507] ; [54.9084507 58.0915493],0
p12,1,0.678595,0.171711,[ 1 27] ; [  6 103],[ 1.43065693 26.56934307] ; [  5.56934307 103.43065693],0
u1,1,0.679558,0.170624,[ 1 28] ; [  6 107],[ 1.42957746 27.57042254] ; [  5.57042254 107.42957746],0
d3,1,0.697347,0.151246,[14 15] ; [50 63],[13.07042254 15.92957746] ; [50.92957746 62.07042254],0
d2,1,0.70516,0.143159,[15 14] ; [54 59],[14.0915493 14.9084507] ; [54.9084507 58.0915493],0
d4,1,0.769577,0.085807,[24  5] ; [90 22],[23.44680851  5.55319149] ; [90.55319149 21.44680851],0
a2,1,0.8033,0.06204,[ 3 26] ; [ 10 103],[ 2.65492958 26.34507042] ; [ 10.34507042 102.65492958],0
s6,1,0.831069,0.04551,[17  9] ; [75 36],[17.45985401  8.54014599] ; [74.54014599 36.45985401],0
u3,1,0.91354,0.011788,[6 5] ; [13 10],[6.14705882 4.85294118] ; [12.85294118 10.14705882],0
b4,1,0.976496,0.000868,[16 13] ; [62 51],[15.92957746 13.07042254] ; [62.07042254 50.92957746],0
