Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,28.926282,[42  6] ; [ 7 20],[31.36 16.64] ; [17.64  9.36],1
p1,1,0.573698,0.316533,[ 5 43] ; [ 4 23],[ 5.76 42.24] ; [ 3.24 23.76],0
r3,1,0.573698,0.316533,[43  5] ; [23  4],[42.24  5.76] ; [23.76  3.24],0
b4,1,0.58728,0.294613,[28 20] ; [14 13],[26.88 21.12] ; [15.12 11.88],0
v3,1,0.605562,0.266688,[17 30] ; [11 15],[18.02739726 28.97260274] ; [ 9.97260274 16.02739726],0
s1,1,0.637593,0.221904,[ 3 45] ; [ 1 26],[ 2.56 45.44] ; [ 1.44 25.56],0
a4,1,0.746311,0.104657,[16 32] ; [10 17],[16.64 31.36] ; [ 9.36 17.64],0
a2,1,0.777124,0.080128,[ 6 42] ; [ 4 23],[ 6.4 41.6] ; [ 3.6 23.4],0
a7,1,0.80033,0.063969,[27 21] ; [16 11],[27.52 20.48] ; [15.48 11.52],0
p11,1,0.809894,0.05787,[38 10] ; [22  5],[38.4  9.6] ; [21.6  5.4],0
n1,1,0.836687,0.042491,[8 7] ; [8 6],[8.27586207 6.72413793] ; [7.72413793 6.27586207],0
n2,1,0.854813,0.033482,[13  3] ; [11  3],[12.8  3.2] ; [11.2  2.8],0
u1,1,0.887178,0.020129,[ 4 44] ; [ 2 25],[ 3.84 44.16] ; [ 2.16 24.84],0
d3,1,0.907671,0.013451,[26 22] ; [15 12],[26.24 21.76] ; [14.76 12.24],0
d2,1,0.921766,0.009645,[19 29] ; [11 16],[19.2 28.8] ; [10.8 16.2],0
d5,1,0.92948,0.007832,[36 12] ; [20  7],[35.84 12.16] ; [20.16  6.84],0
a8,1,0.930872,0.007525,[ 5 41] ; [ 3 23],[ 5.11111111 40.88888889] ; [ 2.88888889 23.11111111],0
v1,1,0.94316,0.005084,[22 23] ; [12 13],[21.85714286 23.14285714] ; [12.14285714 12.85714286],0
d4,1,0.94503,0.004754,[37 11] ; [21  6],[37.12 10.88] ; [20.88  6.12],0
p3,1,0.953625,0.003382,[27 21] ; [15 12],[26.88 21.12] ; [15.12 11.88],0
n4,1,0.966284,0.001787,[34 14] ; [19  8],[33.92 14.08] ; [19.08  7.92],0
a3,1,0.966284,0.001787,[34 14] ; [19  8],[33.92 14.08] ; [19.08  7.92],0
