Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,6e-06,20.54519,[16 40] ; [22  5],[25.63855422 30.36144578] ; [12.36144578 14.63855422],1
r3,1,0.176989,1.822731,[48 11] ; [25  2],[50.08139535  8.91860465] ; [22.91860465  4.08139535],0
d2,1,0.198373,1.65431,[24 35] ; [15 12],[26.75581395 32.24418605] ; [12.24418605 14.75581395],0
p7,1,0.212339,1.55541,[32 25] ; [19  8],[34.60714286 22.39285714] ; [16.39285714 10.60714286],0
n6,1,0.238359,1.390273,[36 23] ; [20  7],[38.41860465 20.58139535] ; [17.58139535  9.41860465],0
a7,1,0.259393,1.271994,[34 25] ; [19  8],[36.36046512 22.63953488] ; [16.63953488 10.36046512],0
p4,1,0.291011,1.114939,[23 35] ; [14 13],[25.24705882 32.75294118] ; [11.75294118 15.24705882],0
a1,1,0.308629,1.036535,[ 3 56] ; [ 3 24],[ 4.11627907 54.88372093] ; [ 1.88372093 25.11627907],0
b5,1,0.309569,1.032515,[31 28] ; [11 16],[28.81395349 30.18604651] ; [13.18604651 13.81395349],0
s2,1,0.32222,0.979915,[26 33] ; [15 12],[28.12790698 30.87209302] ; [12.87209302 14.12790698],0
d3,1,0.325241,0.967752,[35 24] ; [19  8],[37.04651163 21.95348837] ; [16.95348837 10.04651163],0
a2,1,0.372689,0.79468,[ 5 54] ; [ 4 23],[ 6.1744186 52.8255814] ; [ 2.8255814 24.1744186],0
p9,1,0.374589,0.788385,[38 21] ; [20  7],[39.79069767 19.20930233] ; [18.20930233  8.79069767],0
n1,1,0.374857,0.7875,[10  6] ; [2 3],[9.14285714 6.85714286] ; [2.85714286 2.14285714],0
n3,1,0.393921,0.726803,[11  5] ; [6 1],[11.82608696  4.17391304] ; [5.17391304 1.82608696],0
s7,1,0.425424,0.635284,[17 38] ; [10 15],[18.5625 36.4375] ; [ 8.4375 16.5625],0
s1,1,0.442692,0.589294,[ 5 54] ; [ 1 25],[ 4.16470588 54.83529412] ; [ 1.83529412 24.16470588],0
d4,1,0.493457,0.468979,[41 17] ; [21  6],[42.30588235 15.69411765] ; [19.69411765  7.30588235],0
d5,1,0.515674,0.422537,[35 24] ; [18  9],[36.36046512 22.63953488] ; [16.63953488 10.36046512],0
a8,1,0.516921,0.420033,[ 7 49] ; [ 2 24],[ 6.14634146 49.85365854] ; [ 2.85365854 23.14634146],0
u3,1,0.524967,0.404125,[11 12] ; [2 4],[10.31034483 12.68965517] ; [2.68965517 3.31034483],0
u1,1,0.532834,0.388985,[ 6 53] ; [ 4 23],[ 6.86046512 52.13953488] ; [ 3.13953488 23.86046512],0
n2,1,0.726053,0.122767,[13  4] ; [5 1],[13.30434783  3.69565217] ; [4.69565217 1.30434783],0
p1,1,0.777755,0.079663,[ 3 56] ; [ 1 26],[ 2.74418605 56.25581395] ; [ 1.25581395 25.74418605],0
a4,1,0.838295,0.041646,[21 38] ; [ 9 18],[20.58139535 38.41860465] ; [ 9.41860465 17.58139535],0
a6,1,0.863257,0.029663,[36 23] ; [17 10],[36.36046512 22.63953488] ; [16.63953488 10.36046512],0
b1,1,0.886772,0.020275,[25 34] ; [11 16],[24.69767442 34.30232558] ; [11.30232558 15.69767442],0
s4,1,0.919441,0.010229,[ 7 52] ; [ 3 24],[ 6.86046512 52.13953488] ; [ 3.13953488 23.86046512],0
s5,1,0.920938,0.009851,[ 8 47] ; [ 4 22],[ 8.14814815 46.85185185] ; [ 3.85185185 22.14814815],0
u2,1,0.924393,0.009006,[11 12] ; [3 3],[11.10344828 11.89655172] ; [2.89655172 3.10344828],0
p5,1,0.964138,0.002022,[ 2 55] ; [ 1 26],[ 2.03571429 54.96428571] ; [ 0.96428571 26.03571429],0
