Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,4e-05,16.861273,[ 2 16] ; [48 26],[9.7826087 8.2173913] ; [40.2173913 33.7826087],1
s4,1,0.362611,0.828829,[ 3 15] ; [20 54],[ 4.5 13.5] ; [18.5 55.5],0
p5,1,0.378285,0.776269,[ 3 15] ; [ 7 67],[ 1.95652174 16.04347826] ; [ 8.04347826 65.95652174],0
b5,1,0.463037,0.538543,[10  8] ; [48 26],[11.34782609  6.65217391] ; [46.65217391 27.34782609],0
b1,1,0.466397,0.530499,[9 9] ; [44 30],[10.36956522  7.63043478] ; [42.63043478 31.36956522],0
b3,1,0.505219,0.443957,[3 8] ; [16 26],[3.94339623 7.05660377] ; [15.05660377 26.94339623],0
b2,1,0.505219,0.443957,[3 8] ; [16 26],[3.94339623 7.05660377] ; [15.05660377 26.94339623],0
s2,1,0.512474,0.429012,[12  6] ; [55 19],[13.10869565  4.89130435] ; [53.89130435 20.10869565],0
n1,1,0.518871,0.416138,[4 5] ; [17 13],[4.84615385 4.15384615] ; [16.15384615 13.84615385],0
p6,1,0.557177,0.344616,[ 7 11] ; [34 39],[8.10989011 9.89010989] ; [32.89010989 40.10989011],0
n4,1,0.633553,0.227273,[14  4] ; [52 20],[13.2  4.8] ; [52.8 19.2],0
v1,1,0.679666,0.170502,[9 9] ; [41 33],[9.7826087 8.2173913] ; [40.2173913 33.7826087],0
n2,1,0.696681,0.151948,[6 3] ; [22  8],[6.46153846 2.53846154] ; [21.53846154  8.46153846],0
p1,1,0.747221,0.103881,[ 3 15] ; [10 63],[ 2.57142857 15.42857143] ; [10.42857143 62.57142857],0
p7,1,0.751592,0.100198,[ 8 10] ; [35 37],[8.6 9.4] ; [34.4 37.6],0
u3,1,0.830696,0.045714,[5 4] ; [9 6],[5.25 3.75] ; [8.75 6.25],0
p4,1,0.844188,0.038628,[10  8] ; [43 31],[10.36956522  7.63043478] ; [42.63043478 31.36956522],0
p2,1,0.851256,0.035162,[14  4] ; [56 18],[13.69565217  4.30434783] ; [56.30434783 17.69565217],0
a1,1,0.85314,0.034267,[ 1 17] ; [ 5 69],[ 1.17391304 16.82608696] ; [ 4.82608696 69.17391304],0
p8,1,0.881201,0.022334,[ 7 11] ; [27 46],[ 6.72527473 11.27472527] ; [27.27472527 45.72527473],0
