Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,3e-06,21.73631,[82  8] ; [14 13],[73.84615385 16.15384615] ; [22.15384615  4.84615385],1
b1,1,0.13007,2.291672,[26 64] ; [12 15],[29.23076923 60.76923077] ; [ 8.76923077 18.23076923],0
b3,1,0.144125,2.133356,[18 26] ; [ 3 12],[15.66101695 28.33898305] ; [5.33898305 9.66101695],0
b2,1,0.144125,2.133356,[18 26] ; [ 3 12],[15.66101695 28.33898305] ; [5.33898305 9.66101695],0
p11,1,0.161403,1.961031,[60 30] ; [14 13],[56.92307692 33.07692308] ; [17.07692308  9.92307692],0
p5,1,0.167203,1.907841,[ 2 87] ; [ 2 23],[ 3.12280702 85.87719298] ; [ 0.87719298 24.12280702],0
p3,1,0.223971,1.478746,[36 54] ; [ 7 19],[33.36206897 56.63793103] ; [ 9.63793103 16.36206897],0
p1,1,0.318491,0.995133,[ 9 80] ; [ 1 25],[ 7.73913043 81.26086957] ; [ 2.26086957 23.73913043],0
a1,1,0.358632,0.842679,[ 3 87] ; [ 2 25],[ 3.84615385 86.15384615] ; [ 1.15384615 25.84615385],0
v1,1,0.375467,0.785492,[40 47] ; [ 9 16],[38.0625 48.9375] ; [10.9375 14.0625],0
a4,1,0.501468,0.451829,[33 57] ; [ 8 19],[31.53846154 58.46153846] ; [ 9.46153846 17.53846154],0
n5,1,0.512484,0.428992,[34 56] ; [ 8 18],[32.5862069 57.4137931] ; [ 9.4137931 16.5862069],0
d2,1,0.516803,0.420269,[37 53] ; [13 14],[38.46153846 51.53846154] ; [11.53846154 15.46153846],0
n1,1,0.522738,0.408488,[11 22] ; [2 7],[10.21428571 22.78571429] ; [2.78571429 6.21428571],0
u1,1,0.577973,0.309524,[10 80] ; [ 2 25],[ 9.23076923 80.76923077] ; [ 2.76923077 24.23076923],0
u3,1,0.605552,0.266703,[22 11] ; [7 5],[21.26666667 11.73333333] ; [7.73333333 4.26666667],0
n2,1,0.714693,0.133635,[25  8] ; [7 3],[24.55813953  8.44186047] ; [7.44186047 2.55813953],0
p4,1,0.729687,0.119399,[45 45] ; [12 14],[44.22413793 45.77586207] ; [12.77586207 13.22413793],0
a3,1,0.753601,0.098529,[55 35] ; [15 11],[54.31034483 35.68965517] ; [15.68965517 10.31034483],0
n3,1,0.760013,0.093308,[24  9] ; [7 2],[24.35714286  8.64285714] ; [6.64285714 2.35714286],0
p7,1,0.792797,0.069001,[50 34] ; [15  9],[50.55555556 33.44444444] ; [14.44444444  9.55555556],0
p12,1,0.867445,0.027857,[ 4 86] ; [ 1 26],[ 3.84615385 86.15384615] ; [ 1.15384615 25.84615385],0
u2,1,0.963708,0.00207,[19 14] ; [7 5],[19.06666667 13.93333333] ; [6.93333333 5.06666667],0
