Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,3e-05,17.443801,[ 2 41] ; [14 17],[ 9.2972973 33.7027027] ; [ 6.7027027 24.2972973],1
u2,1,0.189115,1.7245,[16 12] ; [13  4],[18.04444444  9.95555556] ; [10.95555556  6.04444444],0
n3,1,0.189465,1.721773,[14  6] ; [4 5],[12.4137931  7.5862069] ; [5.5862069 3.4137931],0
a7,1,0.209,1.578343,[20 23] ; [19 12],[22.66216216 20.33783784] ; [16.33783784 14.66216216],0
n5,1,0.223993,1.478603,[17 25] ; [17 14],[19.56164384 22.43835616] ; [14.43835616 16.56164384],0
b3,1,0.224087,1.478006,[ 8 16] ; [ 3 15],[ 6.28571429 17.71428571] ; [ 4.71428571 13.28571429],0
b2,1,0.224087,1.478006,[ 8 16] ; [ 3 15],[ 6.28571429 17.71428571] ; [ 4.71428571 13.28571429],0
n1,1,0.242187,1.367817,[ 9 11] ; [2 7],[ 7.5862069 12.4137931] ; [3.4137931 5.5862069],0
d1,1,0.249661,1.325201,[10 33] ; [11 20],[12.2027027 30.7972973] ; [ 8.7972973 22.2027027],0
r1,1,0.252629,1.308707,[22 21] ; [20 11],[24.40540541 18.59459459] ; [17.59459459 13.40540541],0
v2,1,0.277977,1.176952,[10 29] ; [11 18],[12.04411765 26.95588235] ; [ 8.95588235 20.04411765],0
a6,1,0.432803,0.615289,[21 22] ; [18 13],[22.66216216 20.33783784] ; [16.33783784 14.66216216],0
d2,1,0.451806,0.566116,[10 33] ; [ 5 26],[ 8.71621622 34.28378378] ; [ 6.28378378 24.71621622],0
a1,1,0.481413,0.49566,[ 3 40] ; [ 1 30],[ 2.32432432 40.67567568] ; [ 1.67567568 29.32432432],0
n2,1,0.491387,0.473488,[13  7] ; [7 2],[13.79310345  6.20689655] ; [6.20689655 2.79310345],0
b5,1,0.491821,0.472541,[27 16] ; [17 14],[25.56756757 17.43243243] ; [18.43243243 12.56756757],0
a3,1,0.537155,0.380839,[15 28] ; [13 18],[16.27027027 26.72972973] ; [11.72972973 19.27027027],0
p1,1,0.657581,0.196476,[ 4 39] ; [ 2 29],[ 3.48648649 39.51351351] ; [ 2.51351351 28.48648649],0
n4,1,0.681146,0.168839,[16 27] ; [13 18],[16.85135135 26.14864865] ; [12.14864865 18.85135135],0
r2,1,0.740765,0.109455,[33 10] ; [24  6],[33.57534247  9.42465753] ; [23.42465753  6.57534247],0
u1,1,0.759044,0.094087,[ 2 41] ; [ 1 30],[ 1.74324324 41.25675676] ; [ 1.25675676 29.74324324],0
a8,1,0.772866,0.083306,[ 2 39] ; [ 2 29],[ 2.27777778 38.72222222] ; [ 1.72222222 29.27777778],0
b4,1,0.777343,0.079966,[25 18] ; [17 14],[24.40540541 18.59459459] ; [17.59459459 13.40540541],0
a4,1,0.789779,0.071075,[ 5 38] ; [ 3 28],[ 4.64864865 38.35135135] ; [ 3.35135135 27.64864865],0
p5,1,0.813732,0.055514,[ 1 42] ; [ 1 30],[ 1.16216216 41.83783784] ; [ 0.83783784 30.16216216],0
b1,1,0.813732,0.055514,[22 21] ; [15 16],[21.5 21.5] ; [15.5 15.5],0
v3,1,0.876314,0.024225,[ 6 35] ; [ 4 26],[ 5.77464789 35.22535211] ; [ 4.22535211 25.77464789],0
