Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r1,1,1.3e-05,18.998037,[334  57] ; [36 22],[322.20489978  68.79510022] ; [47.79510022 10.20489978],1
d2,1,0.326013,0.96467,[209 182] ; [27 31],[205.51447661 185.48552339] ; [30.48552339 27.51447661],0
s4,1,0.366562,0.815285,[ 98 291] ; [11 45],[ 95.28314607 293.71685393] ; [13.71685393 42.28314607],0
a1,1,0.414749,0.665145,[ 23 370] ; [ 5 53],[ 24.39911308 368.60088692] ; [ 3.60088692 54.39911308],0
a8,1,0.421772,0.645372,[ 59 307] ; [ 6 45],[ 57.05035971 308.94964029] ; [ 7.94964029 43.05035971],0
p10,1,0.43219,0.61693,[335  53] ; [47 10],[333.06966292  54.93033708] ; [48.93033708  8.06966292],0
d1,1,0.45242,0.564582,[257 136] ; [35 23],[254.44789357 138.55210643] ; [37.55210643 20.44789357],0
u1,1,0.468745,0.524933,[ 85 308] ; [15 43],[ 87.13968958 305.86031042] ; [12.86031042 45.13968958],0
b5,1,0.469532,0.523077,[238 155] ; [38 20],[240.50554324 152.49445676] ; [35.49445676 22.50554324],0
u3,1,0.499894,0.455162,[66 27] ; [12  7],[64.76785714 28.23214286] ; [13.23214286  5.76785714],0
p4,1,0.505491,0.443389,[257 133] ; [35 22],[254.76510067 135.23489933] ; [37.23489933 19.76510067],0
v2,1,0.514284,0.425341,[214 158] ; [36 22],[216.27906977 155.72093023] ; [33.72093023 24.27906977],0
d4,1,0.531931,0.390702,[341  49] ; [49  9],[339.50892857  50.49107143] ; [50.49107143  7.50892857],0
d5,1,0.615636,0.252049,[325  65] ; [49  8],[326.30872483  63.69127517] ; [47.69127517  9.30872483],0
a2,1,0.620201,0.245585,[107 286] ; [14 44],[105.43902439 287.56097561] ; [15.56097561 42.43902439],0
b1,1,0.686914,0.162447,[160 233] ; [22 36],[158.59423503 234.40576497] ; [23.40576497 34.59423503],0
s1,1,0.700502,0.14795,[ 18 370] ; [ 2 55],[ 17.43820225 370.56179775] ; [ 2.56179775 54.43820225],0
b4,1,0.709774,0.138503,[227 166] ; [32 26],[225.69179601 167.30820399] ; [33.30820399 24.69179601],0
p3,1,0.728553,0.120444,[208 182] ; [29 28],[206.77852349 183.22147651] ; [30.22147651 26.77852349],0
a4,1,0.758278,0.094705,[188 205] ; [29 29],[189.09312639 203.90687361] ; [27.90687361 30.09312639],0
p8,1,0.798404,0.065236,[204 184] ; [31 26],[204.8988764 183.1011236] ; [30.1011236 26.8988764],0
a7,1,0.838183,0.041705,[287 105] ; [41 16],[286.36080178 105.63919822] ; [41.63919822 15.36080178],0
b2,1,0.854285,0.033729,[ 96 149] ; [12 20],[ 95.5234657 149.4765343] ; [12.4765343 19.5234657],0
b3,1,0.854285,0.033729,[ 96 149] ; [12 20],[ 95.5234657 149.4765343] ; [12.4765343 19.5234657],0
r3,1,0.876771,0.024045,[379  12] ; [56  2],[378.80846325  12.19153675] ; [56.19153675  1.80846325],0
a5,1,0.895472,0.017262,[295  98] ; [44 14],[295.40354767  97.59645233] ; [43.59645233 14.40354767],0
n6,1,0.896842,0.01681,[332  56] ; [50  8],[332.32286996  55.67713004] ; [49.67713004  8.32286996],0
p7,1,0.915517,0.011254,[254 123] ; [38 19],[253.64976959 123.35023041] ; [38.35023041 18.64976959],0
v1,1,0.951883,0.003641,[220 158] ; [34 24],[220.21100917 157.78899083] ; [33.78899083 24.21100917],0
d3,1,0.960237,0.002486,[280 111] ; [41 16],[280.15848214 110.84151786] ; [40.84151786 16.15848214],0
v3,1,0.984013,0.000402,[158 216] ; [24 33],[157.93039443 216.06960557] ; [24.06960557 32.93039443],0
a6,1,0.984194,0.000392,[255 135] ; [38 20],[255.06696429 134.93303571] ; [37.93303571 20.06696429],0
