Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,2e-06,22.615356,[142  11] ; [25 14],[133.078125  19.921875] ; [33.921875  5.078125],1
p11,1,0.140095,2.176919,[109  44] ; [23 16],[105.1875  47.8125] ; [26.8125 12.1875],0
s6,1,0.176287,1.828651,[99 52] ; [21 18],[95.36842105 55.63157895] ; [24.63157895 14.36842105],0
a2,1,0.236241,1.402885,[ 46 107] ; [ 8 31],[ 43.03125 109.96875] ; [10.96875 28.03125],0
p2,1,0.243128,1.362364,[129  24] ; [29  9],[126.56544503  26.43455497] ; [31.43455497  6.56544503],0
v2,1,0.279778,1.168167,[86 61] ; [18 19],[83.08695652 63.91304348] ; [20.91304348 16.08695652],0
a4,1,0.285061,1.142803,[73 79] ; [15 24],[70.03141361 81.96858639] ; [17.96858639 21.03141361],0
s8,1,0.285169,1.142288,[65 87] ; [13 26],[62.07329843 89.92670157] ; [15.92670157 23.07329843],0
s2,1,0.345562,0.889686,[83 69] ; [18 21],[80.37696335 71.62303665] ; [20.62303665 18.37696335],0
a5,1,0.355957,0.852107,[106  47] ; [24 15],[103.59375  49.40625] ; [26.40625 12.59375],0
n3,1,0.36192,0.83122,[32  6] ; [11  4],[30.83018868  7.16981132] ; [12.16981132  2.83018868],0
p4,1,0.40634,0.689483,[82 71] ; [18 21],[79.6875 73.3125] ; [20.3125 18.6875],0
p3,1,0.413242,0.669454,[70 83] ; [15 24],[67.734375 85.265625] ; [17.265625 21.734375],0
a7,1,0.414761,0.665112,[104  48] ; [24 15],[101.86387435  50.13612565] ; [26.13612565 12.86387435],0
n2,1,0.473604,0.513554,[26 11] ; [12  3],[27.03846154  9.96153846] ; [10.96153846  4.03846154],0
p5,1,0.568163,0.325765,[  8 143] ; [ 3 36],[  8.74210526 142.25789474] ; [ 2.25789474 36.74210526],0
p1,1,0.574765,0.314775,[  7 146] ; [ 1 38],[  6.375 146.625] ; [ 1.625 37.375],0
s7,1,0.597744,0.278412,[76 74] ; [16 19],[74.59459459 75.40540541] ; [17.40540541 17.59459459],0
u3,1,0.617935,0.24878,[21 20] ; [6 4],[21.70588235 19.29411765] ; [5.29411765 4.70588235],0
u1,1,0.619255,0.246916,[ 33 120] ; [ 7 32],[ 31.875 121.125] ; [ 8.125 30.875],0
d4,1,0.661158,0.19212,[119  34] ; [30  7],[119.98421053  33.01578947] ; [29.01578947  7.98421053],0
s3,1,0.688859,0.160323,[90 61] ; [24 14],[91.07936508 59.92063492] ; [22.92063492 15.07936508],0
s4,1,0.744246,0.10643,[ 24 128] ; [ 7 32],[ 24.67015707 127.32984293] ; [ 6.32984293 32.67015707],0
a3,1,0.866726,0.028163,[111  41] ; [29 10],[111.41361257  40.58638743] ; [28.58638743 10.41361257],0
a1,1,0.884031,0.021275,[  7 146] ; [ 2 37],[  7.171875 145.828125] ; [ 1.828125 37.171875],0
b5,1,0.889492,0.019306,[96 57] ; [24 15],[95.625 57.375] ; [24.375 14.625],0
a8,1,0.891216,0.018705,[ 23 115] ; [ 6 28],[ 23.26744186 114.73255814] ; [ 5.73255814 28.26744186],0
d2,1,0.912288,0.012134,[74 79] ; [18 20],[73.69633508 79.30366492] ; [18.30366492 19.69633508],0
d3,1,0.915439,0.011274,[100  52] ; [24 13],[99.72486772 52.27513228] ; [24.27513228 12.72486772],0
d1,1,0.973163,0.001132,[78 75] ; [20 19],[78.09375 74.90625] ; [19.90625 19.09375],0
a6,1,0.980428,0.000602,[105  48] ; [26 12],[104.93717277  48.06282723] ; [26.06282723 11.93717277],0
