Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,0.000204,13.79464,[ 5 64] ; [15 28],[12.32142857 56.67857143] ; [ 7.67857143 35.32142857],1
u3,1,0.269538,1.219095,[14 25] ; [12 12],[16.0952381 22.9047619] ; [ 9.9047619 14.0952381],0
p9,1,0.276676,1.183345,[47 21] ; [26 18],[44.32142857 23.67857143] ; [28.67857143 15.32142857],0
n5,1,0.346253,0.887143,[48 22] ; [27 18],[45.65217391 24.34782609] ; [29.34782609 15.65217391],0
v1,1,0.34885,0.877637,[24 44] ; [19 24],[26.34234234 41.65765766] ; [16.65765766 26.34234234],0
a4,1,0.357508,0.846626,[12 57] ; [ 5 40],[10.28947368 58.71052632] ; [ 6.71052632 38.28947368],0
s7,1,0.387232,0.747616,[17 51] ; [14 29],[18.99099099 49.00900901] ; [12.00900901 30.99099099],0
n1,1,0.415529,0.662926,[12 17] ; [ 4 10],[10.79069767 18.20930233] ; [5.20930233 8.79069767],0
s4,1,0.434526,0.610696,[15 55] ; [ 7 38],[13.39130435 56.60869565] ; [ 8.60869565 36.39130435],0
n2,1,0.456775,0.553785,[22  7] ; [12  2],[22.93023256  6.06976744] ; [11.06976744  2.93023256],0
p12,1,0.546581,0.363478,[ 3 66] ; [ 1 44],[ 2.42105263 66.57894737] ; [ 1.57894737 43.42105263],0
a1,1,0.554735,0.348902,[ 5 65] ; [ 2 43],[ 4.26086957 65.73913043] ; [ 2.73913043 42.26086957],0
p5,1,0.555588,0.347401,[ 3 67] ; [ 1 44],[ 2.43478261 67.56521739] ; [ 1.56521739 43.43478261],0
v3,1,0.591972,0.287276,[18 50] ; [14 31],[19.25663717 48.74336283] ; [12.74336283 32.25663717],0
n6,1,0.617778,0.249003,[46 23] ; [32 13],[47.21052632 21.78947368] ; [30.78947368 14.21052632],0
p10,1,0.625718,0.237913,[40 29] ; [24 21],[38.73684211 30.26315789] ; [25.26315789 19.73684211],0
u1,1,0.650268,0.205563,[ 2 68] ; [ 2 43],[ 2.43478261 67.56521739] ; [ 1.56521739 43.43478261],0
d1,1,0.650268,0.205563,[ 2 68] ; [ 2 43],[ 2.43478261 67.56521739] ; [ 1.56521739 43.43478261],0
s2,1,0.658963,0.194786,[20 48] ; [15 30],[21.0619469 46.9380531] ; [13.9380531 31.0619469],0
d3,1,0.706769,0.141526,[21 49] ; [15 30],[21.91304348 48.08695652] ; [14.08695652 30.91304348],0
s1,1,0.738602,0.11136,[ 4 64] ; [ 2 43],[ 3.61061947 64.38938053] ; [ 2.38938053 42.61061947],0
a3,1,0.824561,0.049143,[31 37] ; [21 23],[31.57142857 36.42857143] ; [20.42857143 23.57142857],0
a8,1,0.900636,0.01559,[ 7 59] ; [ 5 39],[ 7.2 58.8] ; [ 4.8 39.2],0
a6,1,0.907408,0.013528,[35 35] ; [23 22],[35.30434783 34.69565217] ; [22.69565217 22.30434783],0
b5,1,0.973482,0.001105,[34 36] ; [22 23],[34.08695652 35.91304348] ; [21.91304348 23.08695652],0
