Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,1.9e-05,18.26544,[66  5] ; [47 27],[55.33103448 15.66896552] ; [57.66896552 16.33103448],1
s8,1,0.116953,2.457658,[17 56] ; [10 65],[13.31756757 59.68243243] ; [13.68243243 61.31756757],0
v1,1,0.125678,2.345098,[27 46] ; [19 56],[22.68918919 50.31081081] ; [23.31081081 51.68918919],0
s2,1,0.137443,2.206359,[25 46] ; [18 57],[20.9109589 50.0890411] ; [22.0890411 52.9109589],0
b1,1,0.190289,1.715375,[34 39] ; [43 32],[37.97972973 35.02027027] ; [39.02027027 35.97972973],0
s4,1,0.228176,1.452195,[14 59] ; [ 9 66],[11.34459459 61.65540541] ; [11.65540541 63.34459459],0
a4,1,0.254074,1.300764,[23 50] ; [30 44],[26.31972789 46.68027211] ; [26.68027211 47.31972789],0
n3,1,0.26575,1.238554,[16 10] ; [14 16],[13.92857143 12.07142857] ; [16.07142857 13.92857143],0
p3,1,0.27881,1.172882,[22 50] ; [17 58],[19.10204082 52.89795918] ; [19.89795918 55.10204082],0
n4,1,0.330049,0.948707,[50 23] ; [45 29],[47.17687075 25.82312925] ; [47.82312925 26.17687075],0
s6,1,0.330688,0.9462,[33 40] ; [28 47],[30.08783784 42.91216216] ; [30.91216216 44.08783784],0
p1,1,0.332492,0.939167,[ 3 69] ; [ 6 69],[ 4.40816327 67.59183673] ; [ 4.59183673 70.40816327],0
r2,1,0.336513,0.923672,[64  9] ; [59 13],[61.92413793 11.07586207] ; [61.07586207 10.92413793],0
b4,1,0.36812,0.81,[49 24] ; [45 30],[46.36486486 26.63513514] ; [47.63513514 27.36486486],0
n6,1,0.39312,0.729271,[48 25] ; [43 30],[45.5 27.5] ; [45.5 27.5],0
d2,1,0.507877,0.438438,[34 38] ; [39 35],[36. 36.] ; [37. 37.],0
u1,1,0.572613,0.31833,[10 63] ; [ 8 67],[ 8.87837838 64.12162162] ; [ 9.12162162 65.87837838],0
s7,1,0.591232,0.288425,[19 51] ; [16 53],[17.62589928 52.37410072] ; [17.37410072 51.62589928],0
a3,1,0.686118,0.16332,[42 31] ; [45 29],[43.20408163 29.79591837] ; [43.79591837 30.20408163],0
s5,1,0.721729,0.126842,[12 61] ; [14 61],[12.82432432 60.17567568] ; [13.17567568 61.82432432],0
d1,1,0.753,0.099028,[34 39] ; [33 42],[33.0472973 39.9527027] ; [33.9527027 41.0472973],0
a5,1,0.762831,0.091062,[43 30] ; [46 29],[43.89864865 29.10135135] ; [45.10135135 29.89864865],0
v3,1,0.763825,0.090277,[22 49] ; [24 48],[22.83916084 48.16083916] ; [23.16083916 48.83916084],0
a2,1,0.769118,0.086159,[13 60] ; [12 63],[12.33108108 60.66891892] ; [12.66891892 62.33108108],0
d4,1,0.833314,0.04429,[50 21] ; [54 21],[50.57534247 20.42465753] ; [53.42465753 21.57534247],0
a8,1,0.844134,0.038655,[ 5 58] ; [ 5 66],[ 4.70149254 58.29850746] ; [ 5.29850746 65.70149254],0
v2,1,0.845035,0.038203,[27 43] ; [27 46],[26.43356643 43.56643357] ; [27.56643357 45.43356643],0
u2,1,0.887276,0.020094,[14 16] ; [13 16],[13.72881356 16.27118644] ; [13.27118644 15.72881356],0
u3,1,0.906103,0.013913,[17 14] ; [16 14],[16.7704918 14.2295082] ; [16.2295082 13.7704918],0
n5,1,0.942262,0.005246,[41 32] ; [42 32],[41.21768707 31.78231293] ; [41.78231293 32.21768707],0
