Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,4.2e-05,16.78058,[33 40] ; [ 66 238],[19.16976127 53.83023873] ; [ 79.83023873 224.16976127],1
b3,1,0.037783,4.31477,[22 23] ; [ 51 108],[16.10294118 28.89705882] ; [ 56.89705882 102.10294118],0
b2,1,0.037783,4.31477,[22 23] ; [ 51 108],[16.10294118 28.89705882] ; [ 56.89705882 102.10294118],0
p10,1,0.038785,4.270259,[62 11] ; [226  82],[55.18110236 17.81889764] ; [232.81889764  75.18110236],0
p7,1,0.083103,3.003151,[46 25] ; [163 142],[39.46542553 31.53457447] ; [169.53457447 135.46542553],0
p12,1,0.107454,2.591278,[ 6 66] ; [ 12 298],[ 3.39267016 68.60732984] ; [ 14.60732984 295.39267016],0
v4,1,0.12877,2.307265,[70  3] ; [281  30],[66.7265625  6.2734375] ; [284.2734375  26.7265625],0
u3,1,0.173536,1.85213,[16  8] ; [56 53],[12.9924812 11.0075188] ; [59.0075188 49.9924812],0
r2,1,0.188418,1.729944,[69  3] ; [279  27],[66.28571429  5.71428571] ; [281.71428571  24.28571429],0
a8,1,0.218573,1.513718,[10 60] ; [ 27 263],[ 7.19444444 62.80555556] ; [ 29.80555556 260.19444444],0
n3,1,0.238224,1.391072,[7 6] ; [59 25],[8.84536082 4.15463918] ; [57.15463918 26.84536082],0
b1,1,0.311365,1.024875,[31 42] ; [113 200],[27.23316062 45.76683938] ; [116.76683938 196.23316062],0
b4,1,0.396067,0.720236,[48 25] ; [189 124],[44.82124352 28.17875648] ; [192.17875648 120.82124352],0
d3,1,0.417705,0.656763,[57 16] ; [230  83],[54.27720207 18.72279793] ; [232.72279793  80.27720207],0
a6,1,0.486865,0.483446,[49 24] ; [223  90],[51.44041451 21.55958549] ; [220.55958549  92.44041451],0
n2,1,0.527688,0.398841,[8 5] ; [59 25],[8.97938144 4.02061856] ; [58.02061856 25.97938144],0
n5,1,0.592739,0.286086,[49 23] ; [200 109],[47.05511811 24.94488189] ; [201.94488189 107.05511811],0
a2,1,0.594878,0.28279,[16 57] ; [ 60 253],[14.37305699 58.62694301] ; [ 61.62694301 251.37305699],0
p5,1,0.625562,0.238127,[ 4 69] ; [ 22 289],[ 4.94270833 68.05729167] ; [ 21.05729167 289.94270833],0
s1,1,0.62757,0.23537,[ 2 68] ; [  6 304],[ 1.47368421 68.52631579] ; [  6.52631579 303.47368421],0
u1,1,0.65718,0.196968,[11 62] ; [ 41 272],[ 9.83419689 63.16580311] ; [ 42.16580311 270.83419689],0
a3,1,0.663387,0.189435,[49 24] ; [201 111],[47.4025974 25.5974026] ; [202.5974026 109.4025974],0
b5,1,0.671979,0.179296,[44 29] ; [197 116],[45.57772021 27.42227979] ; [195.42227979 117.57772021],0
a4,1,0.688957,0.160217,[33 40] ; [133 179],[31.47532468 41.52467532] ; [134.52467532 177.47532468],0
v2,1,0.700488,0.147965,[38 31] ; [157 142],[36.5625 32.4375] ; [158.4375 140.5625],0
n1,1,0.716118,0.132243,[3 9] ; [25 58],[3.53684211 8.46315789] ; [24.46315789 58.53684211],0
n6,1,0.750726,0.100922,[58 15] ; [241  69],[56.98955614 16.01044386] ; [242.01044386  67.98955614],0
u4,1,0.756767,0.095932,[ 1 72] ; [  3 309],[ 0.75844156 72.24155844] ; [  3.24155844 308.75844156],0
a1,1,0.803261,0.062065,[ 3 70] ; [ 15 298],[ 3.40414508 69.59585492] ; [ 14.59585492 298.40414508],0
a7,1,0.816303,0.053964,[55 17] ; [235  78],[54.23376623 17.76623377] ; [235.76623377  77.23376623],0
s4,1,0.834978,0.043398,[10 63] ; [ 39 266],[ 9.46296296 63.53703704] ; [ 39.53703704 265.46296296],0
p1,1,0.838276,0.041657,[ 4 69] ; [ 19 292],[ 4.37239583 68.62760417] ; [ 18.62760417 292.37239583],0
u2,1,0.997285,1.2e-05,[13 11] ; [59 50],[12.9924812 11.0075188] ; [59.0075188 49.9924812],0
