Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,57.75889,[ 3 30] ; [107  28],[21.60714286 11.39285714] ; [88.39285714 46.60714286],1
p8,1,0.373901,0.790658,[ 6 26] ; [35 98],[ 7.95151515 24.04848485] ; [33.04848485 99.95151515],0
p6,1,0.388747,0.742858,[ 4 27] ; [ 26 107],[ 5.67073171 25.32926829] ; [ 24.32926829 108.67073171],0
n6,1,0.393252,0.728862,[17 16] ; [80 54],[19.16766467 13.83233533] ; [77.83233533 56.16766467],0
s7,1,0.420068,0.650126,[ 4 25] ; [ 26 102],[ 5.54140127 23.45859873] ; [ 24.45859873 103.54140127],0
s2,1,0.433103,0.614487,[ 6 27] ; [ 33 101],[ 7.70658683 25.29341317] ; [ 31.29341317 102.70658683],0
p7,1,0.518817,0.416244,[12 21] ; [57 77],[13.63473054 19.36526946] ; [55.36526946 78.63473054],0
n3,1,0.533452,0.387812,[9 7] ; [35 19],[10.05714286  5.94285714] ; [33.94285714 20.05714286],0
u2,1,0.599954,0.275065,[ 8 11] ; [18 33],[ 7.05714286 11.94285714] ; [18.94285714 32.05714286],0
p1,1,0.644479,0.212932,[ 3 30] ; [  9 124],[ 2.38554217 30.61445783] ; [  9.61445783 123.38554217],0
s3,1,0.655596,0.198918,[11 21] ; [51 81],[12.09756098 19.90243902] ; [49.90243902 82.09756098],0
n5,1,0.672054,0.179209,[16 17] ; [71 64],[17.08928571 15.91071429] ; [69.91071429 65.08928571],0
a1,1,0.745594,0.105271,[ 3 30] ; [ 10 125],[ 2.55357143 30.44642857] ; [ 10.44642857 124.55357143],0
s1,1,0.754497,0.097791,[ 3 30] ; [ 10 124],[ 2.56886228 30.43113772] ; [ 10.43113772 123.56886228],0
p5,1,0.763947,0.090181,[ 1 31] ; [  3 132],[ 0.76646707 31.23353293] ; [  3.23353293 131.76646707],0
b4,1,0.767673,0.087273,[20 13] ; [78 57],[19.25 13.75] ; [78.75 56.25],0
s4,1,0.809735,0.057969,[ 5 28] ; [ 18 115],[ 4.57228916 28.42771084] ; [ 18.42771084 114.57228916],0
p3,1,0.847406,0.037029,[ 8 24] ; [36 99],[ 8.43113772 23.56886228] ; [35.56886228 99.43113772],0
p4,1,0.891167,0.018722,[11 22] ; [43 91],[10.67065868 22.32934132] ; [43.32934132 90.67065868],0
b5,1,0.926254,0.008567,[20 13] ; [83 52],[20.23214286 12.76785714] ; [82.76785714 52.23214286],0
b3,1,0.947496,0.004336,[ 7 17] ; [23 54],[ 7.12871287 16.87128713] ; [22.87128713 54.12871287],0
b2,1,0.947496,0.004336,[ 7 17] ; [23 54],[ 7.12871287 16.87128713] ; [22.87128713 54.12871287],0
