Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.000177,14.065711,[ 6 40] ; [15 13],[13.05405405 32.94594595] ; [ 7.94594595 20.05405405],1
d3,1,0.743643,0.10695,[27 20] ; [15 13],[26.32 20.68] ; [15.68 12.32],0
a3,1,0.787306,0.072798,[30 17] ; [17 11],[29.45333333 17.54666667] ; [17.54666667 10.45333333],0
v1,1,0.834876,0.043452,[15 30] ; [10 18],[15.4109589 29.5890411] ; [ 9.5890411 18.4109589],0
s5,1,0.835885,0.042915,[10 37] ; [ 5 21],[ 9.65753425 37.34246575] ; [ 5.34246575 20.65753425],0
v3,1,0.837159,0.042242,[14 33] ; [ 8 21],[13.60526316 33.39473684] ; [ 8.39473684 20.60526316],0
a6,1,0.866343,0.028327,[25 22] ; [16 13],[25.35526316 21.64473684] ; [15.64473684 13.35526316],0
d4,1,0.866848,0.028111,[31 15] ; [19 10],[30.66666667 15.33333333] ; [19.33333333  9.66666667],0
s3,1,0.875626,0.024497,[19 28] ; [11 15],[19.31506849 27.68493151] ; [10.68493151 15.31506849],0
n5,1,0.883019,0.021651,[31 16] ; [18 10],[30.70666667 16.29333333] ; [18.29333333  9.70666667],0
s1,1,0.930092,0.007696,[ 3 44] ; [ 2 27],[ 3.09210526 43.90789474] ; [ 1.90789474 27.09210526],0
