Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,44.610602,[ 2 21] ; [94 24],[15.65957447  7.34042553] ; [80.34042553 37.65957447],1
s3,1,0.063766,3.43661,[ 6 16] ; [57 60],[ 9.97122302 12.02877698] ; [53.02877698 63.97122302],0
p6,1,0.075452,3.160241,[ 2 20] ; [31 85],[ 5.26086957 16.73913043] ; [27.73913043 88.26086957],0
u3,1,0.07702,3.126691,[ 4 12] ; [18 17],[6.90196078 9.09803922] ; [15.09803922 19.90196078],0
n2,1,0.087706,2.91598,[4 7] ; [34 19],[6.53125 4.46875] ; [31.46875 21.53125],0
s7,1,0.091182,2.853373,[ 3 16] ; [39 71],[ 6.18604651 12.81395349] ; [35.81395349 74.18604651],0
v2,1,0.099396,2.715205,[ 4 18] ; [41 72],[ 7.33333333 14.66666667] ; [37.66666667 75.33333333],0
p7,1,0.118313,2.439513,[ 6 17] ; [51 66],[ 9.36428571 13.63571429] ; [47.63571429 69.36428571],0
n3,1,0.119561,2.423059,[4 7] ; [31 19],[6.31147541 4.68852459] ; [28.68852459 21.31147541],0
p8,1,0.128112,2.315236,[ 3 19] ; [34 82],[ 5.89855072 16.10144928] ; [31.10144928 84.89855072],0
n6,1,0.134538,2.239346,[11 12] ; [76 42],[14.19148936  8.80851064] ; [72.80851064 45.19148936],0
p2,1,0.139597,2.182397,[ 9 14] ; [66 52],[12.23404255 10.76595745] ; [62.76595745 55.23404255],0
a2,1,0.187767,1.735051,[ 2 21] ; [24 94],[ 4.24113475 18.75886525] ; [21.75886525 96.24113475],0
u2,1,0.281934,1.157744,[ 5 11] ; [17 19],[6.76923077 9.23076923] ; [15.23076923 20.76923077],0
b4,1,0.296606,1.089392,[15  8] ; [63 55],[12.72340426 10.27659574] ; [65.27659574 52.72340426],0
n1,1,0.390539,0.737264,[3 8] ; [21 30],[4.25806452 6.74193548] ; [19.74193548 31.25806452],0
p4,1,0.405583,0.691711,[ 7 16] ; [46 70],[ 8.76978417 14.23021583] ; [44.23021583 71.76978417],0
p1,1,0.499626,0.455732,[ 1 22] ; [ 10 108],[ 1.79432624 21.20567376] ; [  9.20567376 108.79432624],0
b5,1,0.546637,0.363377,[15  8] ; [69 49],[13.70212766  9.29787234] ; [70.29787234 47.70212766],0
p3,1,0.615595,0.252108,[ 6 17] ; [37 81],[ 7.0141844 15.9858156] ; [35.9858156 82.0141844],0
s4,1,0.618707,0.247689,[ 4 19] ; [26 92],[ 4.89361702 18.10638298] ; [25.10638298 92.89361702],0
s1,1,0.743312,0.107237,[ 2 21] ; [  8 110],[ 1.63120567 21.36879433] ; [  8.36879433 109.63120567],0
a1,1,0.743312,0.107237,[ 2 21] ; [  8 110],[ 1.63120567 21.36879433] ; [  8.36879433 109.63120567],0
n4,1,0.830911,0.045596,[14  9] ; [69 49],[13.53900709  9.46099291] ; [69.46099291 48.53900709],0
p5,1,0.95408,0.003316,[ 1 21] ; [  5 112],[ 0.94964029 21.05035971] ; [  5.05035971 111.94964029],0
n5,1,0.958442,0.002715,[13 10] ; [66 52],[12.88652482 10.11347518] ; [66.11347518 51.88652482],0
b3,1,0.974585,0.001015,[ 5 11] ; [19 41],[ 5.05263158 10.94736842] ; [18.94736842 41.05263158],0
b2,1,0.974585,0.001015,[ 5 11] ; [19 41],[ 5.05263158 10.94736842] ; [18.94736842 41.05263158],0
