Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.000197,13.859788,[41 15] ; [176 202],[28. 28.] ; [189. 189.],1
v4,1,0.316532,1.003221,[57  2] ; [356  26],[55.25396825  3.74603175] ; [357.74603175  24.25396825],0
d4,1,0.343635,0.896823,[44 15] ; [307  77],[46.74717833 12.25282167] ; [304.25282167  79.74717833],0
p7,1,0.359063,0.841169,[30 29] ; [214 160],[33.24711316 25.75288684] ; [210.75288684 163.24711316],0
p9,1,0.359258,0.840486,[49 10] ; [294  84],[46.30892449 12.69107551] ; [296.69107551  81.30892449],0
n5,1,0.407098,0.68726,[41 18] ; [243 137],[38.16856492 20.83143508] ; [245.83143508 134.16856492],0
r2,1,0.408602,0.682865,[56  3] ; [348  31],[54.42009132  4.57990868] ; [349.57990868  29.42009132],0
a7,1,0.422656,0.642918,[45 13] ; [278 105],[42.48072562 15.51927438] ; [280.51927438 102.48072562],0
a2,1,0.431257,0.619436,[ 8 51] ; [ 68 316],[10.12189616 48.87810384] ; [ 65.87810384 318.12189616],0
a6,1,0.453477,0.561947,[38 21] ; [266 118],[40.48758465 18.51241535] ; [263.51241535 120.48758465],0
d3,1,0.458253,0.550159,[40 18] ; [245 138],[37.4829932 20.5170068] ; [247.5170068 135.4829932],0
v2,1,0.478253,0.502845,[27 29] ; [194 170],[29.46666667 26.53333333] ; [191.53333333 172.46666667],0
u3,1,0.528027,0.398187,[16 12] ; [77 75],[14.46666667 13.53333333] ; [78.53333333 73.46666667],0
p12,1,0.539481,0.376503,[ 2 57] ; [ 20 360],[ 2.95671982 56.04328018] ; [ 19.04328018 360.95671982],0
n3,1,0.558321,0.34262,[12  5] ; [71 21],[12.94495413  4.05504587] ; [70.05504587 21.94495413],0
p4,1,0.568147,0.325794,[31 28] ; [184 195],[28.96118721 30.03881279] ; [186.03881279 192.96118721],0
p3,1,0.578761,0.308242,[25 34] ; [147 234],[23.06363636 35.93636364] ; [148.93636364 232.06363636],0
p1,1,0.616325,0.251067,[ 3 56] ; [ 26 355],[ 3.88863636 55.11136364] ; [ 25.11136364 355.88863636],0
r1,1,0.653744,0.201213,[43 16] ; [288  93],[44.38409091 14.61590909] ; [286.61590909  94.38409091],0
v1,1,0.681368,0.16859,[26 32] ; [178 195],[27.45243619 30.54756381] ; [176.54756381 196.45243619],0
n2,1,0.702096,0.1463,[12  5] ; [69 23],[12.63302752  4.36697248] ; [68.36697248 23.63302752],0
s1,1,0.753738,0.098416,[ 1 57] ; [  9 368],[ 1.33333333 56.66666667] ; [  8.66666667 368.33333333],0
p5,1,0.760548,0.092879,[ 4 55] ; [ 22 359],[ 3.48636364 55.51363636] ; [ 22.51363636 358.48636364],0
a5,1,0.854625,0.03357,[38 21] ; [252 132],[38.62302483 20.37697517] ; [251.37697517 132.62302483],0
u1,1,0.859743,0.031223,[ 6 53] ; [ 42 342],[ 6.39277652 52.60722348] ; [ 41.60722348 342.39277652],0
n1,1,0.890591,0.018922,[ 5 12] ; [25 65],[ 4.76635514 12.23364486] ; [25.23364486 64.76635514],0
p6,1,0.92575,0.008685,[16 43] ; [ 99 274],[15.70601852 43.29398148] ; [ 99.29398148 273.70601852],0
b5,1,0.93271,0.007129,[37 22] ; [243 141],[37.29119639 21.70880361] ; [242.70880361 141.29119639],0
r4,1,0.953792,0.003358,[53  6] ; [344  40],[52.87358916  6.12641084] ; [344.12641084  39.87358916],0
