Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,1.2e-05,19.191898,[220  44] ; [20 18],[209.8013245  54.1986755] ; [30.1986755  7.8013245],1
a7,1,0.502826,0.448966,[195  70] ; [26 12],[193.28382838  71.71617162] ; [27.71617162 10.28382838],0
b2,1,0.638446,0.22078,[ 40 115] ; [ 7 16],[ 40.92696629 114.07303371] ; [ 6.07303371 16.92696629],0
b3,1,0.638446,0.22078,[ 40 115] ; [ 7 16],[ 40.92696629 114.07303371] ; [ 6.07303371 16.92696629],0
v2,1,0.652483,0.202784,[141 114] ; [19 18],[139.7260274 115.2739726] ; [20.2739726 16.7260274],0
p3,1,0.663268,0.189578,[144 122] ; [22 16],[145.25 120.75] ; [20.75 17.25],0
p5,1,0.746838,0.104207,[ 26 240] ; [ 3 34],[ 25.45874587 240.54125413] ; [ 3.54125413 33.45874587],0
s3,1,0.753497,0.098616,[117 145] ; [18 20],[117.9 144.1] ; [17.1 20.9],0
u3,1,0.779805,0.078161,[44 43] ; [7 8],[43.5 43.5] ; [7.5 7.5],0
n2,1,0.794107,0.068111,[42 15] ; [7 2],[42.31818182 14.68181818] ; [6.68181818 2.31818182],0
b5,1,0.929518,0.007824,[159 107] ; [23 15],[159.25 106.75] ; [22.75 15.25],0
a1,1,1.0,0.0,[ 14 252] ; [ 2 36],[ 14. 252.] ; [ 2. 36.],0
