Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.0,26.508111,[19  4] ; [14 50],[ 8.72413793 14.27586207] ; [24.27586207 39.72413793],1
v1,1,0.224765,1.473684,[ 9 12] ; [18 45],[ 6.75 14.25] ; [20.25 42.75],0
s3,1,0.277051,1.1815,[10 11] ; [22 42],[ 7.90588235 13.09411765] ; [24.09411765 39.90588235],0
u3,1,0.281077,1.161875,[1 7] ; [ 8 17],[2.18181818 5.81818182] ; [ 6.81818182 18.18181818],0
n4,1,0.304748,1.053299,[16  7] ; [52 13],[17.77272727  5.22727273] ; [50.22727273 14.77272727],0
s5,1,0.337943,0.918219,[ 4 15] ; [ 8 57],[ 2.71428571 16.28571429] ; [ 9.28571429 55.71428571],0
a1,1,0.339222,0.913371,[ 2 21] ; [11 54],[ 3.39772727 19.60227273] ; [ 9.60227273 55.39772727],0
a6,1,0.403966,0.696488,[14  9] ; [33 32],[12.28409091 10.71590909] ; [34.71590909 30.28409091],0
v3,1,0.414883,0.664764,[ 7 15] ; [15 50],[ 5.56321839 16.43678161] ; [16.43678161 48.56321839],0
n2,1,0.488313,0.480242,[7 2] ; [23 12],[6.13636364 2.86363636] ; [23.86363636 11.13636364],0
p1,1,0.520936,0.41204,[ 2 21] ; [ 9 56],[ 2.875 20.125] ; [ 8.125 56.875],0
d1,1,0.578967,0.307908,[10 13] ; [24 41],[ 8.88636364 14.11363636] ; [25.11363636 39.88636364],0
n3,1,0.598068,0.277919,[5 4] ; [16 19],[4.29545455 4.70454545] ; [16.70454545 18.29545455],0
d4,1,0.614277,0.253993,[13 10] ; [40 24],[14.01149425  8.98850575] ; [38.98850575 25.01149425],0
a7,1,0.640056,0.218669,[11 12] ; [27 37],[10.04597701 12.95402299] ; [27.95402299 36.04597701],0
s4,1,0.662719,0.190237,[ 5 17] ; [12 53],[ 4.29885057 17.70114943] ; [12.70114943 52.29885057],0
b4,1,0.693546,0.155274,[12 11] ; [37 28],[12.80681818 10.19318182] ; [36.19318182 28.80681818],0
a8,1,0.754919,0.097444,[ 1 20] ; [ 4 56],[ 1.2962963 19.7037037] ; [ 3.7037037 56.2962963],0
b2,1,0.765407,0.089035,[ 6 10] ; [14 28],[ 5.51724138 10.48275862] ; [14.48275862 27.51724138],0
b3,1,0.765407,0.089035,[ 6 10] ; [14 28],[ 5.51724138 10.48275862] ; [14.48275862 27.51724138],0
n1,1,0.808883,0.0585,[4 5] ; [14 21],[3.68181818 5.31818182] ; [14.31818182 20.68181818],0
a3,1,0.816695,0.05373,[15  8] ; [40 24],[14.54022989  8.45977011] ; [40.45977011 23.54022989],0
d2,1,0.833246,0.044327,[10 13] ; [29 34],[10.43023256 12.56976744] ; [28.56976744 34.43023256],0
d3,1,0.851481,0.035055,[11 11] ; [31 34],[10.62068966 11.37931034] ; [31.37931034 33.62068966],0
r1,1,0.96964,0.001449,[ 6 16] ; [18 47],[ 6.06896552 15.93103448] ; [17.93103448 47.06896552],0
