Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,65.017488,[10 61] ; [58 13],[34. 37.] ; [34. 37.],1
u1,1,0.33566,0.926937,[ 9 63] ; [13 58],[11.07692308 60.92307692] ; [10.92307692 60.07692308],0
u3,1,0.351393,0.868421,[18 12] ; [18  7],[19.63636364 10.36363636] ; [16.36363636  8.63636364],0
a4,1,0.359433,0.839873,[29 43] ; [34 37],[31.72027972 40.27972028] ; [31.27972028 39.72027972],0
n6,1,0.371314,0.799262,[58 14] ; [52 18],[55.77464789 16.22535211] ; [54.22535211 15.77464789],0
u4,1,0.394377,0.725403,[ 2 70] ; [ 4 67],[ 3.02097902 68.97902098] ; [ 2.97902098 68.02097902],0
p11,1,0.417569,0.657148,[44 28] ; [48 23],[46.32167832 25.67832168] ; [45.67832168 25.32167832],0
a3,1,0.427575,0.629401,[42 30] ; [46 25],[44.30769231 27.69230769] ; [43.69230769 27.30769231],0
b4,1,0.439344,0.597994,[39 33] ; [43 28],[41.28671329 30.71328671] ; [40.71328671 30.28671329],0
b1,1,0.453591,0.561662,[32 40] ; [36 35],[34.23776224 37.76223776] ; [33.76223776 37.23776224],0
a6,1,0.467459,0.527976,[44 28] ; [38 31],[41.87234043 30.12765957] ; [40.12765957 28.87234043],0
n2,1,0.471847,0.517647,[16  6] ; [18  4],[17.  5.] ; [17.  5.],0
a1,1,0.479307,0.500439,[ 5 67] ; [ 3 68],[ 4.02797203 67.97202797] ; [ 3.97202797 67.02797203],0
u2,1,0.510348,0.433354,[16 13] ; [16  9],[17.18518519 11.81481481] ; [14.81481481 10.18518519],0
p3,1,0.515389,0.423111,[24 48] ; [27 43],[25.85915493 46.14084507] ; [25.14084507 44.85915493],0
a5,1,0.52207,0.409801,[45 27] ; [48 23],[46.82517483 25.17482517] ; [46.17482517 24.82517483],0
d1,1,0.557024,0.344883,[35 37] ; [38 33],[36.75524476 35.24475524] ; [36.24475524 34.75524476],0
r1,1,0.560722,0.338456,[56 16] ; [58 13],[57.3986014 14.6013986] ; [56.6013986 14.3986014],0
d5,1,0.567211,0.327372,[49 23] ; [50 19],[50.55319149 21.44680851] ; [48.44680851 20.55319149],0
r2,1,0.625966,0.237572,[70  2] ; [67  3],[69.46478873  2.53521127] ; [67.53521127  2.46478873],0
n4,1,0.644452,0.212966,[45 27] ; [47 24],[46.32167832 25.67832168] ; [45.67832168 25.32167832],0
d3,1,0.64914,0.206987,[39 33] ; [40 29],[40.34042553 31.65957447] ; [38.65957447 30.34042553],0
v4,1,0.684338,0.165284,[69  3] ; [67  4],[68.47552448  3.52447552] ; [67.52447552  3.47552448],0
s1,1,0.697923,0.150641,[ 4 68] ; [ 5 65],[ 4.56338028 67.43661972] ; [ 4.43661972 65.56338028],0
d2,1,0.74684,0.104206,[31 40] ; [32 37],[31.95 39.05] ; [31.05 37.95],0
b2,1,0.76903,0.086227,[17 29] ; [16 31],[16.32258065 29.67741935] ; [16.67741935 30.32258065],0
b3,1,0.76903,0.086227,[17 29] ; [16 31],[16.32258065 29.67741935] ; [16.67741935 30.32258065],0
p6,1,0.771001,0.08472,[16 56] ; [17 53],[16.73239437 55.26760563] ; [16.26760563 53.73239437],0
a2,1,0.799474,0.06453,[13 59] ; [14 57],[13.59440559 58.40559441] ; [13.40559441 57.59440559],0
v3,1,0.824836,0.048987,[25 44] ; [24 39],[25.61363636 43.38636364] ; [23.38636364 39.61363636],0
d4,1,0.886726,0.020292,[55 17] ; [52 17],[54.63829787 17.36170213] ; [52.36170213 16.63829787],0
p5,1,0.905946,0.01396,[ 5 67] ; [ 5 62],[ 5.17985612 66.82014388] ; [ 4.82014388 62.17985612],0
a7,1,0.913223,0.011875,[45 27] ; [45 26],[45.31468531 26.68531469] ; [44.68531469 26.31468531],0
n3,1,0.929299,0.007873,[15  5] ; [16  5],[15.12195122  4.87804878] ; [15.87804878  5.12195122],0
