Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,1e-06,24.006246,[13  2] ; [14 53],[ 4.93902439 10.06097561] ; [22.06097561 44.93902439],1
s4,1,0.163592,1.940703,[ 5 12] ; [11 62],[ 3.02222222 13.97777778] ; [12.97777778 60.02222222],0
p4,1,0.239407,1.384084,[8 9] ; [23 49],[ 5.92134831 11.07865169] ; [25.07865169 46.92134831],0
p12,1,0.255641,1.292213,[ 1 16] ; [ 1 72],[ 0.37777778 16.62222222] ; [ 1.62222222 71.37777778],0
u2,1,0.301028,1.069634,[5 3] ; [21 28],[3.64912281 4.35087719] ; [22.35087719 26.64912281],0
v3,1,0.355894,0.852329,[ 6 11] ; [17 53],[ 4.49425287 12.50574713] ; [18.50574713 51.49425287],0
r1,1,0.457653,0.551628,[11  6] ; [40 33],[9.63333333 7.36666667] ; [41.36666667 31.63333333],0
n2,1,0.473805,0.513088,[5 2] ; [17 13],[4.16216216 2.83783784] ; [17.83783784 12.16216216],0
n4,1,0.479978,0.498912,[10  7] ; [36 37],[8.68888889 8.31111111] ; [37.31111111 35.68888889],0
p5,1,0.495544,0.464466,[ 2 15] ; [ 5 68],[ 1.32222222 15.67777778] ; [ 5.67777778 67.32222222],0
u1,1,0.515628,0.422629,[ 1 16] ; [ 2 71],[ 0.56666667 16.43333333] ; [ 2.43333333 70.56666667],0
v2,1,0.551764,0.354167,[ 6 11] ; [19 49],[ 5. 12.] ; [20. 48.],0
b3,1,0.555955,0.346756,[2 8] ; [12 29],[2.74509804 7.25490196] ; [11.25490196 29.74509804],0
b2,1,0.555955,0.346756,[2 8] ; [12 29],[2.74509804 7.25490196] ; [11.25490196 29.74509804],0
a6,1,0.579991,0.30625,[8 9] ; [29 44],[ 6.98888889 10.01111111] ; [30.01111111 42.98888889],0
d1,1,0.596879,0.279728,[ 6 11] ; [21 52],[ 5.1 11.9] ; [21.9 51.1],0
a4,1,0.618577,0.247873,[ 1 16] ; [ 7 65],[ 1.52808989 15.47191011] ; [ 6.47191011 65.52808989],0
b5,1,0.668331,0.183561,[10  7] ; [47 26],[10.76666667  6.23333333] ; [46.23333333 26.76666667],0
d2,1,0.685662,0.163822,[ 5 12] ; [18 55],[ 4.34444444 12.65555556] ; [18.65555556 54.34444444],0
b1,1,0.687279,0.162047,[10  7] ; [39 34],[9.25555556 7.74444444] ; [39.74444444 33.25555556],0
p8,1,0.722579,0.126035,[ 4 13] ; [20 52],[ 4.58426966 12.41573034] ; [19.41573034 52.58426966],0
a7,1,0.807032,0.059661,[10  7] ; [40 32],[9.5505618 7.4494382] ; [40.4494382 31.5505618],0
p7,1,0.810748,0.057342,[ 7 10] ; [27 44],[ 6.56818182 10.43181818] ; [27.43181818 43.56818182],0
n3,1,0.855494,0.033165,[4 3] ; [16 14],[3.78378378 3.21621622] ; [16.21621622 13.78378378],0
p3,1,0.866545,0.02824,[ 5 12] ; [23 50],[ 5.28888889 11.71111111] ; [22.71111111 50.28888889],0
u3,1,0.87691,0.02399,[4 4] ; [24 27],[3.79661017 4.20338983] ; [24.20338983 26.79661017],0
n6,1,0.912456,0.012087,[10  7] ; [44 29],[10.2  6.8] ; [43.8 29.2],0
n1,1,0.918613,0.010441,[2 5] ; [ 8 22],[1.89189189 5.10810811] ; [ 8.10810811 21.89189189],0
n5,1,0.922781,0.009396,[10  7] ; [42 31],[9.82222222 7.17777778] ; [42.17777778 30.82222222],0
p1,1,0.924147,0.009065,[ 2 15] ; [ 8 65],[ 1.88888889 15.11111111] ; [ 8.11111111 64.88888889],0
