Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,174.874176,[308  37] ; [ 53 111],[244.68565815 100.31434185] ; [116.31434185  47.68565815],1
n2,1,0.510797,0.432433,[57 16] ; [32 12],[55.52991453 17.47008547] ; [33.47008547 10.52991453],0
p2,1,0.513076,0.427788,[297  49] ; [138  27],[294.54011742  51.45988258] ; [140.45988258  24.54011742],0
a7,1,0.515518,0.42285,[256  90] ; [128  39],[258.99415205  87.00584795] ; [125.00584795  41.99415205],0
b2,1,0.537149,0.38085,[ 87 127] ; [37 63],[ 84.50955414 129.49044586] ; [39.49044586 60.50955414],0
b3,1,0.537149,0.38085,[ 87 127] ; [37 63],[ 84.50955414 129.49044586] ; [39.49044586 60.50955414],0
p8,1,0.574135,0.315813,[189 152] ; [86 77],[186.06150794 154.93849206] ; [88.93849206 74.06150794],0
a6,1,0.681327,0.168636,[232 114] ; [115  52],[234.03898635 111.96101365] ; [112.96101365  54.03898635],0
p5,1,0.686896,0.162466,[ 48 296] ; [ 21 145],[ 46.54117647 297.45882353] ; [ 22.45882353 143.54117647],0
d3,1,0.696697,0.151931,[269  78] ; [132  35],[270.71400778  76.28599222] ; [130.28599222  36.71400778],0
b4,1,0.706396,0.141903,[208 139] ; [103  64],[209.95525292 137.04474708] ; [101.04474708  65.95525292],0
p7,1,0.78707,0.072963,[224 109] ; [107  55],[222.67272727 110.32727273] ; [108.32727273  53.67272727],0
d5,1,0.801556,0.063169,[307  40] ; [149  18],[307.84435798  39.15564202] ; [148.15564202  18.84435798],0
n3,1,0.886066,0.02053,[50 23] ; [30 13],[50.34482759 22.65517241] ; [29.65517241 13.34482759],0
a8,1,0.938594,0.005935,[ 45 276] ; [ 21 126],[ 45.26923077 275.73076923] ; [ 20.73076923 126.26923077],0
p11,1,0.948144,0.00423,[271  76] ; [130  37],[270.71400778  76.28599222] ; [130.28599222  36.71400778],0
a1,1,0.985883,0.000313,[ 23 324] ; [ 11 156],[ 22.95330739 324.04669261] ; [ 11.04669261 155.95330739],0
