Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,33.047269,[ 5 21] ; [91 26],[17.45454545  8.54545455] ; [78.54545455 38.45454545],1
a8,1,0.18198,1.781383,[ 4 21] ; [ 8 99],[ 2.27272727 22.72727273] ; [ 9.72727273 97.27272727],0
p4,1,0.213762,1.545763,[ 7 19] ; [46 69],[ 9.77304965 16.22695035] ; [43.22695035 71.77304965],0
a1,1,0.223435,1.482172,[ 3 23] ; [  6 111],[ 1.63636364 24.36363636] ; [  7.36363636 109.63636364],0
d2,1,0.225059,1.471816,[ 7 19] ; [46 70],[ 9.70422535 16.29577465] ; [43.29577465 72.70422535],0
v1,1,0.243971,1.357501,[ 7 19] ; [45 70],[ 9.58865248 16.41134752] ; [42.41134752 72.58865248],0
p12,1,0.246393,1.343641,[ 1 25] ; [  1 114],[ 0.36879433 25.63120567] ; [  1.63120567 113.36879433],0
a3,1,0.257854,1.280243,[13 12] ; [75 42],[15.49295775  9.50704225] ; [72.50704225 44.49295775],0
d4,1,0.284203,1.146879,[16 10] ; [83 32],[18.25531915  7.74468085] ; [80.74468085 34.25531915],0
n2,1,0.3017,1.066667,[6 6] ; [24 12],[7.5 4.5] ; [22.5 13.5],0
p7,1,0.31935,0.991608,[15 11] ; [52 59],[12.71532847 13.28467153] ; [54.28467153 56.71532847],0
p10,1,0.327651,0.95816,[11 14] ; [63 52],[13.21428571 11.78571429] ; [60.78571429 54.21428571],0
s1,1,0.328089,0.956427,[ 3 23] ; [  7 108],[ 1.84397163 24.15602837] ; [  8.15602837 106.84397163],0
s6,1,0.332472,0.939245,[ 8 18] ; [48 69],[10.18181818 15.81818182] ; [45.81818182 71.18181818],0
s3,1,0.335783,0.926465,[ 9 16] ; [54 62],[11.17021277 13.82978723] ; [51.82978723 64.17021277],0
a7,1,0.339473,0.912421,[15 11] ; [79 38],[17.09090909  8.90909091] ; [76.90909091 40.09090909],0
a2,1,0.377666,0.778286,[ 3 23] ; [22 95],[ 4.54545455 21.45454545] ; [20.45454545 96.54545455],0
p1,1,0.410444,0.677514,[ 1 25] ; [ 10 106],[ 2.01408451 23.98591549] ; [  8.98591549 107.01408451],0
s8,1,0.438603,0.599934,[ 4 22] ; [26 91],[ 5.45454545 20.54545455] ; [24.54545455 92.45454545],0
a5,1,0.468678,0.525092,[14 12] ; [72 45],[15.63636364 10.36363636] ; [70.36363636 46.63636364],0
b4,1,0.499714,0.455545,[13 13] ; [67 50],[14.54545455 11.45454545] ; [65.45454545 51.54545455],0
b2,1,0.538404,0.378506,[ 3 13] ; [17 48],[ 3.95061728 12.04938272] ; [16.04938272 48.95061728],0
b3,1,0.538404,0.378506,[ 3 13] ; [17 48],[ 3.95061728 12.04938272] ; [16.04938272 48.95061728],0
v2,1,0.647141,0.209524,[ 9 15] ; [46 62],[10. 14.] ; [45. 63.],0
n5,1,0.667587,0.184438,[11 15] ; [54 61],[11.9858156 14.0141844] ; [53.0141844 61.9858156],0
p8,1,0.66891,0.182879,[ 8 17] ; [42 73],[ 8.92857143 16.07142857] ; [41.07142857 73.92857143],0
n1,1,0.681831,0.168072,[4 8] ; [14 21],[4.59574468 7.40425532] ; [13.40425532 21.59574468],0
p6,1,0.71807,0.13035,[ 5 20] ; [19 93],[ 4.37956204 20.62043796] ; [19.62043796 92.37956204],0
b5,1,0.840922,0.040286,[15 11] ; [70 47],[15.45454545 10.54545455] ; [69.54545455 47.45454545],0
s4,1,0.846978,0.03724,[ 3 23] ; [ 12 105],[ 2.72727273 23.27272727] ; [ 12.27272727 104.72727273],0
a4,1,0.935192,0.006612,[10 16] ; [44 73],[ 9.81818182 16.18181818] ; [44.18181818 72.81818182],0
n3,1,0.950336,0.003879,[8 4] ; [23 11],[8.08695652 3.91304348] ; [22.91304348 11.08695652],0
u2,1,0.971064,0.001316,[8 5] ; [25 16],[7.94444444 5.05555556] ; [25.05555556 15.94444444],0
