Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,2.7e-05,17.592441,[ 4 33] ; [48 47],[14.57575758 22.42424242] ; [37.42424242 57.57575758],1
a6,1,0.666734,0.185447,[24 13] ; [59 38],[22.91791045 14.08208955] ; [60.08208955 36.91791045],0
n6,1,0.739357,0.110693,[30  7] ; [81 16],[30.64925373  6.35074627] ; [80.35074627 16.64925373],0
d4,1,0.770596,0.085028,[31  6] ; [80 18],[30.42222222  6.57777778] ; [80.57777778 17.42222222],0
v2,1,0.825753,0.048467,[20 13] ; [59 35],[20.52755906 12.47244094] ; [58.47244094 35.52755906],0
r1,1,0.857359,0.032305,[31  6] ; [80 17],[30.64925373  6.35074627] ; [80.35074627 16.64925373],0
n2,1,0.915595,0.011233,[11  3] ; [20  5],[11.12820513  2.87179487] ; [19.87179487  5.12820513],0
b5,1,0.937213,0.006205,[22 15] ; [59 39],[22.2 14.8] ; [58.8 39.2],0
u3,1,0.944322,0.004877,[9 3] ; [17  6],[8.91428571 3.08571429] ; [17.08571429  5.91428571],0
d3,1,0.976794,0.000846,[22 15] ; [58 40],[21.92592593 15.07407407] ; [58.07407407 39.92592593],0
u1,1,0.987649,0.00024,[ 6 31] ; [16 82],[ 6.02962963 30.97037037] ; [15.97037037 82.02962963],0
d5,1,0.987649,0.00024,[31  6] ; [82 16],[30.97037037  6.02962963] ; [82.02962963 15.97037037],0
r4,1,0.991663,0.000109,[34  3] ; [90  8],[33.98518519  3.01481481] ; [90.01481481  7.98518519],0
