Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,3e-06,21.567551,[39 46] ; [ 8 62],[25.77419355 59.22580645] ; [21.22580645 48.77419355],1
s6,1,0.389884,0.739304,[42 41] ; [31 40],[39.34415584 43.65584416] ; [33.65584416 37.34415584],0
b5,1,0.400675,0.7063,[50 35] ; [37 34],[47.40384615 37.59615385] ; [39.59615385 31.40384615],0
v3,1,0.40573,0.691278,[30 55] ; [20 49],[27.5974026 57.4025974] ; [22.4025974 46.5974026],0
a2,1,0.440312,0.595468,[ 9 76] ; [ 5 66],[ 7.62820513 77.37179487] ; [ 6.37179487 64.62820513],0
p1,1,0.463096,0.538402,[13 72] ; [ 8 63],[11.44230769 73.55769231] ; [ 9.55769231 61.44230769],0
r2,1,0.515465,0.422958,[74 10] ; [60 11],[72.61935484 11.38064516] ; [61.38064516  9.61935484],0
p10,1,0.523571,0.406853,[57 26] ; [44 25],[55.15131579 27.84868421] ; [45.84868421 23.15131579],0
u3,1,0.587033,0.295002,[19 25] ; [13 22],[17.82278481 26.17721519] ; [14.17721519 20.82278481],0
n5,1,0.626065,0.237435,[61 23] ; [54 17],[62.32258065 21.67741935] ; [52.67741935 18.32258065],0
a3,1,0.626879,0.236317,[41 44] ; [36 33],[42.5 42.5] ; [34.5 34.5],0
p12,1,0.640322,0.218321,[ 5 80] ; [ 3 68],[ 4.35897436 80.64102564] ; [ 3.64102564 67.35897436],0
n6,1,0.748479,0.102814,[63 22] ; [51 20],[62.11538462 22.88461538] ; [51.88461538 19.11538462],0
p9,1,0.773349,0.082942,[60 24] ; [50 18],[60.78947368 23.21052632] ; [49.21052632 18.78947368],0
n4,1,0.868802,0.027285,[59 25] ; [49 22],[58.52903226 25.47096774] ; [49.47096774 21.52903226],0
a6,1,0.869352,0.027054,[49 36] ; [40 31],[48.49358974 36.50641026] ; [40.50641026 30.49358974],0
d1,1,0.885208,0.020843,[ 4 81] ; [ 3 68],[ 3.81410256 81.18589744] ; [ 3.18589744 67.81410256],0
a8,1,0.933357,0.006993,[11 70] ; [ 9 55],[11.17241379 69.82758621] ; [ 8.82758621 55.17241379],0
d2,1,0.939794,0.005705,[22 63] ; [18 53],[21.79487179 63.20512821] ; [18.20512821 52.79487179],0
n1,1,0.961358,0.002347,[10 12] ; [12 14],[10.08333333 11.91666667] ; [11.91666667 14.08333333],0
v1,1,0.982735,0.000468,[35 47] ; [30 40],[35.06578947 46.93421053] ; [29.93421053 40.06578947],0
