Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,3.2e-05,17.305686,[108  22] ; [24 22],[97.5 32.5] ; [34.5 11.5],1
n2,1,0.153341,2.038697,[29  7] ; [14  8],[26.68965517  9.31034483] ; [16.31034483  5.68965517],0
r1,1,0.156377,2.00892,[82 46] ; [24 22],[77.97701149 50.02298851] ; [28.02298851 17.97701149],0
d3,1,0.186044,1.748671,[39 90] ; [ 9 36],[35.5862069 93.4137931] ; [12.4137931 32.5862069],0
s4,1,0.202362,1.625245,[ 28 101] ; [ 6 40],[ 25.06285714 103.93714286] ; [ 8.93714286 37.06285714],0
b5,1,0.203489,1.617154,[79 51] ; [23 23],[75.34090909 54.65909091] ; [26.65909091 19.34090909],0
v2,1,0.207537,1.588526,[52 72] ; [13 29],[48.55421687 75.44578313] ; [16.44578313 25.55421687],0
n3,1,0.264616,1.244444,[28  7] ; [14  7],[26.25  8.75] ; [15.75  5.25],0
v1,1,0.318414,0.99545,[56 71] ; [16 29],[53.1627907 73.8372093] ; [18.8372093 26.1627907],0
p7,1,0.325485,0.966778,[72 56] ; [22 24],[69.14942529 58.85057471] ; [24.85057471 21.14942529],0
p6,1,0.345341,0.890505,[34 94] ; [ 9 37],[31.63218391 96.36781609] ; [11.36781609 34.63218391],0
b4,1,0.347362,0.883072,[67 63] ; [20 26],[64.26136364 65.73863636] ; [22.73863636 23.26136364],0
b3,1,0.353715,0.860084,[18 61] ; [ 8 17],[19.75 59.25] ; [ 6.25 18.75],0
b2,1,0.353715,0.860084,[18 61] ; [ 8 17],[19.75 59.25] ; [ 6.25 18.75],0
u2,1,0.38027,0.76983,[25 41] ; [12 13],[26.83516484 39.16483516] ; [10.16483516 14.83516484],0
a4,1,0.381406,0.766164,[ 28 100] ; [13 33],[30.16091954 97.83908046] ; [10.83908046 35.16091954],0
d1,1,0.466475,0.530313,[  6 124] ; [ 1 45],[  5.17045455 124.82954545] ; [ 1.82954545 44.17045455],0
s1,1,0.481511,0.495438,[  5 121] ; [ 3 43],[  5.86046512 120.13953488] ; [ 2.13953488 43.86046512],0
d2,1,0.481902,0.494555,[ 30 100] ; [13 33],[31.76136364 98.23863636] ; [11.23863636 34.76136364],0
d5,1,0.484361,0.489028,[61 68] ; [19 27],[58.97142857 70.02857143] ; [21.02857143 24.97142857],0
a2,1,0.507147,0.439948,[ 10 120] ; [ 5 41],[ 11.07954545 118.92045455] ; [ 3.92045455 42.07954545],0
a6,1,0.518626,0.416625,[72 58] ; [28 18],[73.86363636 56.13636364] ; [26.13636364 19.86363636],0
v3,1,0.56529,0.330627,[37 91] ; [11 34],[35.51445087 92.48554913] ; [12.48554913 32.51445087],0
a5,1,0.731514,0.117726,[66 64] ; [22 24],[65. 65.] ; [23. 23.],0
a3,1,0.73357,0.115859,[64 65] ; [21 24],[63.01724138 65.98275862] ; [21.98275862 23.01724138],0
p8,1,0.787646,0.07256,[53 75] ; [18 28],[52.22988506 75.77011494] ; [18.77011494 27.22988506],0
a8,1,0.812437,0.056304,[ 12 107] ; [ 5 39],[ 12.41104294 106.58895706] ; [ 4.58895706 39.41104294],0
n1,1,0.952656,0.003525,[14 22] ; [ 8 13],[13.89473684 22.10526316] ; [ 8.10526316 12.89473684],0
u3,1,0.995851,2.7e-05,[29 37] ; [11 14],[29.01098901 36.98901099] ; [10.98901099 14.01098901],0
