Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.000262,13.321433,[42  6] ; [12 13],[35.50684932 12.49315068] ; [18.49315068  6.50684932],1
a4,1,0.837177,0.042232,[ 5 43] ; [ 3 22],[ 5.26027397 42.73972603] ; [ 2.73972603 22.26027397],0
v2,1,0.865998,0.028474,[ 9 38] ; [ 5 19],[ 9.26760563 37.73239437] ; [ 4.73239437 19.26760563],0
p10,1,0.866815,0.028125,[27 21] ; [13 11],[26.66666667 21.33333333] ; [13.33333333 10.66666667],0
s4,1,0.897573,0.016571,[ 9 39] ; [ 5 20],[ 9.20547945 38.79452055] ; [ 4.79452055 20.20547945],0
s2,1,0.908384,0.013243,[16 32] ; [ 8 17],[15.78082192 32.21917808] ; [ 8.21917808 16.78082192],0
s5,1,0.911851,0.012255,[ 8 39] ; [ 4 21],[ 7.83333333 39.16666667] ; [ 4.16666667 20.83333333],0
d3,1,0.933588,0.006944,[13 35] ; [ 7 18],[13.15068493 34.84931507] ; [ 6.84931507 18.15068493],0
p4,1,0.97246,0.001192,[19 29] ; [10 15],[19.06849315 28.93150685] ; [ 9.93150685 15.06849315],0
a8,1,0.97928,0.000675,[ 4 43] ; [ 2 21],[ 4.02857143 42.97142857] ; [ 1.97142857 21.02857143],0
a3,1,0.988578,0.000205,[17 30] ; [ 9 16],[16.97222222 30.02777778] ; [ 9.02777778 15.97222222],0
p7,1,0.988821,0.000196,[22 24] ; [12 13],[22.02816901 23.97183099] ; [11.97183099 13.02816901],0
